,player_id,web_name,team_code,element_type,now_cost,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,200,Schmeichel,13,1,49,4.9912,False,1,1,15.0,4.9912
1,142,James,8,2,63,6.639999999999999,False,1,1,14.3,6.639999999999999
2,234,Robertson,14,2,73,5.764200000000001,False,1,1,10.6,5.764200000000001
3,237,Alexander-Arnold,14,2,84,6.542,False,1,1,38.8,6.542
4,259,Laporte,43,2,59,4.823199999999999,False,1,1,10.3,4.823199999999999
5,22,Saka,3,3,68,5.454,False,1,1,33.0,5.454
6,138,Mount,8,3,76,6.352399999999999,False,1,1,15.0,6.352399999999999
7,141,Havertz,8,3,79,5.696599999999999,False,1,1,8.0,5.696599999999999
8,212,Maddison,13,3,70,5.965199999999999,False,1,1,18.0,5.965199999999999
9,233,Salah,14,3,132,7.9154,True,2,1,57.1,15.8308
10,315,Pukki,45,4,59,4.4672,False,1,1,7.0,4.4672
11,376,Foster,57,1,41,3.9183999999999997,False,0,0,19.0,0.0
12,5,Cédric,3,2,42,3.1984000000000004,False,0,0,0.5,0.0
13,104,Rodriguez,90,4,52,3.363199999999999,False,0,0,2.1,0.0
14,159,Mateta,31,4,53,4.1536,False,0,0,2.6,0.0
