,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,307,Ederson,43,1,54,20,7.391999999999999,False,1,13.5,7.391999999999999
1,302,Stones,43,2,54,20,5.9060000000000015,False,1,2.5,5.9060000000000015
2,308,Aké,43,2,50,20,5.587999999999999,False,1,1.3,5.587999999999999
3,332,Shaw,1,2,51,20,5.2860000000000005,False,1,13.7,5.2860000000000005
4,160,Zaha,31,3,73,20,8.336,False,1,11.8,8.336
5,301,De Bruyne,43,3,125,20,9.503,False,1,36.9,9.503
6,333,Fernandes,1,3,98,20,7.273,False,1,3.3,7.273
7,335,Rashford,1,3,70,20,7.3329999999999975,False,1,39.0,7.3329999999999975
8,428,Son,6,3,116,20,7.7639999999999985,False,1,6.2,7.7639999999999985
9,318,Haaland,43,4,122,20,11.800999999999998,True,2,85.0,23.601999999999997
10,427,Kane,6,4,116,20,8.854,False,1,30.6,8.854
