,code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,started,team_a,team_a_score,team_h,team_h_score,stats,team_h_difficulty,team_a_difficulty,pulse_id
10,2210286,2,False,False,15,2021-08-21T11:30:00Z,0,False,False,5,,11,,[],2,4,66357
11,2210282,2,False,False,11,2021-08-21T14:00:00Z,0,False,False,14,,2,,[],2,3,66353
12,2210284,2,False,False,13,2021-08-21T14:00:00Z,0,False,False,3,,7,,[],2,2,66355
13,2210285,2,False,False,14,2021-08-21T14:00:00Z,0,False,False,8,,10,,[],4,3,66356
14,2210287,2,False,False,16,2021-08-21T14:00:00Z,0,False,False,15,,12,,[],2,5,66358
15,2210283,2,False,False,12,2021-08-21T16:30:00Z,0,False,False,18,,4,,[],2,3,66354
16,2210288,2,False,False,19,2021-08-22T13:00:00Z,0,False,False,13,,16,,[],4,2,66359
17,2210290,2,False,False,17,2021-08-22T13:00:00Z,0,False,False,17,,20,,[],3,3,66361
18,2210281,2,False,False,18,2021-08-22T15:30:00Z,0,False,False,6,,1,,[],4,4,66352
19,2210289,2,False,False,20,2021-08-23T19:00:00Z,0,False,False,9,,19,,[],4,4,66360
20,2210295,3,False,False,24,2021-08-28T11:30:00Z,0,False,False,1,,12,,[],3,5,66366
21,2210291,3,False,False,21,2021-08-28T14:00:00Z,0,False,False,3,,2,,[],2,3,66362
22,2210292,3,False,False,22,2021-08-28T14:00:00Z,0,False,False,8,,4,,[],4,3,66363
23,2210296,3,False,False,25,2021-08-28T14:00:00Z,0,False,False,16,,14,,[],2,2,66367
24,2210297,3,False,False,26,2021-08-28T14:00:00Z,0,False,False,9,,15,,[],4,2,66368
25,2210299,3,False,False,28,2021-08-28T14:00:00Z,0,False,False,7,,19,,[],2,4,66370
26,2210294,3,False,False,23,2021-08-28T16:30:00Z,0,False,False,6,,11,,[],4,4,66365
27,2210293,3,False,False,29,2021-08-29T13:00:00Z,0,False,False,10,,5,,[],3,2,66364
28,2210298,3,False,False,27,2021-08-29T13:00:00Z,0,False,False,18,,17,,[],2,4,66369
29,2210300,3,False,False,30,2021-08-29T15:30:00Z,0,False,False,13,,20,,[],4,3,66371
30,2210304,4,False,False,34,2021-09-11T11:30:00Z,0,False,False,17,,7,,[],3,2,66375
31,2210301,4,False,False,31,2021-09-11T14:00:00Z,0,False,False,15,,1,,[],2,4,66372
32,2210302,4,False,False,32,2021-09-11T14:00:00Z,0,False,False,4,,3,,[],2,2,66373
33,2210307,4,False,False,37,2021-09-11T14:00:00Z,0,False,False,12,,9,,[],4,3,66378
34,2210308,4,False,False,38,2021-09-11T14:00:00Z,0,False,False,14,,13,,[],2,4,66379
35,2210309,4,False,False,39,2021-09-11T14:00:00Z,0,False,False,19,,16,,[],3,2,66380
36,2210310,4,False,False,40,2021-09-11T14:00:00Z,0,False,False,20,,18,,[],2,2,66381
37,2210303,4,False,False,33,2021-09-11T16:30:00Z,0,False,False,2,,6,,[],2,4,66374
38,2210306,4,False,False,36,2021-09-12T15:30:00Z,0,False,False,11,,10,,[],4,3,66377
39,2210305,4,False,False,35,2021-09-13T19:00:00Z,0,False,False,5,,8,,[],2,3,66376
40,2210316,5,False,False,46,2021-09-17T19:00:00Z,0,False,False,10,,14,,[],3,2,66387
41,2210320,5,False,False,50,2021-09-18T11:30:00Z,0,False,False,3,,20,,[],2,3,66391
42,2210313,5,False,False,43,2021-09-18T14:00:00Z,0,False,False,1,,5,,[],3,2,66384
43,2210314,5,False,False,44,2021-09-18T14:00:00Z,0,False,False,7,,11,,[],2,4,66385
44,2210315,5,False,False,45,2021-09-18T14:00:00Z,0,False,False,16,,12,,[],2,5,66386
45,2210317,5,False,False,47,2021-09-18T14:00:00Z,0,False,False,18,,15,,[],2,2,66388
46,2210311,5,False,False,41,2021-09-18T16:30:00Z,0,False,False,8,,2,,[],4,3,66382
47,2210312,5,False,False,42,2021-09-19T13:00:00Z,0,False,False,9,,4,,[],4,3,66383
48,2210319,5,False,False,49,2021-09-19T13:00:00Z,0,False,False,13,,19,,[],4,4,66390
49,2210318,5,False,False,48,2021-09-19T15:30:00Z,0,False,False,6,,17,,[],4,4,66389
50,2210323,6,False,False,53,2021-09-25T11:30:00Z,0,False,False,12,,6,,[],4,4,66394
51,2210325,6,False,False,55,2021-09-25T14:00:00Z,0,False,False,15,,8,,[],2,3,66396
52,2210326,6,False,False,56,2021-09-25T14:00:00Z,0,False,False,19,,10,,[],3,3,66397
53,2210327,6,False,False,57,2021-09-25T14:00:00Z,0,False,False,5,,9,,[],2,3,66398
54,2210328,6,False,False,58,2021-09-25T14:00:00Z,0,False,False,2,,13,,[],2,4,66399
55,2210330,6,False,False,60,2021-09-25T14:00:00Z,0,False,False,14,,18,,[],2,2,66401
56,2210322,6,False,False,52,2021-09-25T16:30:00Z,0,False,False,11,,3,,[],4,2,66393
57,2210329,6,False,False,59,2021-09-26T13:00:00Z,0,False,False,20,,16,,[],2,2,66400
58,2210321,6,False,False,51,2021-09-26T15:30:00Z,0,False,False,17,,1,,[],3,4,66392
59,2210324,6,False,False,54,2021-09-27T19:00:00Z,0,False,False,4,,7,,[],2,2,66395
60,2210337,7,False,False,67,2021-10-02T11:30:00Z,0,False,False,8,,13,,[],4,4,66408
61,2210332,7,False,False,62,2021-10-02T14:00:00Z,0,False,False,15,,5,,[],2,2,66403
62,2210333,7,False,False,63,2021-10-02T14:00:00Z,0,False,False,16,,6,,[],2,4,66404
63,2210335,7,False,False,65,2021-10-02T14:00:00Z,0,False,False,18,,10,,[],2,3,66406
64,2210338,7,False,False,68,2021-10-02T14:00:00Z,0,False,False,2,,17,,[],2,4,66409
65,2210340,7,False,False,70,2021-10-02T14:00:00Z,0,False,False,14,,20,,[],2,3,66411
66,2210331,7,False,False,61,2021-10-02T16:30:00Z,0,False,False,1,,4,,[],3,3,66402
67,2210334,7,False,False,64,2021-10-03T13:00:00Z,0,False,False,9,,7,,[],4,2,66405
68,2210339,7,False,False,69,2021-10-03T13:00:00Z,0,False,False,3,,19,,[],2,4,66410
69,2210336,7,False,False,66,2021-10-03T15:30:00Z,0,False,False,12,,11,,[],4,4,66407
70,2210350,8,False,False,80,2021-10-16T11:30:00Z,0,False,False,11,,18,,[],4,2,66421
71,2210342,8,False,False,72,2021-10-16T14:00:00Z,0,False,False,20,,2,,[],2,3,66413
72,2210345,8,False,False,75,2021-10-16T14:00:00Z,0,False,False,13,,9,,[],4,3,66416
73,2210346,8,False,False,76,2021-10-16T14:00:00Z,0,False,False,5,,12,,[],2,5,66417
74,2210348,8,False,False,78,2021-10-16T14:00:00Z,0,False,False,4,,15,,[],2,2,66419
75,2210349,8,False,False,79,2021-10-16T14:00:00Z,0,False,False,10,,16,,[],3,2,66420
76,2210343,8,False,False,73,2021-10-16T16:30:00Z,0,False,False,6,,3,,[],4,2,66414
77,2210344,8,False,False,74,2021-10-17T13:00:00Z,0,False,False,19,,8,,[],3,3,66415
78,2210347,8,False,False,77,2021-10-17T15:30:00Z,0,False,False,17,,14,,[],3,2,66418
79,2210341,8,False,False,71,2021-10-18T19:00:00Z,0,False,False,7,,1,,[],2,4,66412
80,2210351,9,False,False,81,2021-10-22T19:00:00Z,0,False,False,2,,1,,[],2,4,66422
81,2210354,9,False,False,84,2021-10-23T11:30:00Z,0,False,False,15,,6,,[],2,4,66425
82,2210355,9,False,False,85,2021-10-23T14:00:00Z,0,False,False,14,,7,,[],2,2,66426
83,2210356,9,False,False,86,2021-10-23T14:00:00Z,0,False,False,18,,8,,[],2,3,66427
84,2210357,9,False,False,87,2021-10-23T14:00:00Z,0,False,False,20,,10,,[],2,3,66428
85,2210359,9,False,False,89,2021-10-23T14:00:00Z,0,False,False,5,,16,,[],2,2,66430
86,2210353,9,False,False,83,2021-10-23T16:30:00Z,0,False,False,12,,4,,[],4,3,66424
87,2210352,9,False,False,82,2021-10-24T13:00:00Z,0,False,False,9,,3,,[],4,2,66423
88,2210360,9,False,False,90,2021-10-24T13:00:00Z,0,False,False,17,,19,,[],3,4,66431
89,2210358,9,False,False,88,2021-10-24T15:30:00Z,0,False,False,11,,13,,[],4,4,66429
90,2210363,10,False,False,93,2021-10-30T11:30:00Z,0,False,False,1,,9,,[],3,3,66434
91,2210362,10,False,False,92,2021-10-30T14:00:00Z,0,False,False,3,,5,,[],2,2,66433
92,2210364,10,False,False,94,2021-10-30T14:00:00Z,0,False,False,4,,11,,[],2,4,66435
93,2210365,10,False,False,95,2021-10-30T14:00:00Z,0,False,False,7,,12,,[],2,5,66436
94,2210366,10,False,False,96,2021-10-30T14:00:00Z,0,False,False,6,,14,,[],4,2,66437
95,2210369,10,False,False,99,2021-10-30T14:00:00Z,0,False,False,16,,18,,[],2,2,66440
96,2210368,10,False,False,98,2021-10-30T16:30:00Z,0,False,False,13,,17,,[],4,4,66439
97,2210367,10,False,False,97,2021-10-31T14:00:00Z,0,False,False,10,,15,,[],3,2,66438
98,2210361,10,False,False,91,2021-10-31T16:30:00Z,0,False,False,19,,2,,[],3,3,66432
99,2210370,10,False,False,100,2021-11-01T20:00:00Z,0,False,False,8,,20,,[],4,3,66441
100,2210371,11,False,False,101,2021-11-06T15:00:00Z,0,False,False,18,,1,,[],2,4,66442
101,2210372,11,False,False,102,2021-11-06T15:00:00Z,0,False,False,15,,3,,[],2,2,66443
102,2210373,11,False,False,103,2021-11-06T15:00:00Z,0,False,False,14,,4,,[],2,3,66444
103,2210374,11,False,False,104,2021-11-06T15:00:00Z,0,False,False,5,,6,,[],2,4,66445
104,2210375,11,False,False,105,2021-11-06T15:00:00Z,0,False,False,20,,7,,[],2,2,66446
105,2210376,11,False,False,106,2021-11-06T15:00:00Z,0,False,False,17,,8,,[],3,3,66447
106,2210377,11,False,False,107,2021-11-06T15:00:00Z,0,False,False,9,,10,,[],4,3,66448
107,2210378,11,False,False,108,2021-11-06T15:00:00Z,0,False,False,12,,13,,[],4,4,66449
108,2210379,11,False,False,109,2021-11-06T15:00:00Z,0,False,False,2,,16,,[],2,2,66450
109,2210380,11,False,False,110,2021-11-06T15:00:00Z,0,False,False,11,,19,,[],4,4,66451
110,2210381,12,False,False,111,2021-11-20T15:00:00Z,0,False,False,4,,2,,[],2,3,66452
111,2210382,12,False,False,112,2021-11-20T15:00:00Z,0,False,False,7,,5,,[],2,2,66453
112,2210383,12,False,False,113,2021-11-20T15:00:00Z,0,False,False,6,,9,,[],4,3,66454
113,2210384,12,False,False,114,2021-11-20T15:00:00Z,0,False,False,1,,11,,[],3,4,66455
114,2210385,12,False,False,115,2021-11-20T15:00:00Z,0,False,False,8,,12,,[],4,5,66456
115,2210386,12,False,False,116,2021-11-20T15:00:00Z,0,False,False,3,,14,,[],2,2,66457
116,2210387,12,False,False,117,2021-11-20T15:00:00Z,0,False,False,16,,15,,[],2,2,66458
117,2210388,12,False,False,118,2021-11-20T15:00:00Z,0,False,False,10,,17,,[],3,4,66459
118,2210389,12,False,False,119,2021-11-20T15:00:00Z,0,False,False,13,,18,,[],4,2,66460
119,2210390,12,False,False,120,2021-11-20T15:00:00Z,0,False,False,19,,20,,[],3,3,66461
120,2210391,13,False,False,121,2021-11-27T15:00:00Z,0,False,False,14,,1,,[],2,4,66462
121,2210392,13,False,False,122,2021-11-27T15:00:00Z,0,False,False,8,,3,,[],4,2,66463
122,2210393,13,False,False,123,2021-11-27T15:00:00Z,0,False,False,10,,4,,[],3,3,66464
123,2210394,13,False,False,124,2021-11-27T15:00:00Z,0,False,False,17,,5,,[],3,2,66465
124,2210395,13,False,False,125,2021-11-27T15:00:00Z,0,False,False,13,,6,,[],4,4,66466
125,2210396,13,False,False,126,2021-11-27T15:00:00Z,0,False,False,2,,7,,[],2,2,66467
126,2210397,13,False,False,127,2021-11-27T15:00:00Z,0,False,False,18,,9,,[],2,3,66468
127,2210398,13,False,False,128,2021-11-27T15:00:00Z,0,False,False,16,,11,,[],2,4,66469
128,2210399,13,False,False,129,2021-11-27T15:00:00Z,0,False,False,19,,12,,[],3,5,66470
129,2210400,13,False,False,130,2021-11-27T15:00:00Z,0,False,False,20,,15,,[],2,2,66471
130,2210401,14,False,False,131,2021-11-30T19:45:00Z,0,False,False,12,,2,,[],4,3,66472
131,2210402,14,False,False,132,2021-11-30T19:45:00Z,0,False,False,11,,8,,[],4,3,66473
132,2210403,14,False,False,133,2021-11-30T19:45:00Z,0,False,False,7,,10,,[],2,3,66474
133,2210405,14,False,False,135,2021-11-30T19:45:00Z,0,False,False,6,,18,,[],4,2,66476
134,2210406,14,False,False,136,2021-11-30T19:45:00Z,0,False,False,4,,19,,[],2,4,66477
135,2210407,14,False,False,137,2021-11-30T19:45:00Z,0,False,False,5,,20,,[],2,3,66478
136,2210404,14,False,False,134,2021-11-30T20:00:00Z,0,False,False,1,,13,,[],3,4,66475
137,2210408,14,False,False,138,2021-12-01T19:45:00Z,0,False,False,15,,14,,[],2,2,66479
138,2210409,14,False,False,139,2021-12-01T19:45:00Z,0,False,False,9,,16,,[],4,2,66480
139,2210410,14,False,False,140,2021-12-01T19:45:00Z,0,False,False,3,,17,,[],2,4,66481
140,2210411,15,False,False,141,2021-12-04T15:00:00Z,0,False,False,9,,2,,[],4,3,66482
141,2210412,15,False,False,142,2021-12-04T15:00:00Z,0,False,False,1,,8,,[],3,3,66483
142,2210413,15,False,False,143,2021-12-04T15:00:00Z,0,False,False,3,,10,,[],2,3,66484
143,2210414,15,False,False,144,2021-12-04T15:00:00Z,0,False,False,7,,13,,[],2,4,66485
144,2210415,15,False,False,145,2021-12-04T15:00:00Z,0,False,False,5,,14,,[],2,2,66486
145,2210416,15,False,False,146,2021-12-04T15:00:00Z,0,False,False,4,,16,,[],2,2,66487
146,2210417,15,False,False,147,2021-12-04T15:00:00Z,0,False,False,15,,17,,[],2,4,66488
147,2210418,15,False,False,148,2021-12-04T15:00:00Z,0,False,False,12,,18,,[],4,2,66489
148,2210419,15,False,False,149,2021-12-04T15:00:00Z,0,False,False,6,,19,,[],4,4,66490
149,2210420,15,False,False,150,2021-12-04T15:00:00Z,0,False,False,11,,20,,[],4,3,66491
150,2210421,16,False,False,151,2021-12-11T15:00:00Z,0,False,False,16,,1,,[],2,4,66492
151,2210422,16,False,False,152,2021-12-11T15:00:00Z,0,False,False,18,,3,,[],2,2,66493
152,2210423,16,False,False,153,2021-12-11T15:00:00Z,0,False,False,17,,4,,[],3,3,66494
153,2210424,16,False,False,154,2021-12-11T15:00:00Z,0,False,False,19,,5,,[],3,2,66495
154,2210425,16,False,False,155,2021-12-11T15:00:00Z,0,False,False,10,,6,,[],3,4,66496
155,2210426,16,False,False,156,2021-12-11T15:00:00Z,0,False,False,8,,7,,[],4,2,66497
156,2210427,16,False,False,157,2021-12-11T15:00:00Z,0,False,False,14,,9,,[],2,3,66498
157,2210428,16,False,False,158,2021-12-11T15:00:00Z,0,False,False,2,,11,,[],2,4,66499
158,2210429,16,False,False,159,2021-12-11T15:00:00Z,0,False,False,20,,12,,[],2,5,66500
159,2210430,16,False,False,160,2021-12-11T15:00:00Z,0,False,False,13,,15,,[],4,2,66501
160,2210431,17,False,False,161,2021-12-14T19:45:00Z,0,False,False,19,,1,,[],3,4,66502
