,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1750.0,1786.84,1837.88,1841.26,-100.34,458908,38703,1548,238,7.2%
1,FplSimpson,1805.0,1828.51,1885.54,1873.33,-85.78,180546,7738,38,1,10.7%
2,FplStatsdan,1747.0,1776.9,1811.85,1798.89,-76.8,480514,50884,8896,5018,13.9%
3,FF_Trout,1821.0,1841.38,1871.01,1867.1,-66.74,128831,4281,90,37,17.4%
4,dilksybab,1840.0,1886.75,1901.94,1867.04,-72.62,82810,352,1,37,15.6%
5,theFPLkiwi,1686.0,1762.97,1838.98,1818.06,-149.25,990695,77522,1438,1776,1%
6,jameso_12,1736.0,1721.51,1806.66,1775.51,-60.54,558905,200645,12186,18992,19.5%
7,api_kakayou,1878.0,1788.85,1802.85,1791.69,55.97,29020,36311,14773,7979,81.1%
8,usafpl,1722.0,1706.52,1761.0,1733.69,-39.88,667585,273548,79564,93270,29.1%
9,CazzaFPL,1888.0,1837.05,1895.94,1861.44,-4.96,21201,5320,1,44,47.4%
10,PlanetosFPL,1792.0,1825.51,1880.9,1857.37,-90.78,231725,8870,56,66,9.6%
11,analytic_fpl,1837.0,1792.75,1813.93,1803.97,5.74,89503,31656,7784,3764,53.6%
12,rogue_wee,1771.0,1801.07,1839.46,1812.32,-74.47,333386,23658,1397,2504,15%
13,mtthwmn,1812.0,1817.75,1864.11,1853.12,-61.14,156661,12337,371,78,19.2%
14,cmusson32,1772.0,1805.13,1829.86,1839.88,-80.9,327724,20576,2660,245,12.3%
15,FPLstudent2,1812.0,1869.85,1843.32,1865.98,-74.87,156866,1026,1115,40,14.9%
16,peterhandleson,1644.0,1688.45,1734.89,1726.86,-100.9,1435933,370799,168853,116512,7%
17,chrishp,1856.0,1835.68,1830.59,1823.34,-1.14,55103,5685,2603,1066,50.1%
18,plfantasy,1842.0,1767.5,1756.67,1740.96,59.86,80341,68064,89582,73112,82.8%
19,FPLmeta,1836.0,1817.51,1851.02,1843.46,-29.28,90986,12628,795,195,33.9%
20,FplAuto,1787.0,1813.0,1826.54,1790.86,-50.48,254754,15050,3251,8394,24.5%
21,NourEldin_z3r0,1893.0,1853.86,1821.95,1805.85,39.06,18070,2225,4684,3348,72.8%
22,UkendtPerson45,1822.0,1866.35,1854.93,1839.89,-58.81,127137,1181,512,245,20.5%
23,MikkelTokvam,1837.0,1870.26,1850.64,1835.4,-42.04,89372,1004,816,552,28%
24,Klaudioz,1835.0,1728.95,1690.21,1676.25,109.92,95083,171680,437275,387763,96%
25,FantasianPL,1687.0,1775.3,1768.64,1757.38,-107.31,979562,53138,62364,40378,5.5%
26,rama96ab,1813.0,1839.12,1842.86,1832.51,-52.56,153728,4704,1148,776,23.5%
27,FPL_LFE,1863.0,1791.54,1752.44,1731.04,78.12,45761,33060,104725,103434,88.9%
28,_jtreble,1855.0,1839.6,1823.74,1797.22,7.9,56677,4602,4257,5548,54.8%
