,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
29,DanielSaetre,1839.0,1806.78,1830.43,1812.35,-5.2,85717,19382,2607,2504,47.3%
30,FBinary01,1901.0,1790.13,1791.51,1773.92,88.53,13646,34328,24927,20101,92.1%
31,FPL_Data,1728.0,1757.76,1763.5,1768.63,-62.86,620719,88460,73348,24757,18.8%
32,FPL_ElStatto,1752.0,1701.78,1748.61,1732.07,-3.59,447506,293969,117074,99168,48.3%
33,FplSigurd,1853.0,1884.27,1881.49,1862.24,-50.2,59610,420,56,41,24.6%
34,JoeBopara,1736.0,1773.1,1814.33,1785.49,-82.87,559233,56794,7548,10967,11.6%
35,dLincolnlawyer,1832.0,1864.55,1841.57,1832.86,-41.27,101193,1307,1234,775,28.3%
36,FPL_Statoholic,1872.0,1756.61,1821.68,1824.33,42.54,34982,90438,4742,1045,74.4%
37,FplAmateur,1881.0,1778.09,1764.38,1751.47,89.29,26224,49305,71430,50381,92.2%
38,wolacola,1850.0,1845.22,1859.9,1857.92,-32.01,64776,3537,439,66,32.6%
39,Hashtag_MEGA,1809.0,1843.37,1882.68,1881.57,-88.31,166064,3829,53,1,10.2%
40,dav_fifa,1819.0,1684.89,1667.2,1649.82,124.74,136708,399547,641166,608355,97.9%
41,MaulanaRiandi,1888.0,1862.83,1814.67,1790.82,38.87,21082,1411,7374,8409,72.6%
42,Rak464,1811.0,1742.16,1792.84,1775.02,12.84,161453,127625,23309,19364,57.6%
43,ArneBarsnes,1922.0,1841.76,1854.02,1839.44,49.42,6045,4194,543,251,77.9%
44,FPL_PapaSmurf,1816.0,1708.81,1721.84,1715.67,72.96,145200,261047,233523,158725,87.6%
45,gezza96,1890.0,1843.86,1804.47,1790.64,50.41,20036,3762,13238,8467,78.3%
46,Raghy78d,1934.0,1870.53,1879.87,1853.19,38.79,3677,989,56,75,72.6%
47,pdhFPL,1797.0,1874.42,1852.81,1863.62,-93.75,210866,820,586,41,8.9%
48,NeilRankinZA,1768.0,1696.03,1707.31,1715.43,34.05,350266,325439,315005,159595,69.9%
49,EuanThompson,1939.0,1909.41,1894.64,1883.96,15.93,3012,89,16,1,59.4%
50,FPLrookie1,1810.0,1819.52,1816.23,1786.35,-24.47,164714,11477,6581,10701,36.4%
51,FplBudget,1882.0,1755.72,1786.55,1780.53,79.82,25911,91900,29984,15005,89.4%
52,FF_Vader,1855.0,1812.49,1849.3,1819.66,0.04,56850,15258,850,1645,50.7%
53,alasdairtweets,1909.0,1841.83,1850.68,1825.71,42.24,10275,4187,816,937,74.3%
54,fpl_analytic,1760.0,1699.78,1746.48,1740.57,2.87,398195,306164,125073,74214,51.9%
55,stephendeyoung,1754.0,1719.63,1721.4,1704.2,11.63,435384,210050,236442,212122,56.8%
56,James_Ingram15,1790.0,1825.54,1851.4,1836.91,-75.7,240355,8845,761,322,14.3%
57,FPL_Kid,1847.0,1791.49,1763.82,1762.06,47.63,70241,33075,72534,32750,77.2%
58,fpl_jan,1968.0,1929.83,1865.24,1833.42,65.84,779,9,183,604,85.2%
59,FPL_Mezzala,1885.0,1903.28,1873.76,1860.05,-20.81,23417,105,81,60,38.5%
60,morstats,1814.0,1784.93,1741.04,1724.36,37.39,149783,40757,145796,124791,71.7%
61,FplOpinion,1816.0,1785.12,1830.45,1827.13,-26.42,144914,40627,2607,871,35.4%
62,_NeilFPL,1874.0,1841.5,1846.81,1836.01,5.14,32993,4276,984,521,53.1%
63,UnderstandingF8,1765.0,1658.81,1673.44,1652.52,75.92,370084,584329,576656,585543,88.4%
64,EejRoberts,1785.0,1827.69,1846.11,1834.93,-78.89,262128,7935,994,571,13.1%
65,FPL_Gents,1805.0,1776.52,1818.11,1794.44,-19.3,182723,51535,5926,6347,39.2%
66,FPLHaggis,1829.0,1813.31,1787.28,1770.06,11.97,108880,14943,29018,22972,57%
67,Jumpthewave,1851.0,1832.42,1819.53,1797.16,7.64,63467,6445,5402,5550,54.6%
68,DarraghNoonan,1878.0,1856.4,1840.0,1827.67,9.62,28968,1977,1353,852,55.8%
69,FPL_Chase,1865.0,1825.13,1862.49,1844.81,-7.07,42664,9005,397,136,46.4%
70,jonwalker88,1769.0,1819.17,1872.2,1868.26,-112.53,343458,11611,84,22,4.9%
71,TomDavies_17,1900.0,1849.87,1836.13,1825.62,35.71,14193,2718,1730,937,70.7%
72,FodWeTrust,1766.0,1773.86,1830.0,1814.09,-68.25,361860,55495,2650,2260,16.7%
73,FplPass,1881.0,1795.89,1750.81,1746.33,90.07,26503,28330,110461,61223,92.3%
74,prparsons,1837.0,1829.9,1814.31,1788.31,-0.76,90121,7162,7566,9619,50.3%
75,FplJeb,1742.0,1724.07,1847.81,1824.76,-86.28,515479,190528,943,987,10.6%
76,JosesBusDrivers,1695.0,1805.88,1857.81,1861.55,-175.12,903214,20052,477,44,0.2%
77,hidethecactus,1867.0,1794.89,1772.68,1760.09,64.2,41105,29713,53849,35238,84.4%
78,tweetsofagooner,1675.0,1661.24,1737.77,1736.52,-65.6,1100000,566446,157922,84741,17.8%
79,FplRafiki,1857.0,1745.91,1738.18,1732.02,91.07,54128,117696,156525,99210,92.4%
80,FPL_Audit,1892.0,1790.7,1817.68,1790.23,64.81,18631,33809,6001,8556,84.6%
81,DaveCZfpl,1737.0,1703.95,1783.19,1775.84,-46.08,552510,284315,35125,18872,26.3%
82,PaulGiurculet,1970.0,1825.0,1764.14,1749.04,164.39,724,9083,72038,55497,99.7%
83,k_rybaczuk,1787.0,1761.55,1804.82,1767.34,-18.76,253476,80749,12905,25594,39.5%
84,CoalportGlen,1937.0,1904.19,1869.38,1841.0,38.92,3264,105,126,238,72.6%
