,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,425,Lloris,6,1,55,20,5.505,False,1,1,4.5,5.505
1,85,Henry,94,2,45,20,3.861,False,1,1,1.0,3.861
2,358,Burn,4,2,45,20,3.9619999999999997,False,1,1,2.1,3.9619999999999997
3,366,Schär,4,2,50,20,3.929,False,1,1,12.5,3.929
4,533,Martínez,1,2,45,20,3.913,False,1,1,5.7,3.913
5,89,Wissa,94,3,53,20,4.97,False,1,1,0.2,4.97
6,225,Rodrigo,2,3,63,20,5.706,False,1,1,6.6,5.706
7,335,Rashford,1,3,70,20,5.66,False,1,1,37.3,5.66
8,318,Haaland,43,4,122,20,10.085,True,2,1,84.9,20.17
9,345,Martial,1,4,66,20,5.888999999999999,False,1,1,4.7,5.888999999999999
10,427,Kane,6,4,116,20,7.291,False,1,1,29.1,7.291
11,307,Ederson,43,1,54,20,6.367999999999999,False,0,0,13.4,0.0
12,526,Mee,94,2,46,20,4.25,False,0,0,6.2,0.0
13,45,Bailey,7,3,45,20,3.6710000000000003,False,0,0,4.0,0.0
14,301,De Bruyne,43,3,125,20,8.251999999999999,False,0,0,36.7,0.0
