,player_id,web_name,team_code,element_type,now_cost,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,2,Leno,54,1,46,3.9113999999999995,False,1,1,3.4,3.9113999999999995
1,284,Robertson,14,2,68,4.6942,False,1,1,5.8,4.6942
2,285,Alexander-Arnold,14,2,73,5.318599999999999,False,1,1,17.7,5.318599999999999
3,733,Pedro Porro,6,2,48,3.5896,False,1,1,0.7,3.5896
4,13,Saka,3,3,86,5.176799999999999,False,1,1,40.9,5.176799999999999
5,107,March,36,3,52,4.507,False,1,1,11.0,4.507
6,124,Mitoma,36,3,56,4.3426,False,1,1,27.2,4.3426
7,283,Salah,14,3,128,7.0104,True,2,1,26.3,14.0208
8,346,Andreas,54,3,43,4.0978,False,1,1,13.2,4.0978
9,318,Haaland,43,4,122,6.9104,False,1,1,77.2,6.9104
10,427,Kane,6,4,117,5.281000000000001,False,1,1,39.8,5.281000000000001
11,102,Steele,36,1,39,3.6852000000000005,False,0,0,3.0,0.0
12,180,Keane,11,2,42,2.6920000000000006,False,0,0,0.4,0.0
13,463,Coufal,21,2,40,2.2604,False,0,0,0.6,0.0
14,237,Greenwood,2,4,40,0.7878000000000001,False,0,0,9.5,0.0
