,player_id,web_name,team_code,element_type,now_cost,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,307,Ederson,43,1,54,4.8492,False,1,1,13.9,4.8492
1,16,Gabriel,3,2,52,4.4792000000000005,False,1,1,13.7,4.4792000000000005
2,284,Robertson,14,2,68,4.154,False,1,1,5.2,4.154
3,285,Alexander-Arnold,14,2,73,4.5406,False,1,1,17.4,4.5406
4,7,Ødegaard,3,3,68,5.0725999999999996,False,1,1,29.1,5.0725999999999996
5,225,Rodrigo,2,3,64,3.9948,False,1,1,7.8,3.9948
6,283,Salah,14,3,128,6.0488,False,1,1,28.1,6.0488
7,335,Rashford,1,3,71,4.423599999999999,False,1,1,45.8,4.423599999999999
8,11,Nketiah,3,4,66,5.228,False,1,1,3.4,5.228
9,210,Mitrović,54,4,71,4.1842,False,1,1,31.5,4.1842
10,318,Haaland,43,4,122,7.328200000000001,True,2,1,85.1,14.656400000000001
11,518,Hennessey,17,1,39,3.0904,False,0,0,1.6,0.0
12,558,Bueno,39,2,39,2.2020000000000004,False,0,0,6.3,0.0
13,573,Lewis,43,2,39,3.202799999999999,False,0,0,1.0,0.0
14,45,Bailey,7,3,45,3.4032000000000004,False,0,0,4.1,0.0
