,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
145,True,True,100.0,100.0,444765,0,0,1,-1,1,2,1.2,1.2,1,Sepp,1.2,338,False,,2024-12-19T00:30:07.020968Z,41,444765.jpg,1.8,False,van den Berg,2.7,False,,a,4,94,36,619033,4068,391105,1947,0.3,8.8,Van den Berg,152.0,2024-08-22,False,p444765,1697,0,1,2,37,0,0,0,1,0,0,1,135,384.0,76.4,136.0,59.7,19,0.80,0.44,1.24,32.91,0,0,0,0,0,0,0,104,38,266,75,170,32,166,48,,,,,,,0.04,0.0,0.02,0.06,1.75,1.96,607,158,246,69,298,96,115,45,1.01,0.11
146,True,False,0.0,,591357,0,0,-1,1,0,3,0.0,0.0,0,Ryan,0.0,602,False,Loaned to Exeter City,2025-02-03T18:30:41.509945Z,44,591357.jpg,1.0,False,Trevitt,0.1,False,,u,4,94,1,9155,44,8695,76,0.0,0.2,Trevitt,241.0,2024-01-08,False,p591357,3,0,0,0,0,0,0,0,0,0,0,0,5,2.6,0.1,0.0,0.3,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,493,231,485,241,615,244,503,236,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,538,323,577,210,447,203,515,191,0.0,0.0
147,True,True,0.0,0.0,626464,0,0,-1,1,0,3,0.0,0.0,0,Gustavo,0.0,634,False,Back injury - Unknown return date,2024-09-12T15:00:06.996116Z,49,626464.jpg,0.0,False,Nunes Fernandes Gomes,0.0,False,,i,4,94,0,425,2,476,0,0.0,0.0,G.Nunes,30.0,2024-08-28,False,p626464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,737,315,733,315,725,312,737,315,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,283,182,704,297,737,315,742,317,0.0,0.0
148,True,False,0.0,0.0,499717,0,0,0,0,0,2,0.0,0.0,0,Jayden,0.0,649,False,Loaned to Preston North End,2025-01-17T12:25:36.920912Z,40,499717.jpg,1.0,False,Meghoma,0.0,False,,u,4,94,1,5922,0,5387,56,0.0,0.2,Meghoma,241.0,2024-08-30,False,p499717,4,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,0,0.00,0.00,0.00,0.14,0,0,0,0,0,0,0,508,181,469,172,526,191,507,179,,,,,,,0.0,0.0,0.0,0.0,3.15,0.0,657,190,480,165,422,144,556,193,0.0,0.0
149,True,False,0.0,0.0,592662,0,0,0,0,0,3,0.0,0.0,0,Tony,0.0,661,False,Loaned to Exeter City,2025-01-24T10:48:13.441165Z,45,592662.jpg,0.0,False,Yogane,0.0,False,,u,4,94,0,2806,0,2399,21,0.0,0.0,Yogane,241.0,2024-07-19,False,p592662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,716,303,710,303,695,297,715,302,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,466,295,659,268,719,304,677,282,0.0,0.0
150,True,True,,,220695,0,0,0,0,0,3,0.0,0.0,0,Paris,0.0,674,False,,,45,220695.jpg,1.0,False,Maghoma,0.0,False,,a,4,94,5,1468,43,922,36,0.0,1.1,Maghoma,241.0,2020-08-01,False,p220695,74,0,0,0,0,0,0,0,0,0,0,0,20,15.4,4.2,4.0,2.3,0,0.00,0.03,0.03,0.85,0,0,0,0,0,0,0,447,207,433,221,414,217,459,217,,,,,,,0.0,0.0,0.04,0.04,1.03,0.0,373,232,592,215,450,205,691,290,0.0,0.0
151,True,True,,,622536,0,0,0,0,0,2,0.0,0.0,0,Benjamin,0.0,705,False,,,40,622536.jpg,0.0,False,Arthur,0.0,False,,a,4,94,0,1772,101,766,51,0.0,0.0,Arthur,241.0,2024-03-08,False,p622536,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,614,232,597,230,563,222,614,232,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,700,227,518,197,621,231,657,223,0.0,0.0
152,True,True,,,100042830,0,0,0,0,0,5,4.0,4.0,0,Thomas,4.0,752,False,,,8,100042830.jpg,0.0,False,Frank,1.4,False,,a,4,94,8,1114,606,1753,945,5.0,10.0,Frank,58.0,2018-10-16,False,man42831,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,1,0,1,0,0,0,2,519,8,495,8,451,8,519,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,754,13,59,17,526,8,387,8,0.0,0.0
153,True,True,,,607464,0,0,0,0,0,2,2.1,2.1,1,Michael,1.0,757,False,,,45,607464.jpg,1.0,False,Kayode,0.0,False,,a,4,94,1,206,134,18,15,0.2,0.2,Kayode,106.0,2025-01-24,False,p607464,14,0,0,0,1,0,0,0,0,0,0,0,1,5.4,24.3,2.0,3.2,0,0.00,0.06,0.06,0.10,0,0,0,0,0,0,0,476,167,364,122,436,158,448,154,,,,,,,0.0,0.0,0.39,0.39,0.64,6.43,471,77,274,80,462,163,738,249,0.0,0.0
154,True,True,,,535017,0,0,0,0,0,1,1.3,1.3,0,Julian,0.0,759,False,,,40,535017.jpg,0.0,False,Eyestone,0.0,False,,a,4,94,0,20,20,1,1,0.0,0.0,Eyestone,229.0,2024-08-08,False,p535017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,589,68,572,50,537,36,589,68,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,671,59,491,61,596,68,758,78,0.0,0.0
155,True,True,100.0,100.0,535818,-1,1,-4,4,0,3,0.5,0.5,1,Simon,1.0,113,False,,2024-09-29T22:30:06.392264Z,51,535818.jpg,2.2,False,Adingra,0.3,False,,a,5,36,35,115429,84,151746,311,0.2,6.9,Adingra,54.0,2022-06-24,False,p535818,590,2,1,1,13,0,0,0,0,0,0,0,115,137.6,110.2,157.0,40.4,6,1.43,1.43,2.86,11.19,0,0,0,0,0,0,0,289,127,223,140,147,92,242,124,,,,,,,0.22,0.0,0.22,0.44,1.71,1.98,187,114,287,138,248,109,311,97,0.92,0.15
156,True,False,0.0,0.0,475480,0,0,0,0,0,3,0.0,0.0,0,Benicio,0.0,114,False,Loaned to Port Vale,2024-08-10T12:17:28.055765Z,45,475480.jpg,0.0,False,Baker-Boaitey,0.0,False,,u,5,36,0,0,0,523,1,0.0,0.0,Baker-Boaitey,,,False,p475480,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,669,268,664,269,645,261,669,268,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,399,248,610,230,674,269,749,323,0.0,0.0
157,True,True,75.0,100.0,535301,0,0,0,0,1,3,0.5,0.7,0,Carlos,1.2,115,False,Muscle injury - 75% chance of playing,2025-02-01T22:30:07.945590Z,50,535301.jpg,2.5,False,Baleba,0.2,False,,d,5,36,50,61000,34,54179,580,0.2,10.0,Baleba,38.0,2023-08-29,False,p535301,1520,2,1,5,21,0,0,0,5,1,0,4,270,298.0,217.0,119.0,63.5,18,1.29,0.59,1.88,22.43,0,0,0,0,0,0,0,157,61,127,89,185,112,152,87,,,,,,,0.08,0.0,0.03,0.11,1.33,1.24,229,145,256,121,193,81,399,136,1.07,0.3
158,True,False,0.0,0.0,543158,0,0,0,0,0,2,0.0,0.0,0,Valentín,0.0,116,False,Loaned to Sevilla,2024-08-23T23:00:06.122778Z,40,543158.jpg,0.0,False,Barco,2.2,False,,u,5,36,0,34254,0,1983014,741,0.0,0.0,Barco,,,False,p543158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,592,214,575,212,540,203,592,214,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,675,206,494,177,599,213,129,48,0.0,0.0
159,True,False,0.0,0.0,519324,0,0,0,0,0,3,0.0,0.0,0,Amario,0.0,118,False,Loaned to Blackburn Rovers,2024-08-31T06:29:40.845798Z,45,519324.jpg,0.0,False,Cozier-Duberry,0.0,False,,u,5,36,0,1560,0,13586,11,0.0,0.0,Cozier-Duberry,,,False,p519324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,685,281,680,282,663,274,685,281,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,431,270,628,245,689,282,610,241,0.0,0.0
160,True,False,0.0,0.0,168090,0,0,-1,1,0,3,0.0,0.0,0,Mahmoud,0.0,119,False,Transferred to Eintracht Frankfurt,2024-08-31T06:30:37.645175Z,49,168090.jpg,0.0,False,Dahoud,0.0,False,,u,5,36,0,380,0,2967,0,0.0,0.0,Dahoud,,,False,p168090,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,730,311,727,312,717,307,730,311,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,248,157,691,288,731,312,685,286,0.0,0.0
161,True,True,100.0,100.0,83299,0,0,-3,3,0,2,0.0,0.0,-3,Lewis,0.5,120,False,,2025-01-24T00:00:09.589300Z,42,83299.jpg,2.0,False,Dunk,3.1,False,,a,5,36,38,727857,1256,894690,3780,0.1,9.0,Dunk,241.0,2009-07-01,False,p83299,1560,0,1,4,30,1,0,0,4,0,0,0,188,332.2,100.8,79.0,51.2,17,0.69,0.64,1.33,27.48,0,0,0,0,0,0,0,133,49,236,63,232,63,204,61,,,4.0,,,,0.04,0.0,0.04,0.08,1.59,1.73,581,138,329,93,268,86,104,40,0.98,0.23
162,True,True,25.0,25.0,204214,-1,1,-1,1,1,2,0.6,0.6,0,Pervis,2.8,122,False,Muscle injury - 25% chance of playing,2025-01-26T12:00:08.902967Z,49,204214.jpg,2.2,False,Estupiñán,1.0,False,,d,5,36,39,380470,27,309527,8650,0.6,8.0,Estupiñan,62.0,2022-07-16,False,p204214,1415,0,1,2,24,0,0,0,3,0,0,6,202,294.2,384.1,90.0,77.0,15,0.50,1.65,2.15,24.29,0,0,0,0,0,0,0,160,60,55,10,216,55,114,24,2.0,,2.0,,,,0.03,0.0,0.1,0.13,1.54,1.53,256,28,126,33,240,76,205,80,0.95,0.13
163,True,True,100.0,75.0,487117,0,0,0,0,0,4,-0.3,-0.2,1,Evan,0.2,123,False,,2024-12-31T16:00:06.783068Z,55,487117.jpg,1.5,False,Ferguson,0.2,False,,a,5,36,20,67204,1527,66447,233,0.0,3.6,Ferguson,104.0,2021-08-23,False,p487117,234,1,0,1,7,0,0,0,0,0,0,2,69,58.6,36.0,59.0,15.0,2,0.57,0.40,0.97,5.06,0,0,0,0,0,0,0,374,39,333,39,263,40,366,39,,,5.0,,,,0.22,0.0,0.15,0.37,1.95,2.69,118,35,409,44,352,39,349,55,0.77,0.38
164,True,False,0.0,0.0,243568,0,0,0,0,0,3,0.0,0.0,0,Billy,0.0,124,False,Transferred to Napoli,2024-08-31T06:42:09.507349Z,50,243568.jpg,1.5,False,Gilmour,0.0,False,,u,5,36,3,2640,0,16558,5,0.0,0.6,Gilmour,,,False,p243568,97,0,0,0,1,0,0,0,0,0,0,0,21,11.4,11.9,2.0,2.5,1,0.08,0.04,0.12,1.32,0,0,0,0,0,0,0,457,212,401,213,438,228,456,216,,,,,,,0.07,0.0,0.04,0.11,1.22,0.93,209,130,709,302,350,163,579,226,0.93,0.0
165,True,False,0.0,0.0,60307,0,0,0,0,0,3,0.0,0.0,0,Pascal,0.0,125,False,Permanent transfer to Borussia Dortmund,2024-08-02T13:11:40.837259Z,65,60307.jpg,0.0,False,Groß,0.0,False,,u,5,36,0,0,0,8228,2,0.0,0.0,Gross,,,False,p60307,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,758,328,758,328,758,328,758,328,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,41,21,750,325,758,328,621,251,0.0,0.0
166,True,True,100.0,100.0,532529,0,0,-1,1,1,3,-0.3,-0.3,0,Jack,0.2,126,False,,2024-11-10T01:30:07.476316Z,49,532529.jpg,2.4,False,Hinshelwood,0.0,False,,a,5,36,29,23561,19,24705,23,0.0,5.9,Hinshelwood,241.0,2022-12-30,False,p532529,899,1,0,3,16,0,0,0,3,0,0,3,136,123.4,116.9,83.0,32.5,11,0.79,0.74,1.53,17.88,0,0,0,0,0,0,0,305,137,214,134,225,127,276,138,,,,,,,0.08,0.0,0.07,0.15,1.79,1.6,279,181,404,187,211,91,541,205,1.1,0.3
167,True,False,0.0,0.0,612855,0,0,0,0,0,3,0.0,0.0,0,Ibrahim,0.0,127,False,Loaned to Feyenoord,2024-08-16T11:54:28.483822Z,50,612855.jpg,0.0,False,Osman,0.0,False,,u,5,36,0,0,0,1149,0,0.0,0.0,I.Osman,,,False,p612855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,749,323,747,323,742,321,749,323,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,236,150,721,308,749,323,737,313,0.0,0.0
168,True,True,0.0,0.0,223434,0,0,-2,2,0,2,0.0,0.0,0,Igor Julio,0.0,128,False,Hamstring injury - Expected back 01 Jun,2025-01-04T22:00:07.109334Z,43,223434.jpg,1.4,False,dos Santos de Paulo,0.1,False,,i,5,36,17,13243,3,19725,96,0.0,4.0,Igor,30.0,2023-07-26,False,p223434,900,0,0,1,16,0,0,0,4,0,0,0,103,182.2,40.5,4.0,22.7,9,0.05,0.23,0.28,15.26,0,0,0,0,0,0,0,253,92,322,101,412,146,327,108,,,,,,,0.0,0.0,0.02,0.02,1.53,1.6,564,125,540,212,361,120,486,168,0.9,0.1
169,True,True,100.0,100.0,475168,0,0,0,0,2,4,0.7,0.7,1,João Pedro,1.2,129,False,,2025-01-09T16:30:08.389436Z,55,475168.jpg,4.4,False,Junqueira de Jesus,12.1,False,,a,5,36,80,4840566,5899,5434447,40911,0.2,14.5,João Pedro,30.0,2023-06-14,False,p475168,1340,5,5,5,17,0,0,0,3,0,0,15,328,347.8,291.7,427.0,106.6,16,4.03,2.17,6.20,17.61,0,0,0,0,0,0,0,126,17,86,5,43,18,62,15,,,,,1.0,,0.27,0.0,0.15,0.42,1.18,1.14,117,34,259,28,37,10,28,6,1.07,0.34
170,True,False,0.0,0.0,484658,0,0,0,0,0,3,0.0,0.0,0,Kacper,0.0,130,False,Permanent transfer to Gaziantep FK,2024-07-22T09:03:00.342050Z,45,484658.jpg,0.0,False,Kozłowski,0.0,False,,u,5,36,0,0,0,96,0,0.0,0.0,Kozlowski,,,False,p484658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,671,269,666,270,647,262,671,269,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,402,249,612,231,676,270,757,328,0.0,0.0
171,True,True,100.0,100.0,232792,0,0,-1,1,1,2,0.0,0.0,-1,Tariq,0.5,131,False,,2025-01-12T22:30:08.674166Z,44,232792.jpg,2.6,False,Lamptey,0.3,False,,a,5,36,26,69446,200,64590,762,0.1,5.9,Lamptey,81.0,2020-01-31,False,p232792,516,2,2,0,19,0,0,0,0,0,0,1,47,156.6,77.8,38.0,27.2,6,0.35,0.37,0.72,10.87,0,0,0,0,0,0,0,270,100,263,74,296,95,304,97,,,,,,,0.06,0.0,0.06,0.12,1.9,3.31,506,101,335,98,166,51,306,112,1.05,0.0
172,True,True,0.0,0.0,109345,0,0,0,0,0,3,0.0,0.0,0,Solly,0.0,132,False,Muscle injury - Unknown return date,2025-01-26T12:00:08.941531Z,65,109345.jpg,0.5,False,March,0.0,False,,i,5,36,1,4516,24,4058,204,0.0,0.2,March,241.0,2012-07-01,False,p109345,23,0,0,0,0,0,0,0,1,0,0,0,6,7.4,5.0,4.0,1.6,0,0.07,0.02,0.09,0.38,0,0,0,0,0,0,0,471,222,427,219,419,220,480,225,,,,,,,0.27,0.0,0.08,0.35,1.49,0.0,42,22,751,326,516,241,632,258,0.0,0.0
173,True,False,0.0,0.0,550141,0,0,0,0,0,3,0.0,0.0,0,Adrian,0.0,133,False,Has joined Vitesse Arnhem on loan for the rest of the season,2024-08-29T11:08:43.963582Z,45,550141.jpg,0.0,False,Mazilu,0.0,False,,u,5,36,0,720,0,4068,1,0.0,0.0,Mazilu,,,False,p550141,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,699,293,694,294,678,287,699,293,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,447,283,642,257,703,294,680,284,0.0,0.0
174,True,True,0.0,0.0,15157,0,0,0,0,0,3,0.0,0.0,0,James,0.0,134,False,Hamstring injury - Unknown return date,2024-08-31T21:00:04.655035Z,50,15157.jpg,1.7,False,Milner,0.0,False,,i,5,36,5,4706,1,10656,27,0.0,1.0,Milner,241.0,2023-07-01,False,p15157,169,0,0,1,1,0,0,0,1,0,0,0,24,28.6,66.3,12.0,10.7,3,0.16,0.15,0.31,1.98,0,0,0,0,0,0,0,414,193,281,171,374,202,383,186,,,,,,,0.09,0.0,0.08,0.17,1.05,0.53,188,115,705,298,322,148,570,221,1.6,0.53
175,True,True,100.0,100.0,592031,0,0,-5,5,1,3,3.3,3.3,2,Yankuba,3.8,135,False,,2025-01-12T22:30:08.694313Z,50,592031.jpg,2.6,False,Minteh,0.4,False,,a,5,36,49,268996,195,364667,527,0.8,9.8,Minteh,78.0,2024-07-01,False,p592031,831,3,3,1,18,0,0,0,5,0,0,3,188,234.6,233.0,265.0,73.5,8,2.43,2.84,5.27,13.62,0,0,0,0,0,0,0,201,84,118,85,78,51,122,72,5.0,,,,,,0.26,0.0,0.31,0.57,1.48,1.95,234,148,75,31,175,72,288,90,0.87,0.11
176,True,True,100.0,100.0,451340,0,0,-2,2,1,3,5.7,5.7,1,Mitoma,6.2,136,False,,2024-12-03T12:30:08.039613Z,63,451340.jpg,4.0,False,Kaoru,5.3,False,,a,5,36,95,2094078,3807,1950748,17647,1.0,15.1,Mitoma,108.0,2021-08-09,False,p451340,1887,5,4,4,29,0,0,0,0,0,0,10,361,418.4,474.2,589.0,148.2,21,5.10,3.41,8.51,28.89,0,0,0,0,0,0,0,80,24,37,30,21,12,21,15,,,,,,,0.24,0.0,0.16,0.4,1.38,1.38,55,30,21,7,55,27,69,19,1.0,0.19
177,True,False,0.0,0.0,243505,0,0,-1,1,0,3,0.0,0.0,0,Jakub,0.2,137,False,Loaned to Feyenoord,2025-01-22T10:15:11.772489Z,44,243505.jpg,1.0,False,Moder,0.5,False,,u,5,36,4,173459,0,162502,1128,0.0,0.9,Moder,172.0,2020-10-05,False,p243505,9,0,0,0,0,0,0,0,0,0,0,0,17,15.8,36.0,2.0,5.4,0,0.00,0.53,0.53,0.26,0,0,0,0,0,0,0,444,206,331,188,433,224,428,203,,,,,,,0.0,0.0,5.3,5.3,2.6,0.0,509,305,383,177,439,198,259,77,0.0,0.0
178,True,False,0.0,0.0,574402,0,0,0,0,0,4,0.0,0.0,0,Mark,0.0,138,False,Season long to Portsmouth,2024-08-30T10:16:16.061223Z,45,574402.jpg,0.0,False,O’Mahony,0.2,False,,u,5,36,0,31158,0,72497,122,0.0,0.0,O’Mahony,,,False,p574402,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,707,61,701,61,686,61,706,61,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,455,74,649,52,710,64,363,57,0.0,0.0
179,True,False,0.0,0.0,445548,0,0,0,0,0,2,0.0,0.0,0,Odeluga,0.0,139,False,Loaned to Blackpool,2024-08-31T06:26:46.238644Z,40,445548.jpg,0.0,False,Offiah,0.1,False,,u,5,36,0,2639,0,13438,11,0.0,0.0,Offiah,,,False,p445548,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,567,197,549,194,510,181,567,197,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,640,179,465,156,573,195,527,184,0.0,0.0
180,True,False,0.0,,491598,0,0,-1,1,0,3,0.0,-0.5,0,Cameron,0.0,140,False,Loaned to ADO Den Haag,2025-02-03T10:22:59.975748Z,44,491598.jpg,0.0,False,Peupion,0.1,False,,u,5,36,0,10268,42,10625,112,0.0,0.0,Peupion,13.0,2022-08-23,False,p491598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,634,244,629,246,606,235,634,244,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,522,308,565,198,640,246,509,187,0.0,0.0
181,True,False,0.0,0.0,441192,0,0,-1,1,0,3,0.0,0.0,0,Jeremy,0.0,141,False,Loaned to Burnley,2024-08-31T06:27:42.007071Z,49,441192.jpg,1.0,False,Sarmiento Morante,0.0,False,,u,5,36,1,354,0,2948,1,0.0,0.2,Sarmiento,,,False,p441192,8,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.8,0.0,0.1,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,511,239,462,232,721,310,511,239,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,268,173,698,293,473,219,688,288,0.0,0.0
182,True,True,0.0,0.0,49262,0,0,-4,4,0,1,0.0,0.0,0,Jason,0.0,142,False,Shoulder injury - Unknown return date,2025-01-24T16:00:08.785970Z,41,49262.jpg,4.5,False,Steele,0.9,False,,i,5,36,9,297760,37,331342,1403,0.0,2.2,Steele,241.0,2018-07-01,False,p49262,180,0,0,1,1,0,0,0,0,0,3,1,46,40.4,0.0,0.0,4.1,2,0.00,0.00,0.00,1.88,0,0,0,0,0,0,0,393,35,599,55,566,42,442,35,,,,,,,0.0,1.5,0.0,0.0,0.94,0.5,601,38,520,66,28,3,219,30,1.0,0.5
183,True,False,0.0,0.0,450434,0,0,0,0,0,4,0.0,0.0,0,Deniz,0.0,143,False,Transferred to Stuttgart,2024-08-10T12:18:55.962223Z,55,450434.jpg,0.0,False,Undav,0.0,False,,u,5,36,0,0,0,1466,3,0.0,0.0,Undav,,,False,p450434,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,755,78,755,78,753,78,755,78,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,116,33,739,72,755,78,722,81,0.0,0.0
184,True,True,100.0,100.0,469142,0,0,0,0,1,2,2.0,2.0,-1,Jan Paul,2.5,144,False,,2024-09-29T22:30:06.452903Z,45,469142.jpg,2.4,False,van Hecke,0.9,False,,a,5,36,53,222800,277,177991,2332,0.6,11.8,Van Hecke,152.0,2020-09-10,False,p469142,1880,0,1,4,30,0,0,0,4,0,0,4,255,466.0,197.3,85.0,74.9,21,0.75,1.06,1.81,28.96,0,0,0,0,0,0,0,56,18,139,29,223,59,118,26,,,,,,,0.04,0.0,0.05,0.09,1.39,1.44,398,69,141,41,205,65,216,83,1.01,0.19
185,True,True,100.0,100.0,111478,0,0,-1,1,1,2,1.5,1.5,-1,Joël,2.0,145,False,,2024-11-30T01:00:07.662889Z,44,111478.jpg,2.9,False,Veltman,1.7,False,,a,5,36,52,630941,145,584977,2489,0.5,11.8,Veltman,152.0,2020-07-29,False,p111478,1552,0,0,5,23,0,0,0,4,0,0,7,226,254.0,143.5,26.0,42.5,18,0.20,1.29,1.49,23.24,0,0,0,0,0,0,0,183,69,184,42,329,108,236,74,,,,,,,0.01,0.0,0.07,0.08,1.35,1.33,481,84,176,54,136,38,151,59,1.04,0.29
186,True,True,100.0,100.0,489639,0,0,0,0,1,1,1.7,1.7,-1,Bart,2.2,146,False,,2024-08-12T14:30:04.523944Z,45,489639.jpg,2.8,False,Verbruggen,2.8,False,,a,5,36,61,607019,557,388029,8221,0.5,13.6,Verbruggen,152.0,2023-07-03,False,p489639,1980,0,0,4,37,0,0,0,4,0,59,4,225,534.2,0.0,0.0,53.5,22,0.00,0.01,0.01,34.59,0,0,0,0,0,0,0,26,8,667,72,649,66,196,8,,,,,,,0.0,2.68,0.0,0.0,1.57,1.68,406,17,159,15,144,23,113,18,1.0,0.18
187,True,True,100.0,100.0,110735,0,0,-2,2,0,2,1.3,1.3,0,Adam,1.8,147,False,,2024-12-23T14:30:07.986462Z,43,110735.jpg,1.5,False,Webster,0.1,False,,a,5,36,9,4473,72,11369,69,0.4,2.1,Webster,241.0,2019-08-03,False,p110735,165,0,0,1,4,0,0,0,0,0,0,0,42,45.2,4.7,21.0,7.0,3,0.02,0.07,0.09,4.41,0,0,0,0,0,0,0,389,137,429,150,346,115,410,136,,,,,,,0.01,0.0,0.04,0.05,2.41,2.18,552,116,193,58,341,111,507,178,1.64,0.55
188,True,True,100.0,100.0,50175,0,0,0,0,1,4,1.0,1.0,1,Danny,1.5,148,False,,2024-12-16T09:30:06.558564Z,55,50175.jpg,4.2,False,Welbeck,5.6,False,,a,5,36,75,3749188,1352,3578206,6079,0.3,13.6,Welbeck,241.0,2020-10-18,False,p50175,1353,6,2,5,23,0,0,0,2,0,0,13,271,306.0,193.0,416.0,91.5,16,6.05,0.48,6.53,25.34,0,0,0,0,0,0,0,148,18,142,16,45,19,89,19,,,1.0,,3.0,,0.4,0.0,0.03,0.43,1.69,1.53,103,29,230,25,43,12,66,15,1.06,0.33
189,True,True,0.0,0.0,467779,0,0,-3,3,0,3,0.0,0.0,0,Mats,0.0,149,False,Thigh injury - Unknown return date,2024-12-21T22:00:08.030972Z,47,467779.jpg,2.2,False,Wieffer,0.1,False,,i,5,36,28,16220,9,20989,90,0.0,6.0,Wieffer,152.0,2024-07-06,False,p467779,464,1,2,1,12,0,0,0,2,0,0,3,104,144.0,80.3,57.0,27.8,4,0.50,0.18,0.68,9.70,0,0,0,0,0,0,0,284,125,260,161,267,146,300,149,,,,,,,0.1,0.0,0.03,0.13,1.88,2.33,335,217,672,277,238,103,525,197,0.78,0.19
