,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,278,Ederson,43,1,61,26,9.17,False,1,9.8,9.17
1,277,Cancelo,43,2,61,26,10.034,False,1,25.9,10.034
2,283,Zinchenko,43,2,55,26,9.054,False,1,0.7,9.054
3,556,Dias,43,2,61,26,9.786,False,1,21.6,9.786
4,251,Mané,14,3,118,26,9.919,False,1,5.3,9.919
5,254,Salah,14,3,126,26,13.032,True,2,41.9,26.064
6,276,Sterling,43,3,116,26,12.387,False,1,12.5,12.387
7,390,Son,6,3,95,26,10.708,False,1,51.2,10.708
8,224,Vardy,13,4,101,26,10.541,False,1,19.7,10.541
9,282,Jesus,43,4,92,26,11.095,False,1,3.9,11.095
10,388,Kane,6,4,111,26,12.081,False,1,28.6,12.081
