,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,257,Ederson,43,1,60,16,4.323,False,1,9.3,4.323
1,142,James,8,2,62,16,5.078,False,1,35.4,5.078
2,237,Alexander-Arnold,14,2,81,16,6.034,False,1,40.4,6.034
3,256,Cancelo,43,2,68,16,4.882,False,1,39.4,4.882
4,96,Mbeumo,94,3,55,16,5.1789999999999985,False,1,2.9,5.1789999999999985
5,230,Mané,14,3,119,16,5.809,False,1,4.0,5.809
6,233,Salah,14,3,131,16,8.027000000000001,True,2,73.1,16.054000000000002
7,250,Gündogan,43,3,73,16,5.471,False,1,3.9,5.471
8,251,De Bruyne,43,3,118,16,5.412000000000001,False,1,1.6,5.412000000000001
9,4,Aubameyang,3,4,97,16,5.175,False,1,2.7,5.175
10,579,Ronaldo,1,4,124,16,5.829,False,1,30.3,5.829
