,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,31,Martínez,7,1,49,10,3.7710000000000004,False,1,1,5.7,3.7710000000000004
1,146,James,8,2,61,10,5.614,False,1,1,39.7,5.614
2,520,Koulibaly,8,2,55,10,4.083,False,1,1,7.0,4.083
3,610,Akanji,43,2,50,10,4.498,False,1,1,0.4,4.498
4,111,Trossard,36,3,67,10,4.458,False,1,1,11.6,4.458
5,160,Zaha,31,3,74,10,5.442,False,1,1,19.3,5.442
6,301,De Bruyne,43,3,124,10,6.58,False,1,1,35.7,6.58
7,465,Bowen,21,3,81,10,5.093999999999999,False,1,1,4.7,5.093999999999999
8,66,Solanke,91,4,57,10,4.413,False,1,1,1.5,4.413
9,318,Haaland,43,4,122,10,8.53,True,2,1,83.8,17.06
10,356,Wilson,4,4,72,10,4.584,False,1,1,2.1,4.584
11,152,Guaita,31,1,45,10,3.554,False,0,0,2.4,0.0
12,461,Zouma,21,2,45,10,3.611,False,0,0,2.1,0.0
13,538,Young,7,2,44,10,3.4139999999999997,False,0,0,0.3,0.0
14,369,Almirón,4,3,51,10,4.244,False,0,0,4.9,0.0
