,ID,Points,Minutes,sim
0,6,1,90,1
1,9,2,90,1
2,11,2,90,1
3,13,5,90,1
4,14,2,90,1
5,15,3,90,1
6,16,5,90,1
7,17,12,90,1
8,18,1,90,1
9,23,12,90,1
10,24,4,90,1
11,36,1,90,1
12,42,2,90,1
13,44,1,90,1
14,47,2,90,1
15,49,1,90,1
16,52,4,90,1
17,53,2,90,1
18,54,2,90,1
19,57,5,90,1
20,60,6,90,1
21,64,2,90,1
22,70,1,90,1
23,71,9,90,1
24,74,7,90,1
25,77,2,90,1
26,78,2,90,1
27,81,1,90,1
28,82,2,90,1
29,85,4,90,1
30,88,0,90,1
31,89,2,90,1
32,91,0,90,1
33,94,2,90,1
34,98,7,90,1
35,99,5,90,1
36,101,8,90,1
37,104,0,90,1
38,106,2,90,1
39,110,2,90,1
40,115,2,90,1
41,120,4,90,1
42,121,2,90,1
43,122,3,90,1
44,129,2,90,1
45,132,12,90,1
46,136,2,90,1
47,146,1,90,1
48,152,1,90,1
49,153,1,90,1
50,156,6,90,1
51,157,2,90,1
52,159,-1,90,1
53,160,1,90,1
54,162,-1,90,1
55,163,-1,90,1
56,167,1,90,1
57,168,7,90,1
58,172,3,90,1
59,177,10,90,1
60,180,6,90,1
61,185,-1,90,1
62,191,1,90,1
63,192,2,90,1
64,194,7,90,1
65,199,6,90,1
66,201,10,90,1
67,203,2,90,1
68,206,5,90,1
69,207,4,90,1
70,208,3,90,1
71,210,7,90,1
72,211,7,90,1
73,216,2,90,1
74,217,2,90,1
75,218,4,90,1
76,219,2,90,1
77,220,2,90,1
78,222,3,90,1
79,231,5,90,1
80,232,6,90,1
81,235,2,90,1
82,236,2,90,1
83,239,5,90,1
84,241,1,90,1
85,244,1,90,1
86,247,10,90,1
87,248,1,90,1
88,249,2,90,1
89,251,2,90,1
90,252,13,90,1
91,255,1,90,1
92,257,1,90,1
93,262,7,90,1
94,263,1,90,1
95,267,1,90,1
96,268,21,90,1
97,274,5,90,1
98,282,1,90,1
99,285,7,90,1
100,288,4,90,1
101,289,2,90,1
102,291,1,90,1
103,293,1,90,1
104,295,2,90,1
105,296,1,90,1
106,298,2,90,1
107,300,7,90,1
108,306,6,90,1
109,310,6,90,1
110,317,3,90,1
111,319,3,90,1
112,323,3,90,1
113,324,3,90,1
114,326,6,90,1
115,327,3,90,1
116,328,8,90,1
117,329,4,90,1
118,336,13,90,1
119,338,0,90,1
120,339,6,90,1
121,347,6,90,1
122,348,4,90,1
123,350,6,90,1
124,359,2,90,1
125,361,6,90,1
126,369,9,90,1
127,370,3,90,1
128,372,8,90,1
129,376,6,90,1
130,383,8,90,1
131,385,7,90,1
132,386,8,90,1
133,388,1,90,1
134,389,2,90,1
135,392,2,90,1
136,394,5,90,1
137,395,8,90,1
138,398,3,90,1
139,401,10,90,1
140,402,5,90,1
141,403,2,90,1
142,409,8,90,1
143,413,8,90,1
144,415,8,90,1
145,416,6,90,1
146,418,9,90,1
147,421,2,90,1
148,423,5,90,1
149,424,2,90,1
150,431,2,90,1
151,433,5,90,1
152,434,7,90,1
153,436,1,90,1
154,437,1,90,1
155,443,1,90,1
156,444,1,90,1
157,449,2,90,1
158,455,2,90,1
159,461,7,90,1
160,462,7,90,1
161,467,8,90,1
162,470,2,90,1
163,472,2,90,1
164,474,2,90,1
165,476,2,90,1
166,480,2,90,1
167,494,2,90,1
168,495,1,90,1
169,497,2,90,1
170,498,1,90,1
171,503,7,90,1
172,504,1,90,1
173,506,1,90,1
174,508,3,90,1
175,511,2,90,1
176,513,1,90,1
177,514,2,90,1
178,520,4,90,1
179,524,1,90,1
180,525,2,90,1
181,527,2,90,1
182,528,1,90,1
183,530,2,90,1
184,541,5,90,1
185,543,2,90,1
186,553,2,90,1
187,554,2,90,1
188,559,2,90,1
189,564,2,90,1
190,566,2,90,1
191,567,3,90,1
192,569,10,90,1
193,571,8,90,1
194,572,6,90,1
195,573,1,90,1
196,580,1,90,1
197,582,2,90,1
198,585,5,90,1
199,590,2,90,1
200,591,1,90,1
201,593,6,90,1
202,594,6,90,1
203,595,5,90,1
204,597,2,90,1
205,600,8,90,1
206,607,3,90,1
207,608,5,90,1
208,623,2,90,1
209,625,3,90,1
210,630,7,90,1
211,633,2,90,1
212,642,7,90,1
213,650,7,90,1
214,652,3,90,1
215,714,2,90,1
216,720,5,90,1
217,732,6,90,1
218,733,9,90,1
219,755,8,90,1
220,763,7,90,1
221,764,1,90,1
222,765,3,90,1
223,766,6,90,1
224,768,2,90,1
225,770,7,90,1
0,6,15,90,2
1,8,9,90,2
2,13,3,90,2
3,14,2,90,2
4,15,12,90,2
5,17,3,90,2
6,18,13,90,2
7,19,2,90,2
8,20,3,90,2
9,23,5,90,2
10,24,6,90,2
11,26,2,90,2
12,28,8,90,2
13,32,6,90,2
14,36,6,90,2
15,44,6,90,2
16,45,6,90,2
17,47,6,90,2
18,48,4,90,2
19,49,6,90,2
20,52,6,90,2
21,62,4,90,2
22,63,5,90,2
23,64,2,90,2
24,70,1,90,2
25,71,2,90,2
26,74,2,90,2
27,78,7,90,2
28,81,1,90,2
29,82,3,90,2
30,85,1,90,2
31,88,1,90,2
32,89,2,90,2
33,91,1,90,2
34,98,2,90,2
35,99,5,90,2
36,101,2,90,2
37,104,1,90,2
38,106,2,90,2
39,110,2,90,2
40,111,2,90,2
41,115,2,90,2
42,120,3,90,2
43,122,8,90,2
44,126,2,90,2
45,135,8,90,2
46,136,2,90,2
47,146,2,90,2
48,148,6,90,2
49,152,1,90,2
50,157,2,90,2
51,159,2,90,2
52,162,3,90,2
53,163,5,90,2
54,168,2,90,2
55,172,2,90,2
56,180,13,90,2
57,182,9,90,2
58,185,2,90,2
59,188,2,90,2
60,191,5,90,2
61,194,2,90,2
62,196,0,90,2
63,199,7,90,2
64,200,4,90,2
65,201,2,90,2
66,203,4,90,2
67,207,11,90,2
68,210,2,90,2
69,211,5,90,2
70,216,2,90,2
71,218,5,90,2
72,219,2,90,2
73,222,7,90,2
74,224,2,90,2
75,230,5,90,2
76,231,2,90,2
77,232,2,90,2
78,233,3,90,2
79,235,2,90,2
80,236,2,90,2
81,241,2,90,2
82,244,5,90,2
83,247,2,90,2
84,248,2,90,2
85,249,2,90,2
86,251,5,90,2
87,252,14,90,2
88,255,2,90,2
