,ID,Points,Minutes,sim
0,2,6,90,1
1,3,5,90,1
2,6,2,90,1
3,7,4,90,1
4,10,2,90,1
5,11,2,90,1
6,15,2,90,1
7,16,2,90,1
8,19,13,90,1
9,26,5,90,1
10,28,2,90,1
11,29,2,90,1
12,30,2,90,1
13,31,1,90,1
14,32,1,90,1
15,33,1,90,1
16,40,6,90,1
17,43,1,90,1
18,44,1,90,1
19,45,5,90,1
20,47,2,90,1
21,53,2,90,1
22,57,2,90,1
23,64,2,90,1
24,66,4,90,1
25,69,3,90,1
26,71,2,90,1
27,72,2,90,1
28,73,8,90,1
29,75,2,90,1
30,76,2,90,1
31,78,2,90,1
32,80,10,90,1
33,81,2,90,1
34,83,5,90,1
35,84,2,90,1
36,85,2,90,1
37,89,5,90,1
38,95,2,90,1
39,103,2,90,1
40,104,6,90,1
41,105,6,90,1
42,106,6,90,1
43,108,6,90,1
44,109,6,90,1
45,110,2,90,1
46,112,1,90,1
47,113,7,90,1
48,115,3,90,1
49,116,3,90,1
50,118,5,90,1
51,123,2,90,1
52,130,2,90,1
53,132,2,90,1
54,135,6,90,1
55,136,2,90,1
56,140,7,90,1
57,142,7,90,1
58,146,4,90,1
59,147,3,90,1
60,152,1,90,1
61,158,2,90,1
62,160,9,90,1
63,161,2,90,1
64,165,4,90,1
65,166,2,90,1
66,168,2,90,1
67,169,5,90,1
68,170,2,90,1
69,171,2,90,1
70,177,3,90,1
71,178,2,90,1
72,182,2,90,1
73,186,2,90,1
74,190,2,90,1
75,194,4,90,1
76,199,2,90,1
77,201,6,90,1
78,206,6,90,1
79,210,2,90,1
80,211,3,90,1
81,215,6,90,1
82,217,6,90,1
83,219,2,90,1
84,221,6,90,1
85,225,3,90,1
86,231,3,90,1
87,233,6,90,1
88,235,6,90,1
89,238,6,90,1
90,239,6,90,1
91,244,6,90,1
92,245,3,90,1
93,246,8,90,1
94,249,1,90,1
95,254,1,90,1
96,255,3,90,1
97,257,1,90,1
98,258,1,90,1
99,261,4,90,1
100,262,6,90,1
101,266,5,90,1
102,267,1,90,1
103,268,1,90,1
104,270,1,90,1
105,274,2,90,1
106,275,2,90,1
107,277,2,90,1
108,279,7,90,1
109,280,1,90,1
110,281,1,90,1
111,285,4,90,1
112,286,1,90,1
113,292,1,90,1
114,293,5,90,1
115,295,0,90,1
116,296,2,90,1
117,299,8,90,1
118,300,3,90,1
119,301,8,90,1
120,302,9,90,1
121,304,2,90,1
122,305,13,90,1
123,306,10,90,1
124,307,9,90,1
125,312,6,90,1
126,313,2,90,1
127,315,3,90,1
128,316,9,90,1
129,318,6,90,1
130,321,2,90,1
131,327,2,90,1
132,329,2,90,1
133,333,12,90,1
134,335,5,90,1
135,337,2,90,1
136,340,8,90,1
137,342,2,90,1
138,344,2,90,1
139,346,3,90,1
140,354,2,90,1
141,357,2,90,1
142,366,2,90,1
143,367,2,90,1
144,368,5,90,1
145,369,2,90,1
146,371,2,90,1
147,374,4,90,1
148,376,2,90,1
149,377,2,90,1
150,383,2,90,1
151,385,0,90,1
152,387,2,90,1
153,394,2,90,1
154,398,0,90,1
155,402,2,90,1
156,405,7,90,1
157,406,5,90,1
158,407,2,90,1
159,408,9,90,1
160,409,1,90,1
161,411,2,90,1
162,420,1,90,1
163,422,1,90,1
164,423,1,90,1
165,425,2,90,1
166,427,5,90,1
167,428,2,90,1
168,430,2,90,1
169,433,2,90,1
170,435,3,90,1
171,440,2,90,1
172,444,4,90,1
173,446,2,90,1
174,448,2,90,1
175,455,6,90,1
176,457,6,90,1
177,458,6,90,1
178,459,6,90,1
179,460,6,90,1
180,463,6,90,1
181,467,3,90,1
182,468,3,90,1
183,471,6,90,1
184,475,5,90,1
185,476,2,90,1
186,477,2,90,1
187,478,2,90,1
188,480,7,90,1
189,481,2,90,1
190,482,2,90,1
191,484,2,90,1
192,486,5,90,1
193,487,2,90,1
194,493,2,90,1
195,503,2,90,1
196,506,3,90,1
197,510,2,90,1
198,519,2,90,1
199,520,1,90,1
200,521,3,90,1
201,523,0,90,1
202,526,2,90,1
203,527,2,90,1
204,530,1,90,1
205,531,2,90,1
206,533,2,90,1
207,534,2,90,1
208,535,2,90,1
209,554,2,90,1
210,575,3,90,1
211,576,5,90,1
212,579,5,90,1
213,580,2,90,1
214,583,2,90,1
215,585,2,90,1
216,586,6,90,1
217,588,6,90,1
218,593,2,90,1
219,594,10,90,1
0,2,1,90,2
1,3,5,90,2
2,6,4,90,2
3,7,3,90,2
4,10,6,90,2
5,12,3,90,2
6,13,3,90,2
7,14,6,90,2
8,15,6,90,2
9,16,6,90,2
10,26,6,90,2
11,28,2,90,2
12,30,5,90,2
13,31,6,90,2
14,33,6,90,2
15,37,3,90,2
16,39,6,90,2
17,40,2,90,2
18,43,6,90,2
19,44,6,90,2
20,46,3,90,2
21,47,3,90,2
22,53,3,90,2
23,57,1,90,2
24,61,10,90,2
25,66,13,90,2
26,69,5,90,2
27,70,2,90,2
28,72,3,90,2
29,73,1,90,2
30,74,2,90,2
31,78,6,90,2
32,79,3,90,2
33,80,2,90,2
34,81,8,90,2
35,83,3,90,2
36,84,6,90,2
37,87,3,90,2
38,88,4,90,2
39,90,6,90,2
40,94,3,90,2
41,95,2,90,2
42,103,6,90,2
43,104,6,90,2
44,106,6,90,2
45,107,8,90,2
46,108,6,90,2
47,109,9,90,2
48,111,9,90,2
49,112,7,90,2
50,113,6,90,2
51,116,3,90,2
52,118,9,90,2
53,120,3,90,2
54,127,6,90,2
55,128,8,90,2
56,130,3,90,2
57,136,3,90,2
58,142,13,90,2
59,145,5,90,2
60,146,6,90,2
61,147,6,90,2
62,152,6,90,2
63,156,6,90,2
64,157,6,90,2
65,159,3,90,2
66,160,3,90,2
67,165,6,90,2
68,166,2,90,2
69,167,6,90,2
70,169,6,90,2
71,170,6,90,2
72,177,3,90,2
73,180,1,90,2
74,182,1,90,2
75,186,4,90,2
76,189,2,90,2
77,190,2,90,2
78,194,4,90,2
79,197,1,90,2
80,199,1,90,2
81,201,1,90,2
82,203,2,90,2
83,204,2,90,2
84,205,2,90,2
85,206,1,90,2
86,209,1,90,2
87,210,4,90,2
88,217,1,90,2
89,220,2,90,2
90,221,2,90,2
91,225,7,90,2
92,228,2,90,2
93,233,8,90,2
94,235,2,90,2
95,238,2,90,2
96,243,5,90,2
97,244,2,90,2
98,245,2,90,2
99,249,1,90,2
100,251,5,90,2
101,254,1,90,2
102,255,10,90,2
103,258,1,90,2
104,261,2,90,2
105,265,5,90,2
106,266,2,90,2
107,267,1,90,2
108,268,1,90,2
109,270,1,90,2
110,275,2,90,2
111,279,5,90,2
112,280,2,90,2
113,281,2,90,2
114,282,5,90,2
115,283,2,90,2
116,284,2,90,2
117,285,2,90,2
118,286,4,90,2
119,293,8,90,2
120,294,2,90,2
121,295,1,90,2
122,299,1,90,2
123,300,12,90,2
124,301,8,90,2
125,302,1,90,2
126,304,9,90,2
127,306,1,90,2
128,307,3,90,2
129,308,2,90,2
130,311,2,90,2
131,312,4,90,2
132,314,2,90,2
133,321,2,90,2
134,325,2,90,2
135,327,1,90,2
136,329,1,90,2
137,332,1,90,2
138,333,5,90,2
139,335,7,90,2
140,340,5,90,2
141,344,6,90,2
142,357,2,90,2
143,358,2,90,2
144,359,2,90,2
145,366,8,90,2
146,368,2,90,2
147,369,2,90,2
148,371,2,90,2
149,374,2,90,2
150,376,2,90,2
151,377,5,90,2
152,379,1,90,2
153,385,1,90,2
154,387,10,90,2
155,388,1,90,2
156,394,6,90,2
157,397,2,90,2
158,398,1,90,2
159,400,2,90,2
160,402,2,90,2
161,406,2,90,2
162,407,2,90,2
163,408,2,90,2
164,409,1,90,2
165,418,2,90,2
166,420,1,90,2
167,422,1,90,2
168,423,1,90,2
169,425,2,90,2
170,427,2,90,2
171,428,7,90,2
172,433,2,90,2
173,435,3,90,2
174,436,2,90,2
175,440,2,90,2
176,443,2,90,2
177,446,2,90,2
178,448,2,90,2
179,455,2,90,2
180,460,2,90,2
181,461,2,90,2
182,463,2,90,2
183,465,2,90,2
184,467,2,90,2
185,468,2,90,2
186,471,5,90,2
187,476,6,90,2
188,478,1,90,2
189,480,10,90,2
190,481,3,90,2
191,483,2,90,2
192,484,1,90,2
193,487,1,90,2
194,493,2,90,2
195,503,2,90,2
196,504,1,90,2
197,506,2,90,2
198,508,7,90,2
199,516,1,90,2
200,519,9,90,2
201,520,6,90,2
202,522,8,90,2
203,523,10,90,2
204,529,6,90,2
205,530,6,90,2
206,532,1,90,2
207,533,1,90,2
208,534,7,90,2
209,535,2,90,2
210,539,1,90,2
211,575,5,90,2
212,576,1,90,2
213,577,2,90,2
214,579,5,90,2
215,583,2,90,2
216,588,2,90,2
217,589,2,90,2
218,593,2,90,2
219,594,2,90,2
0,2,1,90,3
1,3,3,90,3
2,6,3,90,3
3,7,11,90,3
4,10,6,90,3
5,13,8,90,3
6,14,6,90,3
7,15,6,90,3
8,16,10,90,3
9,19,3,90,3
10,26,6,90,3
11,28,6,90,3
12,30,2,90,3
13,31,1,90,3
14,32,1,90,3
15,33,1,90,3
16,37,2,90,3
17,39,1,90,3
18,43,1,90,3
19,44,1,90,3
20,46,2,90,3
21,47,2,90,3
22,53,2,90,3
23,57,6,90,3
24,59,6,90,3
