,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,213,Meslier,2,1,47,25,7.1560000000000015,False,1,5.8,7.1560000000000015
1,197,Ayling,2,2,44,25,5.811,False,1,2.5,5.811
2,200,Dallas,2,2,50,25,6.202000000000001,False,1,19.7,6.202000000000001
3,211,Struijk,2,2,39,25,5.64,False,1,5.0,5.64
4,203,Harrison,2,3,55,25,7.2429999999999986,False,1,3.0,7.2429999999999986
5,254,Salah,14,3,126,25,6.95,False,1,42.9,6.95
6,302,Fernandes,1,3,116,25,6.784,False,1,60.0,6.784
7,370,Ward-Prowse,20,3,60,25,6.276,False,1,8.2,6.276
8,570,Raphinha,2,3,54,25,7.858,False,1,6.4,7.858
9,202,Bamford,2,4,69,25,9.473,True,2,56.1,18.946
10,366,Ings,20,4,85,25,7.987,False,1,13.8,7.987
