,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,475,Sá,39,1,53,30,3.9389999999999996,False,1,1,12.3,3.9389999999999996
1,23,Gabriel,3,2,53,30,3.438,False,1,1,7.5,3.438
2,429,Coady,39,2,48,30,3.784,False,1,1,16.4,3.784
3,431,Saïss,39,2,50,30,3.736,False,1,1,4.8,3.736
4,22,Saka,3,3,66,30,4.59,False,1,1,30.3,4.59
5,212,Maddison,13,3,67,30,4.479,False,1,1,8.0,4.479
6,359,Son,6,3,109,30,5.263,False,1,1,23.8,5.263
7,681,Coutinho,7,3,75,30,3.903,False,1,1,24.5,3.903
8,6,Lacazette,3,4,84,30,4.42,False,1,1,8.4,4.42
9,78,Toney,94,4,66,30,4.055,False,1,1,12.0,4.055
10,357,Kane,6,4,124,30,5.452000000000001,True,2,1,21.6,10.904000000000002
11,80,Raya,94,1,43,30,3.31,False,0,0,3.8,0.0
12,219,Thomas,13,2,43,30,3.661,False,0,0,0.9,0.0
13,370,Reguilón,6,2,52,30,3.88,False,0,0,11.7,0.0
14,215,Barnes,13,3,65,30,4.393,False,0,0,3.1,0.0
