,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
53,alasdairtweets,2182.0,2127.82,2103.06,2077.73,59.95,2477,1170,155,213,80.1%
54,fpl_analytic,2005.0,1964.48,1981.07,1975.46,11.68,227330,166133,76040,45215,56.3%
55,stephendeyoung,1987.0,1981.74,1950.65,1929.85,13.78,295961,122091,159637,149825,57.2%
56,James_Ingram15,2031.0,2107.21,2095.14,2083.11,-83.51,148196,3612,323,139,12.3%
57,FPL_Kid,2061.0,2034.65,1989.02,1988.78,37.75,85027,37892,59237,29873,69.6%
58,fpl_jan,2247.0,2228.5,2123.58,2089.84,81.3,109,3,9,94,88.1%
59,FPL_Mezzala,2154.0,2189.48,2124.01,2107.0,-5.0,7055,14,9,6,47.8%
60,morstats,2021.0,2023.89,1953.96,1935.62,31.05,175342,49428,148237,130814,66.4%
61,FplOpinion,2055.0,2047.94,2062.77,2058.6,-21.07,95363,26782,2993,818,39.1%
62,_NeilFPL,2134.0,2125.11,2090.19,2078.45,16.94,13508,1352,497,188,59.1%
63,UnderstandingF8,1950.0,1870.01,1863.79,1846.88,70.39,478050,632920,684037,654769,84.4%
64,EejRoberts,2046.0,2105.69,2089.47,2079.16,-64.77,112735,3816,502,179,18.5%
65,FPL_Gents,2080.0,2041.05,2061.77,2037.83,13.51,56653,32810,3110,3077,57%
66,FPLHaggis,2045.0,2071.63,2019.76,1999.01,-4.08,115718,13450,21753,20469,48.2%
67,Jumpthewave,2077.0,2095.99,2052.8,2027.2,-0.67,60613,5313,4980,5920,50.1%
68,DarraghNoonan,2126.0,2134.1,2066.77,2051.82,22.94,17208,842,2528,1239,62.2%
69,FPL_Chase,2125.0,2114.28,2097.73,2077.12,9.35,17713,2525,222,234,55%
70,jonwalker88,1995.0,2074.44,2096.59,2094.48,-113.22,262331,12135,272,57,4.7%
71,TomDavies_17,2139.0,2127.59,2072.78,2059.67,33.37,11627,1212,1677,778,67.5%
72,FodWeTrust,2014.0,2044.55,2074.92,2056.96,-64.53,196702,29141,1450,912,18.6%
73,FplPass,2075.0,2032.67,1944.69,1939.9,83.89,63021,39817,181594,119024,88.8%
74,prparsons,2095.0,2109.65,2055.09,2027.65,11.98,39756,3150,4435,5815,56.4%
75,FplJeb,1978.0,1998.04,2091.12,2064.95,-93.63,334668,87200,453,603,9%
76,JosesBusDrivers,1929.0,2060.81,2078.51,2081.51,-164.31,600529,18647,1033,149,0.6%
77,hidethecactus,2133.0,2070.92,2016.87,2004.36,83.32,14245,13740,23860,16752,88.8%
78,tweetsofagooner,1953.0,1943.58,1978.43,1979.42,-33.98,457929,243784,81616,39896,32.2%
79,FplRafiki,2026.0,1955.38,1940.12,1935.69,62.91,163242,197394,201045,130585,81%
80,FPL_Audit,2156.0,2077.04,2066.58,2034.43,77.37,6631,10875,2549,4011,86.8%
81,DaveCZfpl,1954.0,1964.83,2004.33,1998.94,-55.23,455471,164990,38104,20493,22.5%
82,PaulGiurculet,2198.0,2093.31,2000.42,1983.8,153.57,1313,5997,43298,34977,99%
83,k_rybaczuk,1970.0,1990.12,2023.48,1981.4,-47.97,371298,102229,19258,37451,25.9%
84,CoalportGlen,2173.0,2174.9,2099.31,2073.07,38.54,3476,55,203,270,70.1%
85,FPLvariance,2029.0,2094.76,2070.23,2057.93,-64.54,154019,5613,1948,878,18.6%
