,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1096.0,1136.12,1144.45,1142.72,-59.56,412727,23633,1016,87,13.2%
1,FplSimpson,1088.0,1142.67,1164.68,1151.02,-79.6,493224,16217,18,6,6.8%
2,FplStatsdan,1028.0,1070.93,1119.67,1106.84,-87.19,1364610,323186,15867,12431,5.1%
3,FF_Trout,1125.0,1146.7,1162.76,1157.24,-45.3,196165,12033,24,1,19.3%
4,dilksybab,1109.0,1170.43,1166.86,1142.79,-64.45,301669,2591,17,87,11.4%
5,theFPLkiwi,981.0,1050.9,1116.0,1100.43,-124.83,2286924,535667,21160,19058,0.8%
6,jameso_12,1036.0,1029.99,1088.62,1063.74,-41.0,1223155,828421,114212,181193,21.7%
7,api_kakayou,1146.0,1092.1,1091.51,1084.45,42.7,103010,158824,101662,60223,80.8%
8,usafpl,1035.0,1052.9,1090.58,1072.3,-52.35,1240439,510974,106367,118243,15.9%
9,CazzaFPL,1112.0,1120.95,1164.05,1135.5,-43.6,283037,51112,21,330,20.1%
10,PlanetosFPL,1073.0,1121.45,1139.73,1122.25,-69.37,668394,49779,2350,2715,9.8%
11,analytic_fpl,1073.0,1090.6,1132.06,1116.94,-55.86,668394,167796,5626,4741,14.5%
12,rogue_wee,1041.0,1086.31,1099.22,1082.11,-62.54,1138977,199423,66230,69944,12.2%
13,mtthwmn,1117.0,1138.13,1148.13,1139.34,-39.25,245996,21212,681,147,22.5%
14,cmusson32,1111.0,1123.62,1131.97,1137.64,-34.71,287396,45271,5667,204,25.1%
15,FPLstudent2,1098.0,1148.94,1133.86,1147.65,-59.24,395791,10501,4688,31,13.3%
16,peterhandleson,1007.0,1025.34,1066.06,1053.34,-56.93,1762525,906849,298667,273119,14.2%
17,chrishp,1106.0,1126.17,1111.74,1104.04,-21.29,327177,39980,28811,15200,33.5%
18,plfantasy,1135.0,1099.98,1084.79,1067.14,37.99,148663,119871,139765,154145,77.9%
19,FPLmeta,1151.0,1131.16,1136.52,1134.12,2.75,85069,30361,3464,425,51.8%
20,FplAuto,1030.0,1096.45,1096.64,1075.24,-73.1,1330567,136347,76879,100576,8.5%
21,NourEldin_z3r0,1168.0,1137.29,1120.88,1104.49,34.1,46136,22264,14339,14866,76%
22,UkendtPerson45,1040.0,1143.54,1140.57,1128.5,-111.26,1157451,15180,1971,886,1.7%
23,MikkelTokvam,1145.0,1180.09,1153.48,1135.92,-24.02,104626,1130,260,296,31.9%
24,Klaudioz,1107.0,1045.18,1020.55,1007.19,69.98,323081,609012,982198,938903,92.7%
25,FantasianPL,1002.0,1084.73,1093.64,1082.29,-99.16,1851614,208332,90353,69143,3%
26,rama96ab,1092.0,1136.52,1107.27,1102.6,-36.16,454656,23062,39380,16743,24.3%
27,FPL_LFE,1118.0,1101.26,1064.91,1044.16,35.87,241907,111997,307818,377647,77%
28,_jtreble,1163.0,1167.39,1152.43,1130.03,0.1,55934,3063,329,728,49.9%
29,DanielSaetre,1172.0,1136.46,1147.64,1135.41,17.8,39146,23087,730,333,64%
30,Sriniva43849177,891.0,947.65,971.76,964.27,-85.28,4089250,2498949,2019656,1884686,5.4%
31,FBinary01,1193.0,1094.54,1092.72,1081.86,89.49,15133,145025,95158,70737,96.7%
32,FPL_Data,1077.0,1093.28,1115.71,1113.78,-45.69,621068,151401,21664,6884,19.1%
33,FPL_ElStatto,1085.0,1045.11,1074.04,1062.11,9.41,528976,609492,227652,194128,57.6%
34,FplSigurd,1123.0,1176.36,1143.93,1136.63,-41.8,208937,1489,1074,244,21.1%
35,JoeBopara,1033.0,1087.74,1108.64,1085.91,-75.66,1277608,184960,36360,55341,7.8%
36,dLincolnlawyer,1155.0,1160.86,1114.67,1117.0,12.06,75458,4611,23297,4708,59.4%
37,FPL_Statoholic,1132.0,1082.6,1139.25,1135.42,-3.7,160132,224185,2441,333,47.2%
38,FplAmateur,1168.0,1116.0,1096.73,1084.18,56.06,44691,60703,76579,62152,87.8%
39,wolacola,1130.0,1151.66,1153.45,1145.68,-34.3,171006,8901,260,50,25.4%
40,Hashtag_MEGA,1136.0,1138.64,1146.75,1141.83,-20.79,141098,20569,835,124,33.9%
41,dav_fifa,1157.0,1030.02,1030.63,1020.49,116.02,70485,828271,808658,726541,99%
42,MaulanaRiandi,1164.0,1169.57,1145.27,1126.16,4.4,53097,2664,928,1562,52.9%
43,Rak464,1094.0,1074.12,1095.5,1080.16,-4.01,437149,292771,81811,80670,46.8%
44,ArneBarsnes,1172.0,1135.15,1119.54,1113.46,36.0,38352,25214,15969,7159,77%
45,FPL_PapaSmurf,1152.0,1088.85,1075.66,1063.42,62.77,84291,178314,215219,185551,90.4%
46,gezza96,1173.0,1159.43,1104.63,1098.53,40.63,37541,5562,46981,23392,79.8%
47,Raghy78d,1233.0,1155.75,1158.32,1133.83,70.01,1550,6603,70,470,92.7%
48,pdhFPL,1094.0,1167.29,1154.99,1151.71,-77.5,432691,3064,194,2,7.4%
49,NeilRankinZA,1046.0,1018.77,1001.41,1003.4,24.75,1053724,1011520,1353846,1020021,69.7%
50,EuanThompson,1142.0,1160.19,1160.64,1151.17,-29.27,116753,4970,50,6,28.7%
51,FPLrookie1,1127.0,1139.41,1126.34,1107.53,-10.54,188267,19413,9520,11865,41.6%
52,FplBudget,1154.0,1069.94,1090.56,1081.84,58.36,78024,334052,106367,70917,88.8%
