,ID,Points,Minutes,sim
0,10,1,90,1
1,19,2,90,1
2,30,1,90,1
3,33,7,90,1
4,35,2,90,1
5,36,1,90,1
6,38,1,90,1
7,40,2,90,1
8,44,1,90,1
9,50,2,90,1
10,51,7,90,1
11,53,5,90,1
12,55,6,90,1
13,58,9,90,1
14,59,9,90,1
15,61,8,90,1
16,62,8,90,1
17,63,4,90,1
18,64,2,90,1
19,69,9,90,1
20,70,7,90,1
21,71,8,90,1
22,74,5,90,1
23,75,2,90,1
24,76,1,90,1
25,77,2,90,1
26,80,4,90,1
27,81,2,90,1
28,83,1,90,1
29,84,2,90,1
30,89,1,90,1
31,91,1,90,1
32,96,3,90,1
33,98,6,90,1
34,100,6,90,1
35,104,2,90,1
36,105,2,90,1
37,106,6,90,1
38,107,3,90,1
39,109,8,90,1
40,112,8,90,1
41,115,3,90,1
42,118,3,90,1
43,128,1,90,1
44,144,11,90,1
45,145,2,90,1
46,146,6,90,1
47,150,6,90,1
48,153,2,90,1
49,154,3,90,1
50,159,2,90,1
51,162,6,90,1
52,165,6,90,1
53,168,4,90,1
54,169,6,90,1
55,170,6,90,1
56,174,3,90,1
57,177,6,90,1
58,178,6,90,1
59,180,2,90,1
60,185,1,90,1
61,186,2,90,1
62,187,2,90,1
63,188,5,90,1
64,190,1,90,1
65,193,2,90,1
66,196,2,90,1
67,198,1,90,1
68,199,1,90,1
69,200,2,90,1
70,202,7,90,1
71,207,2,90,1
72,208,2,90,1
73,212,7,90,1
74,213,8,90,1
75,215,7,90,1
76,216,3,90,1
77,218,2,90,1
78,219,2,90,1
79,222,3,90,1
80,224,6,90,1
81,229,6,90,1
82,231,6,90,1
83,232,3,90,1
84,233,3,90,1
85,234,6,90,1
86,236,4,90,1
87,237,6,90,1
88,243,6,90,1
89,249,1,90,1
90,251,2,90,1
91,252,4,90,1
92,254,7,90,1
93,255,10,90,1
94,256,1,90,1
95,257,1,90,1
96,262,2,90,1
97,265,13,90,1
98,266,4,90,1
99,267,3,90,1
100,270,8,90,1
101,272,8,90,1
102,273,10,90,1
103,275,12,90,1
104,277,15,90,1
105,281,11,90,1
106,282,6,90,1
107,285,5,90,1
108,287,4,90,1
109,290,0,90,1
110,291,2,90,1
111,295,5,90,1
112,298,2,90,1
113,299,2,90,1
114,300,5,90,1
115,307,2,90,1
116,308,2,90,1
117,315,2,90,1
118,318,5,90,1
119,319,0,90,1
120,326,0,90,1
