rank,prev_rank,name,league,off,def,spi
1,1,Manchester City,Barclays Premier League,2.79,0.2,93.18
2,2,Liverpool,Barclays Premier League,2.98,0.28,93.07
3,3,Bayern Munich,German Bundesliga,3.46,0.52,92.7
4,5,Chelsea,Barclays Premier League,2.52,0.35,88.62
5,4,Barcelona,Spanish Primera Division,2.57,0.57,85.14
6,6,Ajax,Dutch Eredivisie,3.01,0.83,84.94
7,7,Real Madrid,Spanish Primera Division,2.53,0.59,84.21
8,8,RB Leipzig,German Bundesliga,2.57,0.62,84.13
9,9,Paris Saint-Germain,French Ligue 1,2.67,0.71,83.6
10,10,Internazionale,Italy Serie A,2.42,0.64,81.97
11,14,Borussia Dortmund,German Bundesliga,2.61,0.79,81.35
12,12,Arsenal,Barclays Premier League,2.13,0.5,81.3
13,11,Tottenham Hotspur,Barclays Premier League,2.36,0.67,80.81
14,13,Villarreal,Spanish Primera Division,2.15,0.56,80.14
15,15,Atletico Madrid,Spanish Primera Division,2.07,0.54,79.65
16,21,FC Salzburg,Austrian T-Mobile Bundesliga,2.39,0.76,79.28
17,16,FC Porto,Portuguese Liga,2.25,0.67,79.2
18,20,Athletic Bilbao,Spanish Primera Division,1.96,0.54,78.06
19,18,Manchester United,Barclays Premier League,2.16,0.7,77.19
20,19,Bayer Leverkusen,German Bundesliga,2.34,0.83,77.09
21,17,Atalanta,Italy Serie A,2.16,0.71,76.97
22,24,AC Milan,Italy Serie A,2.01,0.61,76.94
23,23,Sporting CP,Portuguese Liga,2.0,0.61,76.83
24,31,Brighton and Hove Albion,Barclays Premier League,1.87,0.56,76.02
25,22,Napoli,Italy Serie A,2.1,0.71,75.98
26,28,Real Sociedad,Spanish Primera Division,1.81,0.53,75.97
27,25,Aston Villa,Barclays Premier League,2.01,0.67,75.77
28,30,Real Betis,Spanish Primera Division,2.01,0.71,74.69
29,37,AS Roma,Italy Serie A,1.99,0.71,74.44
30,32,Crystal Palace,Barclays Premier League,1.92,0.66,74.38
31,38,Feyenoord,Dutch Eredivisie,2.4,1.0,74.34
32,34,Juventus,Italy Serie A,1.99,0.71,74.29
33,27,Mainz,German Bundesliga,2.02,0.74,74.18
34,35,Benfica,Portuguese Liga,2.28,0.94,73.88
35,36,Sevilla FC,Spanish Primera Division,1.71,0.55,73.54
36,26,PSV,Dutch Eredivisie,2.34,1.0,73.53
37,42,Fiorentina,Italy Serie A,1.94,0.72,73.39
38,33,Celta Vigo,Spanish Primera Division,1.85,0.66,73.36
39,43,Lazio,Italy Serie A,2.1,0.85,72.99
40,29,Stade Rennes,French Ligue 1,2.12,0.87,72.89
41,40,AS Monaco,French Ligue 1,1.94,0.74,72.87
42,39,West Ham United,Barclays Premier League,1.96,0.77,72.5
43,41,Lyon,French Ligue 1,2.01,0.82,72.1
44,48,Brentford,Barclays Premier League,1.97,0.8,71.86
45,44,Lille,French Ligue 1,1.7,0.61,71.71
46,57,SC Freiburg,German Bundesliga,2.05,0.87,71.69
47,45,Wolverhampton,Barclays Premier League,1.71,0.63,71.57
48,47,Zenit St Petersburg,Russian Premier Liga,2.08,0.91,71.13
49,51,1. FC Union Berlin,German Bundesliga,1.85,0.75,70.83
50,54,Leicester City,Barclays Premier League,2.01,0.88,70.72
51,46,TSG Hoffenheim,German Bundesliga,2.14,0.98,70.69
52,55,FC Cologne,German Bundesliga,1.92,0.83,70.32
53,49,Eintracht Frankfurt,German Bundesliga,1.99,0.88,70.27
54,50,Strasbourg,French Ligue 1,1.82,0.78,69.88
55,59,Borussia Monchengladbach,German Bundesliga,2.19,1.05,69.86
56,52,Valencia,Spanish Primera Division,1.76,0.73,69.77
57,56,Getafe,Spanish Primera Division,1.52,0.58,69.12
58,58,Marseille,French Ligue 1,1.82,0.8,69.1
59,66,Celtic,Scottish Premiership,2.11,1.03,69.09
60,62,Osasuna,Spanish Primera Division,1.69,0.72,68.91
61,60,Torino,Italy Serie A,1.65,0.71,68.05
62,63,Udinese,Italy Serie A,1.9,0.93,67.67
63,61,Flamengo,Brasileiro Série A,1.87,0.91,67.46
64,67,Rayo Vallecano,Spanish Primera Division,1.66,0.76,67.19
65,64,Newcastle,Barclays Premier League,1.75,0.83,67.09
66,65,Verona,Italy Serie A,1.82,0.91,66.58
67,53,Southampton,Barclays Premier League,1.89,0.97,66.51
68,88,Rangers,Scottish Premiership,1.91,1.0,66.08
69,71,VfL Wolfsburg,German Bundesliga,1.88,0.98,65.99
70,69,VfL Bochum,German Bundesliga,1.72,0.89,65.06
71,73,Dinamo Zagreb,UEFA Europa League,1.83,0.98,64.93
72,68,AZ,Dutch Eredivisie,1.87,1.02,64.76
73,74,Slavia Prague,UEFA Europa Conference League,1.9,1.07,64.29
74,79,Atletico Mineiro,Brasileiro Série A,1.74,0.95,64.03
75,81,VfB Stuttgart,German Bundesliga,1.86,1.06,63.74
76,80,Club Brugge,Belgian Jupiler League,2.03,1.21,63.72
77,77,Shakhtar Donetsk,UEFA Champions League,1.96,1.14,63.71
78,83,Leeds United,Barclays Premier League,1.91,1.1,63.66
79,70,Fulham,English League Championship,1.79,1.01,63.61
80,78,Sassuolo,Italy Serie A,2.08,1.27,63.15
81,72,Braga,Portuguese Liga,1.59,0.87,62.96
82,87,Espanyol,Spanish Primera Division,1.69,0.95,62.9
83,89,Monterrey,Mexican Primera Division Torneo Clausura,1.67,0.94,62.81
84,75,Palmeiras,Brasileiro Série A,1.78,1.03,62.8
85,82,Everton,Barclays Premier League,1.71,0.97,62.74
86,76,Burnley,Barclays Premier League,1.62,0.9,62.67
87,92,Levante,Spanish Primera Division,1.8,1.06,62.59
88,90,FC Twente,Dutch Eredivisie,1.75,1.02,62.39
89,84,FC Augsburg,German Bundesliga,1.76,1.04,62.29
90,86,Elche,Spanish Primera Division,1.62,0.92,62.18
91,91,River Plate,Argentina Primera Division,1.61,0.95,61.26
92,95,Nantes,French Ligue 1,1.51,0.87,61.22
93,97,Lens,French Ligue 1,1.59,0.94,61.15
94,93,Olympiacos,Greek Super League,1.54,0.9,61.08
95,98,Mallorca,Spanish Primera Division,1.61,0.96,60.9
96,85,Tigres UANL,Mexican Primera Division Torneo Clausura,1.73,1.07,60.86
97,94,Anderlecht,Belgian Jupiler League,1.79,1.12,60.85
98,96,Nice,French Ligue 1,1.47,0.86,60.62
99,103,Bologna,Italy Serie A,1.59,0.96,60.59
100,104,Genk,Belgian Jupiler League,1.83,1.2,59.88
101,102,Cadiz,Spanish Primera Division,1.46,0.89,59.65
102,116,KAA Gent,Belgian Jupiler League,1.54,0.95,59.64
103,99,FC Utrecht,Dutch Eredivisie,1.83,1.21,59.53
104,105,Dynamo Kiev,UEFA Champions League,1.66,1.09,58.89
105,101,Watford,Barclays Premier League,1.62,1.06,58.81
106,114,Club América,Mexican Primera Division Torneo Clausura,1.55,0.99,58.75
107,112,Reims,French Ligue 1,1.4,0.88,58.4
