,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1980.0,2058.97,2083.31,2089.84,-111.52,477519,42382,3840,686,4.9%
1,FplSimpson,2059.0,2109.54,2135.02,2125.35,-78.38,154918,8910,69,27,13.7%
2,FplStatsdan,2008.0,2051.19,2055.6,2040.71,-55.03,337666,49930,18853,12786,22.5%
3,FF_Trout,2072.0,2130.49,2134.61,2132.34,-74.4,122524,3968,84,20,14.8%
4,dilksybab,2130.0,2197.56,2174.29,2137.43,-53.27,34473,58,1,19,23.2%
5,theFPLkiwi,1950.0,2050.88,2102.98,2078.07,-141.56,660607,50281,1316,1313,1.7%
6,jameso_12,1968.0,1986.06,2048.38,2018.71,-64.05,547965,186291,24891,30842,18.8%
7,api_kakayou,2135.0,2086.25,2067.46,2054.62,51.9,30539,20267,10671,5797,76.2%
8,usafpl,1985.0,1989.19,2006.65,1977.62,-20.07,451250,175799,86648,98429,39.5%
9,CazzaFPL,2158.0,2141.62,2165.85,2128.56,-1.28,15870,2439,1,20,50.1%
10,PlanetosFPL,2058.0,2119.25,2132.46,2109.47,-76.3,158032,6179,105,84,14.2%
11,analytic_fpl,2096.0,2065.29,2068.17,2057.42,18.51,76610,35626,10202,4906,60%
12,wee_rogue,2044.0,2094.81,2096.97,2067.74,-56.28,198969,15399,1781,2552,22%
13,mtthwmn,2093.0,2108.46,2123.5,2111.0,-35.29,81351,9500,260,63,31.9%
14,cmusson32,2013.0,2071.02,2077.14,2088.1,-79.75,314282,30132,6065,758,13.2%
15,FPLstudent2,2096.0,2177.1,2112.7,2137.33,-59.79,76409,358,707,19,20.4%
16,peterhandleson,1841.0,1898.56,1918.65,1909.52,-81.94,1561770,652267,489626,409650,12.4%
17,chrishp,2139.0,2135.38,2088.97,2080.99,23.79,27176,3361,2689,1134,62.6%
18,plfantasy,2094.0,2051.22,2005.74,1988.8,65.35,80773,49924,88862,73903,82%
19,FPLmeta,2084.0,2081.17,2107.51,2097.07,-25.33,97064,23199,931,404,36.9%
20,FplAuto,2035.0,2103.57,2083.11,2043.81,-55.35,229922,11278,3870,10486,22.4%
21,NourEldin_z3r0,2162.0,2134.5,2060.96,2047.46,67.88,14257,3455,15157,8729,83.2%
22,UkendtPerson45,2101.0,2169.78,2117.34,2100.49,-41.53,68745,527,476,284,29%
23,MikkelTokvam,2114.0,2161.68,2105.53,2086.49,-17.19,50987,780,1070,836,40.6%
24,Klaudioz,2037.0,1970.85,1918.69,1902.7,92.92,224398,240484,489476,449515,90.3%
25,FantasianPL,1932.0,2047.05,2008.76,1996.02,-98.75,785583,55513,82369,61966,7.6%
26,rama96ab,2077.0,2124.06,2098.09,2084.78,-38.9,111917,5130,1705,881,30.2%
27,FPL_LFE,2125.0,2082.82,2015.89,1997.6,79.71,39595,22100,68004,60140,87.3%
28,_jtreble,2147.0,2149.32,2098.07,2070.8,27.65,21913,1609,1705,1834,64.3%
29,DanielSaetre,2111.0,2083.35,2092.53,2072.98,14.16,55006,21729,2202,1625,57.9%
30,FBinary01,2147.0,2078.38,2053.92,2033.85,78.04,21971,24867,19888,17350,86.9%
