,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,gw_points
0,431,Fabianski,21,1,50,9,3.782,False,1,1,3.782
1,139,van Aanholt,31,2,54,9,4.144,False,1,1,4.144
2,255,Robertson,14,2,71,9,4.58,False,1,1,4.58
3,298,Maguire,1,2,54,9,4.545,False,1,1,4.545
4,313,Wan-Bissaka,1,2,54,9,4.478,False,1,1,4.478
5,37,Grealish,7,3,74,9,4.453,False,1,1,4.453
6,254,Salah,14,3,124,9,6.602,True,2,1,13.204
7,302,Fernandes,1,3,105,9,6.289,False,1,1,6.289
8,508,Rodríguez,11,3,79,9,4.745,False,1,1,4.745
9,117,Werner,8,4,94,9,5.1720000000000015,False,1,1,5.1720000000000015
10,514,Watkins,7,4,60,9,4.482,False,1,1,4.482
11,363,McCarthy,20,1,45,9,3.527,False,0,0,0.0
12,443,Balbuena,21,2,44,9,3.193,False,0,0,0.0
13,79,Alzate,36,3,45,9,2.332,False,0,0,0.0
14,262,Brewster,49,4,45,9,2.572,False,0,0,0.0
