,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,gw_points
0,431,Fabianski,21,1,50,9,3.782,False,1,1,3.782
1,139,van Aanholt,31,2,54,9,4.096,False,1,1,4.096
2,155,Digne,11,2,61,9,4.138,False,1,1,4.138
3,232,Chilwell,8,2,60,9,4.215,False,1,1,4.215
4,298,Maguire,1,2,54,9,4.597,False,1,1,4.597
5,313,Wan-Bissaka,1,2,54,9,4.478,False,1,1,4.478
6,37,Grealish,7,3,74,9,4.453,False,1,1,4.453
7,254,Salah,14,3,124,9,6.602,True,2,1,13.204
8,469,Podence,39,3,55,9,3.522,False,1,1,3.522
9,508,Rodríguez,11,3,79,9,4.745,False,1,1,4.745
10,184,Mitrović,54,4,57,9,4.07,False,1,1,4.07
11,483,Ramsdale,49,1,48,9,3.658,False,0,0,0.0
12,302,Fernandes,1,3,105,9,6.289,False,0,0,0.0
13,68,Maupay,36,4,65,9,4.3439999999999985,False,0,0,0.0
14,514,Watkins,7,4,60,9,4.388,False,0,0,0.0
