,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,gw_points
0,455,Patrício,39,1,55,9,3.885,False,1,1,3.885
1,255,Robertson,14,2,71,9,4.58,False,1,1,4.58
2,298,Maguire,1,2,54,9,4.597,False,1,1,4.597
3,313,Wan-Bissaka,1,2,54,9,4.478,False,1,1,4.478
4,37,Grealish,7,3,74,9,4.453,False,1,1,4.453
5,254,Salah,14,3,124,9,6.602,True,2,1,13.204
6,302,Fernandes,1,3,105,9,6.289,False,1,1,6.289
7,508,Rodríguez,11,3,79,9,4.745,False,1,1,4.745
8,68,Maupay,36,4,65,9,4.3439999999999985,False,1,1,4.3439999999999985
9,117,Werner,8,4,94,9,5.112,False,1,1,5.112
10,514,Watkins,7,4,60,9,4.388,False,1,1,4.388
11,583,Norris,90,1,40,9,0.0,False,0,0,0.0
12,529,Jagielka,49,2,40,9,0.0,False,0,0,0.0
13,536,Driscoll-Glennon,90,2,40,9,0.0,False,0,0,0.0
14,222,James,13,3,43,9,0.0,False,0,0,0.0
