Pos,ID,Name,BV,SV,Team,17_xMins,18_xMins,19_xMins,20_xMins,21_xMins,22_xMins,17_Pts,18_Pts,19_Pts,20_Pts,21_Pts,22_Pts
G,1,Raya,6.0,6.0,Arsenal,89.10,89.10,89.10,89.10,89.10,89.10,4.14,3.72,3.99,3.69,3.57,3.97
G,2,Arrizabalaga,4.1,4.1,Arsenal,1.20,1.20,1.20,1.20,1.20,1.20,0.05,0.05,0.05,0.04,0.04,0.05
G,4,Setford,3.9,3.9,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,5,Gabriel,6.2,6.2,Arsenal,0.00,18.60,71.40,84.45,84.45,84.45,0.00,1.15,4.57,5.19,4.86,5.24
D,6,Saliba,5.9,5.9,Arsenal,86.70,84.90,84.90,84.45,84.45,84.45,4.84,4.18,4.44,4.12,3.84,4.32
D,7,Calafiori,5.7,5.7,Arsenal,79.80,79.05,76.80,76.05,76.05,76.05,4.75,4.42,4.55,4.18,4.03,4.47
D,8,J.Timber,6.5,6.5,Arsenal,85.50,85.50,85.50,82.50,82.50,82.50,4.63,4.22,4.41,3.97,3.77,4.22
D,10,Lewis-Skelly,5.1,5.1,Arsenal,29.55,20.25,20.85,13.80,13.80,13.80,1.28,0.77,0.80,0.52,0.50,0.52
D,11,White,5.3,5.3,Arsenal,0.00,0.00,0.00,8.55,8.55,8.55,0.00,0.00,0.00,0.43,0.42,0.45
D,12,Zinchenko,4.9,4.9,Nott'm Forest,38.40,35.10,35.10,28.35,28.35,0.00,1.67,1.21,1.66,1.09,1.26,0.00
D,13,Clarke,3.8,3.8,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,15,Nichols,3.8,3.8,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,16,Saka,10.3,10.3,Arsenal,79.05,79.05,79.05,79.05,79.05,79.05,5.35,5.87,5.58,5.55,5.32,5.42
M,17,Ødegaard,7.8,7.8,Arsenal,70.20,70.20,70.20,70.20,70.20,70.20,3.63,3.90,3.84,3.70,3.60,3.69
M,18,Madueke,6.8,6.8,Arsenal,22.95,22.95,22.95,22.95,22.95,22.95,1.22,1.33,1.29,1.26,1.22,1.24
M,19,Martinelli,6.8,6.8,Arsenal,12.15,12.15,12.15,12.15,12.15,12.15,0.71,0.78,0.74,0.74,0.72,0.72
M,20,Trossard,6.9,6.9,Arsenal,66.60,33.00,33.00,33.00,33.00,33.00,3.60,1.91,1.85,1.83,1.78,1.79
M,21,Rice,7.1,7.1,Arsenal,79.50,79.50,79.50,79.50,79.50,79.50,4.25,4.45,4.44,4.22,4.08,4.37
M,22,Merino,6.0,6.0,Arsenal,26.40,26.40,26.40,26.40,26.40,26.40,1.38,1.53,1.49,1.45,1.39,1.43
M,24,Nørgaard,5.2,5.2,Arsenal,5.70,5.70,5.70,5.70,5.70,5.70,0.22,0.23,0.23,0.22,0.22,0.22
