Pos,ID,Name,BV,SV,Team,12_xMins,13_xMins,14_xMins,15_xMins,16_xMins,17_xMins,12_Pts,13_Pts,14_Pts,15_Pts,16_Pts,17_Pts
G,1,Raya,5.9,5.9,Arsenal,89.10,89.10,89.10,89.10,89.10,89.10,4.23,3.70,4.27,3.91,4.55,4.08
G,2,Arrizabalaga,4.2,4.2,Arsenal,1.20,1.20,1.20,1.20,1.20,1.20,0.05,0.04,0.05,0.05,0.05,0.05
G,4,Setford,4.0,4.0,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,5,Gabriel,6.5,6.5,Arsenal,0.00,0.00,0.00,0.00,0.00,84.45,0.00,0.00,0.00,0.00,0.00,4.95
D,6,Saliba,6.0,6.0,Arsenal,87.45,87.45,87.45,87.45,87.45,84.45,4.47,3.47,4.59,4.22,4.91,4.21
D,7,Calafiori,5.8,5.8,Arsenal,76.80,76.80,76.80,76.80,76.80,71.85,4.34,3.32,4.43,3.84,4.93,3.95
D,8,J.Timber,6.2,6.2,Arsenal,80.40,80.40,80.40,80.40,80.40,80.40,4.40,3.37,4.54,3.91,5.00,4.08
D,10,Lewis-Skelly,5.1,5.1,Arsenal,24.60,24.60,24.60,24.60,24.60,21.75,1.06,0.91,1.07,0.98,1.14,0.83
D,11,White,5.3,5.3,Arsenal,13.50,13.50,13.50,13.50,13.50,13.50,0.67,0.57,0.69,0.63,0.75,0.66
D,12,Zinchenko,4.9,4.9,Nott'm Forest,0.00,28.35,28.35,28.35,28.35,28.35,0.00,1.16,1.30,1.17,1.23,1.15
D,13,Clarke,3.8,3.8,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,15,Nichols,3.9,3.9,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,16,Saka,10.1,10.1,Arsenal,84.15,84.15,79.05,79.05,79.05,79.05,6.18,5.01,5.99,5.04,6.50,5.11
M,17,Ødegaard,7.8,7.8,Arsenal,14.55,38.10,77.55,77.55,77.55,77.55,0.83,1.80,4.44,3.80,4.89,3.90
M,18,Madueke,6.8,6.8,Arsenal,2.25,14.10,21.00,21.00,21.00,21.00,0.14,0.70,1.28,1.11,1.38,1.10
M,19,Martinelli,6.8,6.8,Arsenal,1.65,8.25,12.15,12.15,12.15,12.15,0.11,0.43,0.79,0.68,0.84,0.68
M,20,Trossard,6.9,6.9,Arsenal,78.15,48.75,28.65,28.65,28.65,28.65,4.37,2.32,1.73,1.49,1.85,1.51
M,21,Rice,6.9,6.9,Arsenal,84.75,84.75,78.15,78.15,78.15,78.15,4.53,3.95,4.20,3.88,4.61,3.86
M,22,Merino,5.9,5.9,Arsenal,80.55,25.80,20.40,20.40,20.40,20.40,4.86,1.31,1.26,1.08,1.32,1.09
