,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,257,Ederson,43,1,60,15,4.181,False,1,9.2,4.181
1,237,Alexander-Arnold,14,2,80,15,5.224,False,1,38.7,5.224
2,370,Reguilón,6,2,52,15,4.964,False,1,13.9,4.964
3,588,Emerson Royal,6,2,49,15,4.243,False,1,0.6,4.243
4,233,Salah,14,3,130,15,6.735,True,2,72.6,13.47
5,240,Jota,14,3,79,15,5.3020000000000005,False,1,25.5,5.3020000000000005
6,254,Mahrez,43,3,86,15,5.684,False,1,2.5,5.684
7,277,Fernandes,1,3,116,15,5.339,False,1,16.5,5.339
8,359,Son,6,3,104,15,6.039,False,1,20.4,6.039
9,357,Kane,6,4,123,15,6.081,False,1,10.9,6.081
10,579,Ronaldo,1,4,123,15,5.375,False,1,26.9,5.375
