,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
49,EuanThompson,1491.0,1494.91,1483.38,1472.23,-12.55,13780,439,1,1,41.1%
50,FPLrookie1,1403.0,1429.29,1401.7,1381.86,-20.65,227423,16823,16470,17251,35.4%
51,FplBudget,1446.0,1366.55,1381.97,1371.56,51.7,71107,163025,51220,31634,83.7%
52,FF_Vader,1442.0,1417.54,1423.22,1400.82,7.72,80370,29095,3444,4716,55.6%
53,alasdairtweets,1494.0,1442.6,1429.12,1411.5,46.39,12389,8645,2027,1832,80.6%
54,fpl_analytic,1342.0,1296.58,1350.14,1338.59,-8.6,717153,765034,180538,140914,43.9%
55,stephendeyoung,1342.0,1316.78,1334.2,1311.62,0.33,717153,535456,290724,334884,50%
56,James_Ingram15,1401.0,1417.74,1432.16,1419.7,-43.07,235870,28958,1323,888,22%
57,FPL_Kid,1415.0,1393.23,1372.39,1366.77,17.71,170385,75342,77166,41143,62.9%
58,fpl_jan,1535.0,1504.19,1433.12,1406.26,69.31,1810,138,1222,2950,90.3%
59,FPL_Mezzala,1454.0,1483.85,1453.65,1438.69,-24.1,55041,813,86,237,33%
60,morstats,1419.0,1407.57,1354.68,1336.54,34.17,151359,44627,157565,152323,73.7%
61,FplOpinion,1386.0,1372.4,1398.21,1395.62,-24.15,329170,139816,20310,7519,33%
62,_NeilFPL,1420.0,1429.89,1426.06,1413.75,-23.51,148423,16400,2632,1400,33.6%
63,UnderstandingF8,1374.0,1314.24,1295.88,1275.83,59.01,419830,561461,754883,800162,86.4%
64,EejRoberts,1367.0,1425.99,1433.46,1422.21,-80.88,472460,19978,1178,786,7.9%
65,FPL_Gents,1390.0,1401.73,1407.59,1393.2,-31.4,304517,53806,10826,8480,27.8%
66,FPLHaggis,1418.0,1413.87,1402.49,1385.73,-2.65,157930,35028,15675,13767,48%
67,Jumpthewave,1433.0,1445.97,1412.14,1393.5,-3.39,105206,7570,8066,8435,47.5%
68,DarraghNoonan,1444.0,1432.2,1400.21,1386.04,18.53,75069,14214,17923,13663,63.4%
