,ID,Points,Minutes,sim
0,2,2,90,1
1,3,6,90,1
2,6,3,90,1
3,7,3,90,1
4,13,16,90,1
5,15,6,90,1
6,16,6,90,1
7,19,4,90,1
8,21,2,90,1
9,25,3,90,1
10,26,8,90,1
11,28,5,90,1
12,31,1,90,1
13,33,1,90,1
14,37,5,90,1
15,39,1,90,1
16,40,7,90,1
17,43,1,90,1
18,44,1,90,1
19,45,2,90,1
20,46,2,90,1
21,47,2,90,1
22,53,2,90,1
23,57,1,90,1
24,59,1,90,1
25,66,3,90,1
26,67,2,90,1
27,69,2,90,1
28,70,2,90,1
29,71,1,90,1
30,73,1,90,1
31,79,2,90,1
32,80,8,90,1
33,81,2,90,1
34,84,5,90,1
35,85,2,90,1
36,88,8,90,1
37,89,2,90,1
38,95,10,90,1
39,103,9,90,1
40,104,8,90,1
41,106,6,90,1
42,107,8,90,1
43,108,6,90,1
44,109,6,90,1
45,110,6,90,1
46,111,6,90,1
47,112,9,90,1
48,113,6,90,1
49,116,6,90,1
50,124,7,90,1
51,125,2,90,1
52,127,6,90,1
53,128,6,90,1
54,132,3,90,1
55,133,6,90,1
56,136,6,90,1
57,140,3,90,1
58,145,4,90,1
59,150,10,90,1
60,152,4,90,1
61,153,2,90,1
62,158,7,90,1
63,159,2,90,1
64,160,2,90,1
65,161,2,90,1
66,164,2,90,1
67,165,2,90,1
68,169,2,90,1
69,170,6,90,1
70,171,2,90,1
71,178,6,90,1
72,182,8,90,1
73,186,6,90,1
74,191,10,90,1
75,194,6,90,1
76,197,6,90,1
77,199,6,90,1
78,201,2,90,1
79,205,2,90,1
80,210,2,90,1
81,211,2,90,1
82,212,5,90,1
83,220,2,90,1
84,221,2,90,1
85,223,2,90,1
86,225,2,90,1
87,230,2,90,1
88,231,2,90,1
89,233,2,90,1
90,235,2,90,1
91,238,2,90,1
92,242,2,90,1
93,244,2,90,1
94,245,2,90,1
95,246,2,90,1
96,249,8,90,1
97,252,2,90,1
98,254,2,90,1
99,257,2,90,1
100,258,2,90,1
101,259,2,90,1
102,261,5,90,1
103,265,2,90,1
104,266,2,90,1
105,270,3,90,1
106,272,6,90,1
107,275,2,90,1
108,276,4,90,1
109,279,6,90,1
110,280,5,90,1
111,281,2,90,1
112,282,2,90,1
113,283,2,90,1
114,284,2,90,1
115,285,2,90,1
116,295,2,90,1
117,296,2,90,1
118,297,9,90,1
119,299,6,90,1
120,301,3,90,1
121,303,3,90,1
122,305,8,90,1
123,306,6,90,1
124,307,6,90,1
125,309,9,90,1
126,312,6,90,1
127,313,6,90,1
128,314,3,90,1
129,315,4,90,1
130,318,4,90,1
131,327,3,90,1
132,329,2,90,1
133,331,2,90,1
134,332,1,90,1
135,333,2,90,1
136,337,1,90,1
137,340,2,90,1
138,342,4,90,1
139,345,6,90,1
140,346,7,90,1
141,349,2,90,1
142,357,5,90,1
143,358,2,90,1
144,366,5,90,1
145,368,7,90,1
146,369,4,90,1
147,371,2,90,1
148,374,2,90,1
149,376,2,90,1
150,377,2,90,1
151,385,2,90,1
152,387,2,90,1
153,394,10,90,1
154,400,2,90,1
