,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1980.0,2058.97,2083.31,2089.84,-114.06,477519,19515,1098,142,4.7%
1,FplSimpson,2059.0,2109.54,2135.02,2125.35,-80.92,154918,3266,2,1,12.7%
2,FplStatsdan,2008.0,2051.19,2055.6,2040.71,-57.57,337666,24586,4772,3061,21.5%
3,FF_Trout,2072.0,2130.49,2134.61,2132.34,-76.94,122524,1258,2,1,13.9%
4,dilksybab,2130.0,2197.56,2174.29,2137.43,-55.81,34473,7,1,1,22.3%
5,theFPLkiwi,1950.0,2050.88,2102.98,2078.07,-144.1,660607,24788,251,339,1.5%
6,jameso_12,1968.0,1986.06,2048.38,2018.71,-66.59,547965,107821,7160,10130,17.6%
7,api_kakayou,2135.0,2086.25,2067.46,2054.62,49.36,30539,8596,2686,1515,75.7%
8,usafpl,1985.0,1989.19,2006.65,1977.62,-22.61,451250,101801,36359,42684,37.9%
9,CazzaFPL,2158.0,2141.62,2165.85,2128.56,-3.82,15870,589,1,1,48.5%
10,PlanetosFPL,2058.0,2119.25,2132.46,2109.47,-78.84,158032,2060,2,5,13.4%
11,analytic_fpl,2096.0,2065.29,2068.17,2057.42,15.97,76610,16062,2617,1273,59%
12,wee_rogue,2044.0,2094.81,2096.97,2067.74,-58.82,198969,6193,419,672,20.9%
13,mtthwmn,2093.0,2108.46,2123.5,2111.0,-37.83,81351,3418,22,4,30.1%
14,cmusson32,2013.0,2071.02,2077.14,2088.1,-82.29,314282,13605,1473,149,12.3%
15,FPLstudent2,2096.0,2177.1,2112.7,2137.33,-62.33,76409,53,94,1,19.4%
16,peterhandleson,1841.0,1898.56,1918.65,1909.52,-84.48,1561770,445345,275227,220977,11.7%
17,chrishp,2139.0,2135.38,2088.97,2080.99,21.25,27176,959,764,269,61.5%
18,plfantasy,2094.0,2051.22,2005.74,1988.8,62.81,80773,24565,37583,30864,81.5%
19,FPLmeta,2084.0,2081.17,2107.51,2097.07,-27.87,97064,10074,167,79,35%
20,FplAuto,2035.0,2103.57,2083.11,2043.81,-57.89,229922,4300,1108,2625,21.4%
21,NourEldin_z3r0,2162.0,2134.5,2060.96,2047.46,65.34,14257,1019,3629,2193,82.5%
22,UkendtPerson45,2101.0,2169.78,2117.34,2100.49,-44.07,68745,90,63,39,27.5%
23,MikkelTokvam,2114.0,2161.68,2105.53,2086.49,-19.73,50987,231,195,175,39.6%
24,Klaudioz,2037.0,1970.85,1918.69,1902.7,90.38,224398,144714,275227,250974,90.6%
25,FantasianPL,1932.0,2047.05,2008.76,1996.02,-101.29,785583,27683,34381,24388,7%
26,rama96ab,2077.0,2124.06,2098.09,2084.78,-41.44,111917,1617,341,187,28.6%
27,FPL_LFE,2125.0,2082.82,2015.89,1997.6,77.17,39595,9645,26477,23128,87.1%
28,_jtreble,2147.0,2149.32,2098.07,2070.8,25.11,21913,419,341,565,63.5%
29,DanielSaetre,2111.0,2083.35,2092.53,2072.98,11.62,55006,9444,610,422,56.6%
30,FBinary01,2147.0,2078.38,2053.92,2033.85,75.5,21971,10879,5230,4865,86.7%
31,FPL_Data,1980.0,2042.55,2010.17,2016.23,-59.14,479449,31227,32821,11302,20.8%
32,FPL_ElStatto,2023.0,1980.7,2002.48,1985.02,17.05,274882,120357,40673,34803,59.5%
33,FplSigurd,2140.0,2189.62,2151.07,2130.41,-33.01,26524,11,1,1,32.4%
34,JoeBopara,1996.0,2057.71,2078.3,2046.78,-81.41,394715,20210,1427,2243,12.6%
35,dLincolnlawyer,2097.0,2152.41,2103.01,2094.69,-35.64,75048,378,251,84,30.9%
36,FPL_Statoholic,2104.0,2003.27,2058.26,2064.97,44.87,64150,78672,4104,800,73.5%
37,FplAmateur,2106.0,2034.88,1996.28,1982.18,85.54,60978,38545,48712,38058,89.4%
38,wolacola,2130.0,2139.05,2117.28,2118.56,-11.2,35025,738,63,4,44.2%
39,Hashtag_MEGA,2037.0,2110.38,2128.37,2127.64,-101.72,221521,3174,20,1,6.9%
40,dav_fifa,2064.0,1937.83,1909.21,1894.11,134.19,143686,252002,324862,289953,97.7%
41,MaulanaRiandi,2190.0,2170.66,2089.53,2061.84,67.1,5463,84,759,977,83%
42,Rak464,2086.0,2050.4,2074.73,2050.93,10.77,94726,25061,1667,1799,56.3%
43,ArneBarsnes,2199.0,2133.85,2119.11,2103.71,63.89,3852,1073,62,21,81.9%
44,FPL_PapaSmurf,2038.0,1971.99,1976.51,1969.68,48.83,219943,141855,81135,52747,75.5%
45,gezza96,2187.0,2135.65,2069.11,2050.07,86.32,6216,942,2490,1872,89.6%
46,Raghy78d,2181.0,2147.18,2132.73,2101.24,37.8,7526,451,2,36,69.8%
47,pdhFPL,2024.0,2146.02,2112.03,2125.26,-119.95,269830,471,109,1,3.5%
48,NeilRankinZA,2030.0,1977.35,1955.72,1965.48,47.54,247131,129524,137168,58660,74.9%
49,EuanThompson,2192.0,2198.75,2147.98,2136.54,15.0,5128,7,1,1,58.5%
