,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,8,Leno,3,1,49,18,4.16,False,1,8.3,4.16
1,17,Tierney,3,2,53,18,4.0139999999999985,False,1,5.7,4.0139999999999985
2,277,Cancelo,43,2,57,18,4.07,False,1,8.7,4.07
3,556,Dias,43,2,58,18,4.603,False,1,7.8,4.603
4,4,Aubameyang,3,3,114,18,5.2879999999999985,False,1,7.3,5.2879999999999985
5,272,De Bruyne,43,3,116,18,6.698,True,2,20.2,13.396
6,276,Sterling,43,3,114,18,5.947,False,1,4.8,5.947
7,302,Fernandes,1,3,112,18,5.654,False,1,50.8,5.654
8,306,Rashford,1,3,95,18,5.2410000000000005,False,1,11.0,5.2410000000000005
9,268,Agüero,43,4,103,18,4.298,False,1,1.6,4.298
10,388,Kane,6,4,110,18,5.294,False,1,42.8,5.294
