,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,257,Ederson,43,1,61,36,8.478,False,1,12.1,8.478
1,122,Alonso,8,2,57,36,8.852,False,1,13.5,8.852
2,237,Alexander-Arnold,14,2,84,36,10.124,False,1,38.8,10.124
3,256,Cancelo,43,2,72,36,9.205,False,1,40.8,9.205
4,262,Dias,43,2,61,36,8.547,False,1,17.0,8.547
5,22,Saka,3,3,67,36,9.231000000000002,False,1,29.8,9.231000000000002
6,230,Mané,14,3,118,36,9.948,False,1,4.0,9.948
7,233,Salah,14,3,133,36,12.3,True,2,58.9,24.6
8,251,De Bruyne,43,3,119,36,9.731,False,1,10.6,9.731
9,180,Richarlison,11,4,75,36,8.456,False,1,7.7,8.456
10,357,Kane,6,4,124,36,9.133,False,1,20.7,9.133
