,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,281,Alisson,14,1,54,25,8.037,False,1,16.4,8.037
1,16,Gabriel,3,2,52,25,8.741,False,1,13.4,8.741
2,280,Van Dijk,14,2,65,25,7.9129999999999985,False,1,10.9,7.9129999999999985
3,284,Robertson,14,2,68,25,8.536999999999999,False,1,8.1,8.536999999999999
4,285,Alexander-Arnold,14,2,73,25,9.687,False,1,22.4,9.687
5,7,Ødegaard,3,3,70,25,9.063,False,1,39.0,9.063
6,13,Saka,3,3,84,25,12.015999999999998,False,1,38.5,12.015999999999998
7,19,Martinelli,3,3,65,25,7.874,False,1,33.3,7.874
8,283,Salah,14,3,127,25,12.315999999999999,True,2,31.0,24.631999999999998
9,11,Nketiah,3,4,68,25,10.013,False,1,13.4,10.013
10,297,Darwin,14,4,87,25,8.495000000000001,False,1,13.6,8.495000000000001
