,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1038.0,1089.93,1086.85,1085.94,-64.72,418933,11081,310,5,10.8%
1,FplSimpson,1017.0,1078.92,1087.4,1074.94,-78.85,670591,20963,301,219,6.9%
2,FplStatsdan,960.0,1014.81,1053.06,1040.85,-93.13,1679168,327238,20487,13468,3.6%
3,FF_Trout,1044.0,1076.97,1092.06,1086.6,-57.13,359666,24098,223,5,13.9%
4,dilksybab,1051.0,1112.7,1096.86,1073.77,-57.43,298476,2303,36,226,13.8%
5,theFPLkiwi,929.0,1001.32,1048.06,1034.02,-116.06,2350686,480225,33509,28477,1.2%
6,jameso_12,968.0,979.15,1027.02,1002.53,-51.96,1512033,790869,139482,206953,16.2%
7,api_kakayou,1092.0,1048.33,1042.85,1036.81,34.43,79641,94340,48347,20307,77.3%
8,usafpl,989.0,1003.13,1029.05,1011.03,-41.55,1117377,459070,120366,139896,21.4%
9,CazzaFPL,1051.0,1066.51,1103.38,1074.75,-46.97,301666,41748,1,219,18.6%
10,PlanetosFPL,1020.0,1075.35,1082.7,1067.27,-70.41,632620,26102,717,648,9%
11,analytic_fpl,995.0,1026.88,1067.82,1052.27,-70.93,1007570,230770,4323,3888,8.9%
12,rogue_wee,986.0,1034.98,1036.21,1021.19,-59.81,1168860,165965,78472,73693,12.8%
13,mtthwmn,1073.0,1092.33,1083.51,1075.51,-25.48,154899,9377,633,66,31.3%
14,cmusson32,1041.0,1061.33,1055.96,1059.93,-33.23,387192,53027,15165,1570,25.8%
15,FPLstudent2,1011.0,1074.94,1064.47,1076.48,-76.07,754845,26685,6625,63,7.5%
16,peterhandleson,961.0,990.85,1020.83,1007.63,-61.9,1658394,610524,183556,163436,11.9%
17,chrishp,1030.0,1061.29,1045.61,1038.14,-32.72,507074,53079,39699,18396,26.1%
18,plfantasy,1087.0,1053.23,1034.58,1018.83,37.43,97306,77446,88055,90039,79.1%
19,FPLmeta,1091.0,1072.13,1065.87,1064.49,8.52,81249,30764,5371,783,56.8%
20,FplAuto,963.0,1039.15,1035.29,1014.55,-81.29,1619032,139241,82919,117014,6.2%
21,NourEldin_z3r0,1094.0,1081.16,1062.17,1046.26,16.8,73896,18562,8404,8788,64.1%
22,UkendtPerson45,953.0,1074.25,1064.14,1052.44,-125.15,1828592,27616,7016,3863,0.8%
23,MikkelTokvam,1098.0,1124.94,1083.41,1066.67,-6.56,61738,965,648,661,45.4%
24,Klaudioz,1044.0,996.44,974.76,961.32,52.56,366682,540312,875710,854388,87%
25,FantasianPL,938.0,1030.12,1025.11,1013.52,-99.71,2147373,201623,152929,121936,2.8%
26,rama96ab,1040.0,1081.95,1045.07,1041.14,-29.48,400652,17928,41860,13270,28.6%
27,FPL_LFE,1072.0,1063.27,1020.42,1001.33,30.9,162815,47767,186084,215481,75%
28,_jtreble,1082.0,1099.82,1084.7,1062.59,-14.41,116211,5971,559,939,38.9%
29,DanielSaetre,1115.0,1072.86,1075.02,1063.64,29.35,30302,29699,1724,904,73.9%
30,Sriniva43849177,863.0,915.01,924.44,918.93,-72.11,3774821,2248796,2113638,1891254,8.6%
31,FBinary01,1142.0,1054.72,1048.42,1038.18,80.13,7263,72203,30133,18210,95.6%
32,FPL_Data,997.0,1030.75,1042.95,1040.92,-57.07,976603,194580,48107,13413,13.9%
33,FPL_ElStatto,1013.0,983.16,1011.5,1000.48,-1.81,729450,739223,272478,223040,48.4%
34,FplSigurd,1040.0,1110.65,1079.51,1071.72,-60.91,399732,2763,1031,292,12.2%
35,JoeBopara,978.0,1036.91,1050.3,1028.51,-76.02,1319617,151315,25961,44822,7.5%
36,dLincolnlawyer,1098.0,1107.76,1051.59,1053.73,14.34,62649,3223,23041,3592,62.1%
37,FPL_Statoholic,1046.0,1012.62,1071.08,1066.49,-22.12,342148,351239,2864,691,33.5%
38,FplAmateur,1103.0,1062.65,1041.58,1029.15,44.55,49902,49631,52768,41663,83.3%
39,wolacola,1065.0,1091.76,1092.33,1085.47,-40.03,201203,9644,217,5,22.3%
40,Hashtag_MEGA,1056.0,1071.4,1075.27,1069.38,-31.38,259600,32191,1666,540,27.2%
41,dav_fifa,1120.0,984.58,975.14,967.27,129.67,24088,704408,865376,718309,99.6%
42,MaulanaRiandi,1102.0,1109.57,1076.55,1057.67,7.49,52297,2913,1471,2059,56.1%
43,Rak464,1025.0,1017.0,1041.48,1025.42,-19.09,570777,304133,53138,57272,35.6%
44,ArneBarsnes,1107.0,1081.36,1064.46,1058.97,24.37,42481,18438,6625,1860,70.2%
45,FPL_PapaSmurf,1077.0,1031.29,1022.7,1010.12,41.04,138044,192103,168909,145874,81.1%
46,gezza96,1125.0,1114.75,1060.66,1055.72,35.4,18723,2071,9733,2811,77.7%
47,Raghy78d,1145.0,1094.08,1093.53,1069.55,44.57,6053,8194,196,519,83.3%
48,pdhFPL,1031.0,1114.53,1094.62,1090.55,-83.15,494485,2100,189,1,5.7%
49,NeilRankinZA,994.0,973.29,953.6,955.09,18.94,1024777,903341,1381633,1003170,66.2%
50,EuanThompson,1072.0,1105.59,1108.77,1099.15,-47.74,160117,3639,1,1,18.2%
51,FPLrookie1,1053.0,1081.04,1067.99,1049.41,-27.38,286761,18583,4309,5722,29.8%
