,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1435.0,1469.07,1497.25,1495.26,-85.13,529167,33605,777,78,8.8%
1,FplSimpson,1424.0,1456.54,1506.69,1488.38,-93.22,626230,53845,275,200,6.6%
2,FplStatsdan,1389.0,1418.17,1468.44,1453.37,-91.06,989560,168402,8298,6267,7.3%
3,FF_Trout,1517.0,1521.78,1513.23,1508.24,-29.21,96202,2407,30,2,31.4%
4,dilksybab,1510.0,1539.19,1525.15,1499.99,-42.77,115220,797,2,23,23.8%
5,theFPLkiwi,1361.0,1405.15,1451.32,1432.1,-101.74,1335001,236879,24184,26292,4.6%
6,jameso_12,1413.0,1396.48,1439.29,1411.98,-35.91,732398,293605,46727,66953,27.3%
7,api_kakayou,1554.0,1445.56,1434.99,1422.95,87.88,31838,77155,56901,40835,94.1%
8,usafpl,1380.0,1377.84,1416.84,1396.84,-50.16,1095992,428996,119612,124590,20.1%
9,CazzaFPL,1541.0,1480.17,1520.48,1489.26,11.5,48747,22040,5,177,57.4%
10,PlanetosFPL,1435.0,1460.9,1493.22,1470.51,-72.63,530255,45416,1011,1628,12.3%
11,analytic_fpl,1501.0,1451.46,1484.45,1470.3,-0.63,144850,63867,2541,1637,49.5%
12,rogue_wee,1433.0,1444.97,1455.1,1432.25,-43.19,547031,78629,20021,26192,23.6%
13,mtthwmn,1477.0,1464.83,1487.59,1477.11,-32.15,247157,39553,2020,943,29.5%
14,cmusson32,1440.0,1452.89,1464.92,1472.79,-56.13,488144,60457,10991,1466,18.1%
15,FPLstudent2,1489.0,1533.63,1484.82,1504.07,-49.45,191307,1238,2486,20,20.4%
16,peterhandleson,1343.0,1361.09,1375.34,1362.17,-55.55,1580261,590066,424216,375269,18.2%
17,chrishp,1497.0,1487.66,1463.28,1455.17,-2.97,159636,15650,12203,5495,47.6%
18,plfantasy,1530.0,1453.51,1435.13,1415.72,63.94,68414,59245,56282,56670,86.1%
19,FPLmeta,1502.0,1468.71,1482.81,1476.33,-6.4,140700,33842,2833,984,45.5%
