,player_id,web_name,team_code,element_type,now_cost,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,257,Ederson,43,1,60,3.9963333333333333,False,1,1,9.0,3.9963333333333333
1,142,James,8,2,59,4.640000000000001,False,1,1,19.4,4.640000000000001
2,237,Alexander-Arnold,14,2,77,4.865666666666666,False,1,1,28.6,4.865666666666666
3,275,Shaw,1,2,52,3.826333333333334,False,1,1,20.2,3.826333333333334
4,33,Grealish,43,3,78,4.344444444444445,False,1,1,13.5,4.344444444444445
5,96,Mbeumo,94,3,56,3.893444444444444,False,1,1,4.6,3.893444444444444
6,233,Salah,14,3,130,6.785777777777778,True,2,1,71.3,13.571555555555555
7,240,Jota,14,3,75,4.135555555555555,False,1,1,12.6,4.135555555555555
8,265,Foden,43,3,83,4.740666666666667,False,1,1,14.7,4.740666666666667
9,78,Toney,94,4,67,3.9508888888888882,False,1,1,22.8,3.9508888888888882
10,413,Antonio,21,4,82,4.266555555555556,False,1,1,47.1,4.266555555555556
11,376,Foster,57,1,41,2.906,False,0,0,22.6,0.0
12,110,Lowton,90,2,44,2.85,False,0,0,1.7,0.0
13,590,Tomiyasu,3,2,46,2.8622222222222224,False,0,0,3.5,0.0
14,518,Broja,20,4,50,2.7165555555555554,False,0,0,1.4,0.0
