,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,278,Ederson,43,1,61,28,4.405,False,1,10.2,4.405
1,155,Digne,11,2,62,28,4.503,False,1,10.0,4.503
2,255,Robertson,14,2,72,28,4.737,False,1,15.0,4.737
3,259,Alexander-Arnold,14,2,74,28,4.698,False,1,13.8,4.698
4,254,Salah,14,3,125,28,5.841,False,1,38.9,5.841
5,272,De Bruyne,43,3,118,28,4.925,False,1,16.6,4.925
6,276,Sterling,43,3,116,28,5.475,False,1,10.5,5.475
7,302,Fernandes,1,3,115,28,5.401,False,1,56.6,5.401
8,306,Rashford,1,3,96,28,5.08,False,1,11.1,5.08
9,224,Vardy,13,4,102,28,5.8660000000000005,True,2,20.2,11.732000000000001
10,388,Kane,6,4,112,28,5.147,False,1,34.4,5.147
