,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,30,Martínez,7,1,55,23,6.541,False,1,12.6,6.541
1,38,Mings,7,2,50,23,5.484,False,1,5.9,5.484
2,44,Cash,7,2,51,23,5.3020000000000005,False,1,4.5,5.3020000000000005
3,45,Konsa,7,2,49,23,5.561,False,1,1.6,5.561
4,168,Digne,7,2,50,23,5.431,False,1,4.8,5.431
5,237,Alexander-Arnold,14,2,84,23,5.471,False,1,44.5,5.471
6,138,Mount,8,3,77,23,5.246,False,1,26.3,5.246
7,196,Raphinha,2,3,65,23,7.097,True,2,15.0,14.194
8,681,Coutinho,7,3,70,23,6.299,False,1,1.1,6.299
9,40,Watkins,7,4,77,23,6.848,False,1,13.3,6.848
10,189,Bamford,2,4,77,23,5.7379999999999995,False,1,3.1,5.7379999999999995
