,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,170,Pickford,11,1,49,29,7.24,False,1,1,4.6,7.24
1,165,Coleman,11,2,49,29,6.325,False,1,1,0.8,6.325
2,234,Robertson,14,2,72,29,8.443000000000001,False,1,1,8.3,8.443000000000001
3,237,Alexander-Arnold,14,2,85,29,9.493,False,1,1,46.8,9.493
4,370,Reguilón,6,2,52,29,6.404,False,1,1,11.2,6.404
5,22,Saka,3,3,66,29,9.289,False,1,1,27.6,9.289
6,26,Martinelli,3,3,53,29,7.191,False,1,1,3.2,7.191
7,233,Salah,14,3,133,29,12.537,True,2,1,62.7,25.074
8,6,Lacazette,3,4,83,29,9.093,False,1,1,7.1,9.093
9,109,Wood,4,4,67,29,6.803000000000001,False,1,1,2.8,6.803000000000001
10,357,Kane,6,4,124,29,9.47,False,1,1,19.5,9.47
11,376,Foster,57,1,41,29,3.215,False,0,0,18.9,0.0
12,302,Manquillo,4,2,39,29,3.153,False,0,0,5.0,0.0
13,70,Bissouma,36,3,44,29,4.666,False,0,0,5.0,0.0
14,171,Allan,11,3,43,29,5.0779999999999985,False,0,0,3.5,0.0
