,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
0,0.0,0.0,232223,0,0,-1,1,0,4,0.0,0.0,0,Folarin,0.0,1,False,Transferred to Monaco,2023-08-31T08:55:15.272751Z,44,232223.jpg,0.0,Balogun,0.2,False,,u,1,3,0,10024,0,61338,62,0.0,0.0,Balogun,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,622,60,611,61,595,59,627,62,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,526,94,572,55,634,65,322,50,0.0,0.0
1,,,58822,0,0,-1,1,0,2,0.5,0.0,0,Cédric,0.0,2,False,,,39,58822.jpg,0.0,Alves Soares,0.4,False,,a,1,3,0,33139,160,37184,244,0.0,0.0,Cédric,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,486,173,466,172,436,158,492,172,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,727,231,414,142,498,170,252,100,0.0,0.0
2,100.0,25.0,153256,0,0,-1,1,0,3,0.5,0.0,0,Mohamed,0.0,3,False,,2023-12-12T22:30:08.433665Z,44,153256.jpg,4.0,Elneny,0.1,False,,a,1,3,4,12598,16,17690,108,0.0,0.9,M.Elneny,1,0,1,0,0,0,0,0,0,0,0,0,12,1.8,0.5,2.0,0.4,0,0.00,0.00,0.00,0.00,471,215,442,217,418,207,469,214,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,495,288,556,199,54,30,434,141,0.0,0.0
3,0.0,0.0,438098,0,0,-1,1,0,3,0.0,0.0,0,Fábio,0.0,4,False,Groin Injury - Expected back 20 Jan,2023-12-07T12:00:08.489004Z,54,438098.jpg,2.6,Ferreira Vieira,0.1,False,,i,1,3,21,11444,4,18149,46,0.0,3.9,Fábio Vieira,236,1,3,1,2,0,0,0,0,1,0,0,62,79.4,63.6,77.0,21.9,2,1.20,0.35,1.55,1.48,317,134,253,141,199,109,298,139,5.0,,,,4.0,,0.46,0.0,0.13,0.59,0.56,0.76,127,80,737,319,207,91,427,139,0.76,0.38
4,100.0,100.0,226597,0,0,-1,1,1,2,5.0,4.5,10,Gabriel,4.5,5,False,,2023-09-30T23:00:07.672676Z,49,226597.jpg,3.5,dos Santos Magalhães,15.3,False,,a,1,3,56,1114209,24858,2481927,2898,0.9,11.4,Gabriel,1284,1,0,5,13,0,0,0,1,0,0,4,259,268.8,59.0,105.0,43.3,14,0.93,0.22,1.15,11.97,109,42,269,87,156,24,171,46,,,,,,,0.07,0.0,0.02,0.09,0.84,0.91,248,32,30,4,101,25,21,7,0.98,0.35
5,0.0,,219847,0,0,-4,4,0,3,0.0,4.2,1,Kai,4.2,6,False,Suspended until 31 Dec,2023-12-23T20:00:08.458889Z,71,219847.jpg,2.8,Havertz,1.7,False,,s,1,3,50,81347,1703,371752,2206,0.6,7.0,Havertz,1092,4,1,4,12,0,0,0,5,0,0,0,146,216.0,206.7,278.0,70.1,12,4.21,1.09,5.30,8.98,154,65,83,63,55,33,79,55,,,,,3.0,,0.35,0.0,0.09,0.44,0.74,0.99,30,18,41,25,181,80,147,44,0.99,0.33
6,100.0,100.0,205651,0,0,0,0,1,4,5.2,4.7,2,Gabriel,4.7,8,False,,2023-10-24T23:30:07.618920Z,80,205651.jpg,3.5,Fernando de Jesus,5.2,False,,a,1,3,46,826807,20157,617435,6261,0.6,5.8,G.Jesus,821,3,2,5,9,0,0,0,3,0,0,8,144,199.4,180.5,453.0,83.2,10,4.25,1.16,5.41,7.36,170,18,99,10,15,8,47,10,,,,,,,0.47,0.0,0.13,0.6,0.81,0.99,12,4,26,4,103,13,78,16,1.1,0.55
7,100.0,75.0,85955,0,0,-2,2,0,3,0.8,0.2,0,Jorge Luiz,0.3,9,False,,2023-12-18T00:00:09.353001Z,53,85955.jpg,1.4,Frello Filho,0.2,False,,a,1,3,15,8702,16,17999,167,0.1,2.8,Jorginho,383,0,0,1,6,0,0,0,1,0,0,0,66,50.6,64.7,9.0,12.4,4,0.09,0.30,0.39,4.68,362,157,249,139,388,196,358,160,,,,,,,0.02,0.0,0.07,0.09,1.1,1.41,134,83,370,169,364,165,342,104,0.94,0.23
8,,,440854,0,0,-2,2,0,2,1.0,0.5,0,Jakub,0.5,10,False,,,43,440854.jpg,1.7,Kiwior,0.1,False,,a,1,3,12,4564,27,8775,58,0.1,2.8,Kiwior,247,0,0,1,5,0,0,0,0,0,0,0,58,43.4,11.2,18.0,7.4,3,0.37,0.07,0.44,1.37,373,141,393,144,346,122,397,142,,,,,,,0.13,0.0,0.03,0.16,0.5,1.82,602,152,323,108,325,115,428,166,1.09,0.36
9,0.0,0.0,479683,0,0,0,0,0,3,0.0,0.0,0,Marcus,0.0,11,False,Season long loan to FC Nantes,2023-08-14T03:57:12.475590Z,45,479683.jpg,0.0,Oliveira Alencar,0.0,False,,u,1,3,0,819,0,11670,8,0.0,0.0,Marquinhos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,671,266,667,267,658,266,676,269,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,422,245,628,238,680,272,527,186,0.0,0.0
