,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,425,Lloris,6,1,55,20,6.33,False,1,1,4.5,6.33
1,165,Andersen,31,2,45,20,4.642,False,1,1,2.3,4.642
2,302,Stones,43,2,54,20,6.597,False,1,1,2.4,6.597
3,533,Martínez,1,2,45,20,5.245,False,1,1,5.7,5.245
4,160,Zaha,31,3,73,20,8.318999999999999,False,1,1,11.8,8.318999999999999
5,169,Eze,31,3,56,20,6.178,False,1,1,2.9,6.178
6,301,De Bruyne,43,3,125,20,9.462,False,1,1,36.9,9.462
7,335,Rashford,1,3,70,20,7.631,False,1,1,38.5,7.631
8,318,Haaland,43,4,122,20,12.235,True,2,1,85.0,24.47
9,345,Martial,1,4,66,20,7.478,False,1,1,4.7,7.478
10,427,Kane,6,4,116,20,8.584999999999999,False,1,1,30.3,8.584999999999999
11,254,Ward,13,1,41,20,3.516,False,0,0,31.0,0.0
12,39,Mings,7,2,43,20,3.2510000000000003,False,0,0,3.7,0.0
13,377,Botman,4,2,44,20,3.638,False,0,0,4.6,0.0
14,45,Bailey,7,3,45,20,3.611,False,0,0,3.9,0.0
