,code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,started,team_a,team_a_score,team_h,team_h_score,stats,team_h_difficulty,team_a_difficulty
93,2128379,10.0,False,False,92,2020-11-28T15:00:00Z,0,False,False,14,,6,,[],2,2
94,2128380,10.0,False,False,93,2020-11-28T15:00:00Z,0,False,False,10,,7,,[],2,3
95,2128381,10.0,False,False,94,2020-11-28T15:00:00Z,0,False,False,8,,9,,[],2,4
96,2128382,10.0,False,False,95,2020-11-28T15:00:00Z,0,False,False,4,,12,,[],3,5
97,2128383,10.0,False,False,96,2020-11-28T15:00:00Z,0,False,False,13,,16,,[],4,2
98,2128384,10.0,False,False,97,2020-11-28T15:00:00Z,0,False,False,15,,18,,[],3,2
99,2128385,10.0,False,False,98,2020-11-28T15:00:00Z,0,False,False,2,,19,,[],2,2
100,2128386,11.0,False,False,99,2020-12-05T15:00:00Z,0,False,False,14,,2,,[],2,2
101,2128387,11.0,False,False,100,2020-12-05T15:00:00Z,0,False,False,16,,3,,[],3,2
102,2128388,11.0,False,False,101,2020-12-05T15:00:00Z,0,False,False,7,,4,,[],2,3
103,2128389,11.0,False,False,102,2020-12-05T15:00:00Z,0,False,False,10,,5,,[],2,4
104,2128390,11.0,False,False,103,2020-12-05T15:00:00Z,0,False,False,20,,11,,[],3,5
105,2128391,11.0,False,False,104,2020-12-05T15:00:00Z,0,False,False,8,,12,,[],2,5
106,2128392,11.0,False,False,105,2020-12-05T15:00:00Z,0,False,False,9,,15,,[],3,4
107,2128393,11.0,False,False,106,2020-12-05T15:00:00Z,0,False,False,1,,17,,[],3,4
108,2128394,11.0,False,False,107,2020-12-05T15:00:00Z,0,False,False,6,,18,,[],2,2
109,2128395,11.0,False,False,108,2020-12-05T15:00:00Z,0,False,False,13,,19,,[],4,2
110,2128397,12.0,False,False,110,2020-12-12T15:00:00Z,0,False,False,17,,6,,[],3,2
111,2128398,12.0,False,False,111,2020-12-12T15:00:00Z,0,False,False,5,,7,,[],3,3
112,2128399,12.0,False,False,112,2020-12-12T15:00:00Z,0,False,False,11,,8,,[],4,2
113,2128400,12.0,False,False,113,2020-12-12T15:00:00Z,0,False,False,19,,10,,[],2,2
114,2128402,12.0,False,False,115,2020-12-12T15:00:00Z,0,False,False,12,,13,,[],4,4
115,2128403,12.0,False,False,116,2020-12-12T15:00:00Z,0,False,False,18,,14,,[],2,3
116,2128404,12.0,False,False,117,2020-12-12T15:00:00Z,0,False,False,15,,16,,[],3,2
117,2128405,12.0,False,False,118,2020-12-12T15:00:00Z,0,False,False,2,,20,,[],2,3
118,2128396,12.0,False,False,109,2020-12-13T15:00:00Z,0,False,False,4,,1,,[],3,4
119,2128401,12.0,False,False,114,2020-12-13T15:00:00Z,0,False,False,3,,9,,[],2,4
120,2128406,13.0,False,False,119,2020-12-15T19:45:00Z,0,False,False,16,,1,,[],3,4
121,2128407,13.0,False,False,120,2020-12-15T19:45:00Z,0,False,False,4,,2,,[],3,2
122,2128408,13.0,False,False,121,2020-12-15T19:45:00Z,0,False,False,3,,8,,[],2,2
123,2128409,13.0,False,False,122,2020-12-15T19:45:00Z,0,False,False,14,,10,,[],2,2
124,2128410,13.0,False,False,123,2020-12-15T19:45:00Z,0,False,False,7,,9,,[],2,4
125,2128411,13.0,False,False,124,2020-12-15T19:45:00Z,0,False,False,13,,15,,[],4,4
126,2128412,13.0,False,False,125,2020-12-15T19:45:00Z,0,False,False,6,,19,,[],2,2
127,2128413,13.0,False,False,126,2020-12-15T19:45:00Z,0,False,False,5,,20,,[],3,3
128,2128414,13.0,False,False,127,2020-12-16T20:00:00Z,0,False,False,17,,11,,[],3,5
129,2128415,13.0,False,False,128,2020-12-16T20:00:00Z,0,False,False,18,,12,,[],2,5
130,2128416,14.0,False,False,129,2020-12-19T15:00:00Z,0,False,False,15,,3,,[],3,2
131,2128417,14.0,False,False,130,2020-12-19T15:00:00Z,0,False,False,20,,4,,[],3,3
132,2128418,14.0,False,False,131,2020-12-19T15:00:00Z,0,False,False,19,,5,,[],2,4
133,2128419,14.0,False,False,132,2020-12-19T15:00:00Z,0,False,False,11,,6,,[],4,2
134,2128420,14.0,False,False,133,2020-12-19T15:00:00Z,0,False,False,1,,7,,[],3,3
135,2128421,14.0,False,False,134,2020-12-19T15:00:00Z,0,False,False,10,,13,,[],2,4
136,2128422,14.0,False,False,135,2020-12-19T15:00:00Z,0,False,False,8,,14,,[],2,3
137,2128423,14.0,False,False,136,2020-12-19T15:00:00Z,0,False,False,12,,16,,[],4,2
138,2128424,14.0,False,False,137,2020-12-19T15:00:00Z,0,False,False,9,,17,,[],3,4
139,2128425,14.0,False,False,138,2020-12-19T15:00:00Z,0,False,False,2,,18,,[],2,2
140,2128426,15.0,False,False,139,2020-12-26T15:00:00Z,0,False,False,5,,1,,[],3,4
141,2128427,15.0,False,False,140,2020-12-26T15:00:00Z,0,False,False,6,,2,,[],2,2
142,2128428,15.0,False,False,141,2020-12-26T15:00:00Z,0,False,False,16,,8,,[],3,2
143,2128429,15.0,False,False,142,2020-12-26T15:00:00Z,0,False,False,4,,10,,[],3,2
144,2128430,15.0,False,False,143,2020-12-26T15:00:00Z,0,False,False,13,,9,,[],4,4
145,2128431,15.0,False,False,144,2020-12-26T15:00:00Z,0,False,False,18,,11,,[],2,5
146,2128432,15.0,False,False,145,2020-12-26T15:00:00Z,0,False,False,14,,12,,[],2,5
147,2128433,15.0,False,False,146,2020-12-26T15:00:00Z,0,False,False,7,,15,,[],2,4
148,2128434,15.0,False,False,147,2020-12-26T15:00:00Z,0,False,False,3,,19,,[],2,2
149,2128435,15.0,False,False,148,2020-12-26T15:00:00Z,0,False,False,17,,20,,[],3,3
150,2128436,16.0,False,False,149,2020-12-28T15:00:00Z,0,False,False,1,,3,,[],3,2
151,2128437,16.0,False,False,150,2020-12-28T15:00:00Z,0,False,False,15,,4,,[],3,3
152,2128438,16.0,False,False,151,2020-12-28T15:00:00Z,0,False,False,2,,5,,[],2,4
153,2128439,16.0,False,False,152,2020-12-28T15:00:00Z,0,False,False,9,,6,,[],3,2
154,2128440,16.0,False,False,153,2020-12-28T15:00:00Z,0,False,False,12,,7,,[],4,3
155,2128441,16.0,False,False,154,2020-12-28T15:00:00Z,0,False,False,20,,13,,[],3,4
156,2128442,16.0,False,False,155,2020-12-28T15:00:00Z,0,False,False,11,,14,,[],4,3
157,2128443,16.0,False,False,156,2020-12-28T15:00:00Z,0,False,False,19,,16,,[],2,2
158,2128444,16.0,False,False,157,2020-12-28T15:00:00Z,0,False,False,8,,17,,[],2,4
159,2128445,16.0,False,False,158,2020-12-28T15:00:00Z,0,False,False,10,,18,,[],2,2
160,2128446,17.0,False,False,159,2021-01-02T15:00:00Z,0,False,False,20,,3,,[],3,2
161,2128447,17.0,False,False,160,2021-01-02T15:00:00Z,0,False,False,8,,4,,[],2,3
162,2128448,17.0,False,False,161,2021-01-02T15:00:00Z,0,False,False,12,,5,,[],4,4
163,2128449,17.0,False,False,162,2021-01-02T15:00:00Z,0,False,False,15,,6,,[],3,2
164,2128450,17.0,False,False,163,2021-01-02T15:00:00Z,0,False,False,19,,7,,[],2,3
165,2128451,17.0,False,False,164,2021-01-02T15:00:00Z,0,False,False,2,,13,,[],2,4
166,2128452,17.0,False,False,165,2021-01-02T15:00:00Z,0,False,False,9,,14,,[],3,3
167,2128453,17.0,False,False,166,2021-01-02T15:00:00Z,0,False,False,11,,16,,[],4,2
168,2128454,17.0,False,False,167,2021-01-02T15:00:00Z,0,False,False,10,,17,,[],2,4
169,2128455,17.0,False,False,168,2021-01-02T15:00:00Z,0,False,False,1,,18,,[],3,2
170,2128456,18.0,False,False,169,2021-01-12T19:45:00Z,0,False,False,6,,1,,[],2,4
171,2128457,18.0,False,False,170,2021-01-12T19:45:00Z,0,False,False,17,,2,,[],3,2
172,2128458,18.0,False,False,171,2021-01-12T19:45:00Z,0,False,False,13,,8,,[],4,2
173,2128459,18.0,False,False,172,2021-01-12T19:45:00Z,0,False,False,16,,10,,[],3,2
174,2128460,18.0,False,False,173,2021-01-12T19:45:00Z,0,False,False,5,,9,,[],3,4
175,2128461,18.0,False,False,174,2021-01-12T19:45:00Z,0,False,False,14,,15,,[],2,4
176,2128462,18.0,False,False,175,2021-01-12T19:45:00Z,0,False,False,18,,19,,[],2,2
177,2128463,18.0,False,False,176,2021-01-12T19:45:00Z,0,False,False,7,,20,,[],2,3
178,2128464,18.0,False,False,177,2021-01-13T20:00:00Z,0,False,False,4,,11,,[],3,5
179,2128465,18.0,False,False,178,2021-01-13T20:00:00Z,0,False,False,3,,12,,[],2,5
180,2128466,19.0,False,False,179,2021-01-16T15:00:00Z,0,False,False,14,,1,,[],2,4
181,2128467,19.0,False,False,180,2021-01-16T15:00:00Z,0,False,False,7,,2,,[],2,2
182,2128468,19.0,False,False,181,2021-01-16T15:00:00Z,0,False,False,5,,8,,[],3,2
183,2128469,19.0,False,False,182,2021-01-16T15:00:00Z,0,False,False,3,,10,,[],2,2
184,2128470,19.0,False,False,183,2021-01-16T15:00:00Z,0,False,False,16,,9,,[],3,4
185,2128471,19.0,False,False,184,2021-01-16T15:00:00Z,0,False,False,13,,11,,[],4,5
186,2128472,19.0,False,False,185,2021-01-16T15:00:00Z,0,False,False,6,,12,,[],2,5
187,2128473,19.0,False,False,186,2021-01-16T15:00:00Z,0,False,False,17,,15,,[],3,4
188,2128474,19.0,False,False,187,2021-01-16T15:00:00Z,0,False,False,4,,19,,[],3,2
189,2128475,19.0,False,False,188,2021-01-16T15:00:00Z,0,False,False,18,,20,,[],2,3
190,2128476,20.0,False,False,189,2021-01-26T19:45:00Z,0,False,False,8,,3,,[],2,2
191,2128477,20.0,False,False,190,2021-01-26T19:45:00Z,0,False,False,2,,4,,[],2,3
192,2128478,20.0,False,False,191,2021-01-26T19:45:00Z,0,False,False,9,,7,,[],3,3
193,2128479,20.0,False,False,192,2021-01-26T20:00:00Z,0,False,False,15,,13,,[],3,4
194,2128480,20.0,False,False,193,2021-01-26T20:00:00Z,0,False,False,12,,18,,[],4,2
195,2128481,20.0,False,False,194,2021-01-27T19:45:00Z,0,False,False,20,,5,,[],3,4
196,2128483,20.0,False,False,196,2021-01-27T19:45:00Z,0,False,False,10,,14,,[],2,3
197,2128484,20.0,False,False,197,2021-01-27T19:45:00Z,0,False,False,1,,16,,[],3,2
198,2128485,20.0,False,False,198,2021-01-27T19:45:00Z,0,False,False,11,,17,,[],4,4
199,2128482,20.0,False,False,195,2021-01-27T20:00:00Z,0,False,False,19,,6,,[],2,2
200,2128486,21.0,False,False,199,2021-01-30T15:00:00Z,0,False,False,13,,1,,[],4,4
201,2128487,21.0,False,False,200,2021-01-30T15:00:00Z,0,False,False,17,,3,,[],3,2
202,2128488,21.0,False,False,201,2021-01-30T15:00:00Z,0,False,False,4,,5,,[],3,4
203,2128489,21.0,False,False,202,2021-01-30T15:00:00Z,0,False,False,20,,6,,[],3,2
204,2128490,21.0,False,False,203,2021-01-30T15:00:00Z,0,False,False,14,,7,,[],2,3
205,2128491,21.0,False,False,204,2021-01-30T15:00:00Z,0,False,False,10,,9,,[],2,4
206,2128492,21.0,False,False,205,2021-01-30T15:00:00Z,0,False,False,15,,12,,[],3,5
207,2128493,21.0,False,False,206,2021-01-30T15:00:00Z,0,False,False,2,,16,,[],2,2
208,2128494,21.0,False,False,207,2021-01-30T15:00:00Z,0,False,False,8,,18,,[],2,2
209,2128495,21.0,False,False,208,2021-01-30T15:00:00Z,0,False,False,11,,19,,[],4,2
210,2128496,22.0,False,False,209,2021-02-02T19:45:00Z,0,False,False,19,,2,,[],2,2
211,2128497,22.0,False,False,210,2021-02-02T19:45:00Z,0,False,False,12,,4,,[],4,3
212,2128498,22.0,False,False,211,2021-02-02T19:45:00Z,0,False,False,9,,8,,[],3,2
213,2128499,22.0,False,False,212,2021-02-02T19:45:00Z,0,False,False,7,,10,,[],2,2
214,2128501,22.0,False,False,214,2021-02-02T19:45:00Z,0,False,False,18,,15,,[],2,4
215,2128502,22.0,False,False,215,2021-02-02T19:45:00Z,0,False,False,1,,20,,[],3,3
216,2128500,22.0,False,False,213,2021-02-02T20:00:00Z,0,False,False,16,,13,,[],3,4
217,2128504,22.0,False,False,217,2021-02-03T19:45:00Z,0,False,False,6,,14,,[],2,3
218,2128505,22.0,False,False,218,2021-02-03T19:45:00Z,0,False,False,5,,17,,[],3,4
219,2128503,22.0,False,False,216,2021-02-03T20:00:00Z,0,False,False,3,,11,,[],2,5
220,2128506,23.0,False,False,219,2021-02-06T15:00:00Z,0,False,False,1,,2,,[],3,2
221,2128507,23.0,False,False,220,2021-02-06T15:00:00Z,0,False,False,3,,4,,[],2,3
222,2128508,23.0,False,False,221,2021-02-06T15:00:00Z,0,False,False,19,,8,,[],2,2
223,2128509,23.0,False,False,222,2021-02-06T15:00:00Z,0,False,False,6,,10,,[],2,2
224,2128510,23.0,False,False,223,2021-02-06T15:00:00Z,0,False,False,12,,11,,[],4,5
225,2128511,23.0,False,False,224,2021-02-06T15:00:00Z,0,False,False,7,,13,,[],2,4
226,2128512,23.0,False,False,225,2021-02-06T15:00:00Z,0,False,False,16,,14,,[],3,3
227,2128513,23.0,False,False,226,2021-02-06T15:00:00Z,0,False,False,5,,15,,[],3,4
228,2128514,23.0,False,False,227,2021-02-06T15:00:00Z,0,False,False,18,,17,,[],2,4
229,2128515,23.0,False,False,228,2021-02-06T15:00:00Z,0,False,False,9,,20,,[],3,3
230,2128516,24.0,False,False,229,2021-02-13T15:00:00Z,0,False,False,10,,1,,[],2,4
231,2128517,24.0,False,False,230,2021-02-13T15:00:00Z,0,False,False,2,,3,,[],2,2
232,2128518,24.0,False,False,231,2021-02-13T15:00:00Z,0,False,False,14,,5,,[],2,4
233,2128519,24.0,False,False,232,2021-02-13T15:00:00Z,0,False,False,4,,6,,[],3,2
234,2128520,24.0,False,False,233,2021-02-13T15:00:00Z,0,False,False,8,,7,,[],2,3
235,2128521,24.0,False,False,234,2021-02-13T15:00:00Z,0,False,False,11,,9,,[],4,4
236,2128522,24.0,False,False,235,2021-02-13T15:00:00Z,0,False,False,17,,12,,[],3,5
237,2128523,24.0,False,False,236,2021-02-13T15:00:00Z,0,False,False,20,,16,,[],3,2
238,2128524,24.0,False,False,237,2021-02-13T15:00:00Z,0,False,False,13,,18,,[],4,2
239,2128525,24.0,False,False,238,2021-02-13T15:00:00Z,0,False,False,15,,19,,[],3,2
240,2128526,25.0,False,False,239,2021-02-20T15:00:00Z,0,False,False,12,,1,,[],4,4
241,2128527,25.0,False,False,240,2021-02-20T15:00:00Z,0,False,False,9,,2,,[],3,2
242,2128528,25.0,False,False,241,2021-02-20T15:00:00Z,0,False,False,6,,3,,[],2,2
243,2128529,25.0,False,False,242,2021-02-20T15:00:00Z,0,False,False,18,,4,,[],2,3
244,2128530,25.0,False,False,243,2021-02-20T15:00:00Z,0,False,False,15,,8,,[],3,2
245,2128531,25.0,False,False,244,2021-02-20T15:00:00Z,0,False,False,7,,11,,[],2,5
246,2128532,25.0,False,False,245,2021-02-20T15:00:00Z,0,False,False,14,,13,,[],2,4
247,2128533,25.0,False,False,246,2021-02-20T15:00:00Z,0,False,False,5,,16,,[],3,2
248,2128534,25.0,False,False,247,2021-02-20T15:00:00Z,0,False,False,17,,19,,[],3,2
249,2128535,25.0,False,False,248,2021-02-20T15:00:00Z,0,False,False,10,,20,,[],2,3
250,2128536,26.0,False,False,249,2021-02-27T15:00:00Z,0,False,False,13,,5,,[],4,4
251,2128537,26.0,False,False,250,2021-02-27T15:00:00Z,0,False,False,8,,6,,[],2,2
252,2128538,26.0,False,False,251,2021-02-27T15:00:00Z,0,False,False,16,,7,,[],3,3
253,2128539,26.0,False,False,252,2021-02-27T15:00:00Z,0,False,False,2,,10,,[],2,2
254,2128540,26.0,False,False,253,2021-02-27T15:00:00Z,0,False,False,1,,9,,[],3,4
255,2128541,26.0,False,False,254,2021-02-27T15:00:00Z,0,False,False,19,,12,,[],2,5
256,2128542,26.0,False,False,255,2021-02-27T15:00:00Z,0,False,False,20,,14,,[],3,3
257,2128543,26.0,False,False,256,2021-02-27T15:00:00Z,0,False,False,11,,15,,[],4,4
258,2128544,26.0,False,False,257,2021-02-27T15:00:00Z,0,False,False,4,,17,,[],3,4
259,2128545,26.0,False,False,258,2021-02-27T15:00:00Z,0,False,False,3,,18,,[],2,2
260,2128546,27.0,False,False,259,2021-03-06T15:00:00Z,0,False,False,20,,2,,[],3,2
261,2128547,27.0,False,False,260,2021-03-06T15:00:00Z,0,False,False,9,,3,,[],3,2
262,2128548,27.0,False,False,261,2021-03-06T15:00:00Z,0,False,False,1,,4,,[],3,3
263,2128549,27.0,False,False,262,2021-03-06T15:00:00Z,0,False,False,7,,5,,[],2,4
264,2128550,27.0,False,False,263,2021-03-06T15:00:00Z,0,False,False,8,,11,,[],2,5
265,2128551,27.0,False,False,264,2021-03-06T15:00:00Z,0,False,False,13,,12,,[],4,5
266,2128552,27.0,False,False,265,2021-03-06T15:00:00Z,0,False,False,16,,15,,[],3,4
267,2128553,27.0,False,False,266,2021-03-06T15:00:00Z,0,False,False,6,,17,,[],2,4
268,2128554,27.0,False,False,267,2021-03-06T15:00:00Z,0,False,False,14,,18,,[],2,2
269,2128555,27.0,False,False,268,2021-03-06T15:00:00Z,0,False,False,10,,19,,[],2,2
270,2128556,28.0,False,False,269,2021-03-13T15:00:00Z,0,False,False,17,,1,,[],3,4
271,2128557,28.0,False,False,270,2021-03-13T15:00:00Z,0,False,False,18,,6,,[],2,2
272,2128558,28.0,False,False,271,2021-03-13T15:00:00Z,0,False,False,4,,7,,[],3,3
273,2128559,28.0,False,False,272,2021-03-13T15:00:00Z,0,False,False,12,,8,,[],4,2
274,2128560,28.0,False,False,273,2021-03-13T15:00:00Z,0,False,False,5,,10,,[],3,2
275,2128561,28.0,False,False,274,2021-03-13T15:00:00Z,0,False,False,15,,9,,[],3,4
276,2128562,28.0,False,False,275,2021-03-13T15:00:00Z,0,False,False,19,,13,,[],2,4
277,2128563,28.0,False,False,276,2021-03-13T15:00:00Z,0,False,False,2,,14,,[],2,3
278,2128564,28.0,False,False,277,2021-03-13T15:00:00Z,0,False,False,3,,16,,[],2,2
279,2128565,28.0,False,False,278,2021-03-13T15:00:00Z,0,False,False,11,,20,,[],4,3
280,2128566,29.0,False,False,279,2021-03-20T15:00:00Z,0,False,False,14,,3,,[],2,2
281,2128567,29.0,False,False,280,2021-03-20T15:00:00Z,0,False,False,9,,4,,[],3,3
282,2128568,29.0,False,False,281,2021-03-20T15:00:00Z,0,False,False,13,,6,,[],4,2
