,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,475,Sá,39,1,53,35,3.9330000000000003,False,1,1,10.1,3.9330000000000003
1,38,Mings,7,2,50,35,4.303,False,1,1,6.2,4.303
2,44,Cash,7,2,52,35,4.388999999999999,False,1,1,9.0,4.388999999999999
3,224,Matip,14,2,51,35,4.1610000000000005,False,1,1,6.6,4.1610000000000005
4,237,Alexander-Arnold,14,2,84,35,5.319,False,1,1,39.1,5.319
5,588,Emerson Royal,6,2,45,35,4.133,False,1,1,1.6,4.133
6,233,Salah,14,3,133,35,6.686,True,2,1,58.8,13.372
7,359,Son,6,3,110,35,5.837999999999999,False,1,1,26.6,5.837999999999999
8,399,Sarr,57,3,57,35,4.107,False,1,1,2.8,4.107
9,681,Coutinho,7,3,70,35,5.025,False,1,1,11.6,5.025
10,357,Kane,6,4,125,35,5.932,False,1,1,22.3,5.932
11,593,Carson,43,1,39,35,0.0,False,0,0,1.5,0.0
12,163,Delph,11,3,42,35,1.6280000000000001,False,0,0,0.9,0.0
13,542,Street,31,4,45,35,0.0,False,0,0,0.8,0.0
14,595,Locadia,36,4,44,35,0.0,False,0,0,0.9,0.0
