,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,307,Ederson,43,1,54,17,4.113,False,1,13.7,4.113
1,16,Gabriel,3,2,52,17,4.399,False,1,13.7,4.399
2,112,Cucurella,8,2,51,17,4.797,False,1,7.5,4.797
3,285,Alexander-Arnold,14,2,72,17,4.426,False,1,18.3,4.426
4,13,Saka,3,3,80,17,5.702000000000001,False,1,17.3,5.702000000000001
5,160,Zaha,31,3,75,17,5.332999999999998,False,1,18.7,5.332999999999998
6,283,Salah,14,3,128,17,6.35,False,1,32.5,6.35
7,301,De Bruyne,43,3,126,17,5.591,False,1,37.6,5.591
8,318,Haaland,43,4,122,17,6.492999999999999,True,2,82.9,12.985999999999999
9,345,Martial,1,4,67,17,5.356,False,1,2.1,5.356
10,427,Kane,6,4,116,17,5.477,False,1,27.3,5.477
