,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,455,Patrício,39,1,55,14,4.043,False,1,6.4,4.043
1,62,Dunk,36,2,48,14,4.428,False,1,2.7,4.428
2,232,Chilwell,8,2,62,14,4.384,False,1,36.0,4.384
3,255,Robertson,14,2,72,14,4.392,False,1,18.5,4.392
4,251,Mané,14,3,119,14,5.232,False,1,7.5,5.232
5,272,De Bruyne,43,3,119,14,5.774,True,2,26.5,11.548
6,302,Fernandes,1,3,110,14,5.589,False,1,42.3,5.589
7,306,Rashford,1,3,95,14,5.563,False,1,8.8,5.563
8,390,Son,6,3,97,14,5.013,False,1,61.7,5.013
9,117,Werner,8,4,94,14,5.022,False,1,17.9,5.022
10,388,Kane,6,4,110,14,5.604,False,1,42.8,5.604
