,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,325,Darlow,4,1,50,14,3.829,False,1,1,1.8,3.829
1,62,Dunk,36,2,48,14,4.428,False,1,1,2.7,4.428
2,66,Webster,36,2,44,14,4.053,False,1,1,1.8,4.053
3,490,Thiago Silva,8,2,55,14,3.923,False,1,1,3.5,3.923
4,119,Pulisic,8,3,82,14,4.79,False,1,1,2.5,4.79
5,276,Sterling,43,3,114,14,4.812,True,2,1,4.2,9.624
6,315,Greenwood,1,3,71,14,4.119,False,1,1,2.4,4.119
7,557,Lookman,54,3,50,14,3.725,False,1,1,1.5,3.725
8,68,Maupay,36,4,61,14,4.001,False,1,1,2.2,4.001
9,103,Giroud,8,4,67,14,4.5539999999999985,False,1,1,1.7,4.5539999999999985
10,249,Firmino,14,4,92,14,4.655,False,1,1,2.4,4.655
11,516,Areola,54,1,45,14,3.615,False,0,0,1.4,0.0
12,391,Dier,6,2,50,14,3.384,False,0,0,4.6,0.0
13,556,Dias,43,2,56,14,3.679,False,0,0,4.1,0.0
14,540,Traoré,7,3,59,14,3.388,False,0,0,0.1,0.0
