,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,143,Mendy,8,1,60,4,4.049,False,1,10.2,4.049
1,16,Tierney,3,2,49,4,4.404,False,1,5.5,4.404
2,142,James,8,2,56,4,5.502000000000002,False,1,10.9,5.502000000000002
3,275,Shaw,1,2,55,4,4.868,False,1,50.3,4.868
4,230,Mané,14,3,119,4,4.768,False,1,3.3,4.768
5,233,Salah,14,3,126,4,5.903,False,1,52.9,5.903
6,277,Fernandes,1,3,121,4,5.678,False,1,57.3,5.678
7,359,Son,6,3,101,4,4.689,False,1,26.2,4.689
8,177,Calvert-Lewin,11,4,82,4,5.229,False,1,16.2,5.229
9,357,Kane,6,4,123,4,5.5870000000000015,False,1,8.6,5.5870000000000015
10,529,Lukaku,8,4,115,4,6.148,True,2,21.0,12.296
