,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1982.0,2063.94,2088.67,2095.43,-114.83,493313,36937,2717,464,4.4%
1,FplSimpson,2064.0,2116.62,2141.04,2130.58,-79.48,155751,6812,42,20,13.3%
2,FplStatsdan,2015.0,2063.03,2065.34,2050.09,-58.32,329269,38080,12421,7645,21.3%
3,FF_Trout,2080.0,2143.55,2147.01,2144.28,-78.86,116696,2131,24,4,13.6%
4,dilksybab,2137.0,2209.62,2185.67,2148.26,-57.68,33299,23,1,1,21.5%
5,theFPLkiwi,1957.0,2062.94,2114.36,2088.89,-145.98,644555,38410,590,736,1.5%
6,jameso_12,1975.0,1998.12,2059.76,2029.54,-68.46,534672,152599,16147,20366,17%
7,api_kakayou,2147.0,2105.39,2084.86,2070.69,46.38,25730,10563,3608,1859,73.5%
8,usafpl,1994.0,2006.01,2021.75,1992.59,-26.68,429549,134850,58843,67148,36.3%
9,CazzaFPL,2166.0,2154.68,2178.25,2140.49,-5.74,14911,1183,1,19,47.3%
10,PlanetosFPL,2063.0,2126.33,2138.49,2114.71,-77.4,159082,4708,51,51,13.9%
11,analytic_fpl,2101.0,2072.37,2074.19,2062.66,17.4,77626,29370,7404,3281,59.4%
12,wee_rogue,2049.0,2101.89,2102.99,2072.98,-57.38,199789,11947,1316,1625,21.6%
13,mtthwmn,2100.0,2120.52,2134.88,2121.83,-39.71,78879,5840,69,28,29.8%
14,cmusson32,2020.0,2083.08,2088.52,2098.93,-84.17,306603,21866,2721,337,11.6%
15,FPLstudent2,2103.0,2189.16,2124.08,2148.16,-64.2,74222,139,256,1,18.7%
16,peterhandleson,1846.0,1905.64,1924.67,1914.76,-83.04,1550259,601395,456385,374611,12%
17,chrishp,2146.0,2147.44,2100.35,2091.82,19.38,26318,1692,1525,565,60.4%
18,plfantasy,2103.0,2068.03,2020.84,2003.77,58.74,75175,33474,59804,51647,79.4%
19,FPLmeta,2086.0,2086.14,2112.87,2102.66,-28.65,103997,20330,662,256,35.2%
20,FplAuto,2040.0,2110.66,2089.13,2049.04,-56.45,230857,8647,2647,8031,22%
