,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,281,Alisson,14,1,54,9,4.158,False,1,14.5,4.158
1,146,James,8,2,60,9,4.6160000000000005,False,1,36.0,4.6160000000000005
2,280,Van Dijk,14,2,64,9,4.316,False,1,13.5,4.316
3,285,Alexander-Arnold,14,2,74,9,5.3260000000000005,False,1,36.2,5.3260000000000005
4,160,Zaha,31,3,72,9,4.564,False,1,16.0,4.564
5,261,Maddison,13,3,80,9,5.3020000000000005,False,1,7.5,5.3020000000000005
6,283,Salah,14,3,129,9,6.255,False,1,35.2,6.255
7,301,De Bruyne,43,3,123,9,5.972,False,1,32.6,5.972
8,465,Bowen,21,3,81,9,4.596,False,1,3.8,4.596
9,318,Haaland,43,4,121,9,6.943,True,2,81.1,13.886
10,427,Kane,6,4,114,9,4.627,False,1,19.2,4.627
