,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
48,NeilRankinZA,1748.0,1685.42,1696.81,1706.18,24.16,435458,320374,308965,150098,64.5%
49,EuanThompson,1917.0,1890.51,1880.48,1869.86,9.57,5326,57,1,1,55.8%
50,FPLrookie1,1804.0,1813.09,1810.76,1781.61,-24.94,162618,6683,3348,6459,36.1%
51,FplBudget,1866.0,1743.25,1777.86,1771.17,73.94,33680,84977,24133,11510,87.8%
52,FF_Vader,1835.0,1802.03,1839.98,1810.74,-10.41,79509,11119,221,782,44.1%
53,alasdairtweets,1903.0,1835.41,1845.21,1820.97,41.76,9476,2092,154,239,74.1%
54,fpl_analytic,1750.0,1693.41,1742.23,1735.68,-1.99,424010,270719,96994,55532,49.7%
55,stephendeyoung,1744.0,1713.26,1717.14,1699.3,6.77,463745,173604,198240,180723,54.2%
56,James_Ingram15,1784.0,1819.11,1845.93,1832.17,-76.17,238919,4990,150,83,14%
57,FPL_Kid,1841.0,1785.39,1759.39,1757.59,46.6,68297,21868,53182,23166,76.6%
58,fpl_jan,1968.0,1929.83,1865.24,1833.42,65.84,501,4,3,83,85.2%
59,FPL_Mezzala,1869.0,1890.63,1865.21,1850.75,-26.71,30654,57,3,1,35.2%
60,morstats,1804.0,1778.56,1736.79,1719.47,32.53,160757,27722,115921,96140,69%
61,FplOpinion,1806.0,1778.75,1826.19,1822.23,-31.28,155475,27447,1220,222,32.9%
62,_NeilFPL,1844.0,1824.52,1832.05,1821.86,-9.61,62439,3865,791,232,44.8%
63,UnderstandingF8,1765.0,1658.81,1673.44,1652.52,75.92,336634,500205,480964,488722,88.4%
64,EejRoberts,1779.0,1821.27,1840.63,1830.19,-79.36,261267,4479,220,101,12.8%
65,FPL_Gents,1799.0,1770.1,1812.64,1789.7,-19.78,180604,38977,2983,4274,39%
66,FPLHaggis,1829.0,1813.31,1787.28,1770.06,11.97,92417,6630,15805,12580,57%
67,Jumpthewave,1841.0,1826.05,1815.28,1792.26,2.78,68455,3491,2681,3423,51.9%
68,DarraghNoonan,1868.0,1850.03,1835.74,1822.77,4.76,31274,950,492,222,53%
69,FPL_Chase,1849.0,1812.48,1853.94,1835.51,-12.97,54320,6899,57,43,42.8%
70,jonwalker88,1753.0,1806.38,1862.47,1858.63,-117.87,402741,9148,18,1,4%
71,TomDavies_17,1878.0,1831.12,1823.15,1811.85,28.78,23129,2714,1634,738,67.2%
72,FodWeTrust,1742.0,1749.92,1812.58,1796.64,-72.77,475910,71364,2985,2315,15.6%
73,FplPass,1869.0,1783.51,1742.09,1737.46,88.0,30509,23764,97387,52303,92%
74,prparsons,1831.0,1823.48,1808.84,1783.57,-1.23,87968,4063,3877,5635,50.1%
75,FplJeb,1722.0,1713.78,1838.35,1815.78,-96.72,625769,171309,402,503,8.3%
76,JosesBusDrivers,1685.0,1799.51,1853.55,1856.66,-179.97,954230,12336,57,1,0.2%
77,hidethecactus,1861.0,1788.62,1768.38,1755.68,63.16,39396,19128,36954,25275,84.1%
78,tweetsofagooner,1665.0,1654.87,1733.52,1731.63,-70.46,1158324,527650,126972,63579,16.3%
79,FplRafiki,1857.0,1745.91,1738.18,1732.02,91.07,43976,80212,111939,61783,92.4%
80,FPL_Audit,1892.0,1790.7,1817.68,1790.23,64.81,14313,17871,2417,4051,84.6%
81,DaveCZfpl,1727.0,1697.58,1778.94,1770.95,-50.94,587077,247421,22609,11613,24.4%
82,PaulGiurculet,1954.0,1812.21,1754.41,1739.4,159.06,1026,6960,63687,48907,99.6%
83,k_rybaczuk,1781.0,1757.44,1799.88,1762.57,-20.13,252420,57930,7182,18431,38.7%
84,CoalportGlen,1927.0,1897.83,1865.12,1836.1,34.06,3463,24,3,43,70%
