,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,455,Fabianski,21,1,50,21,3.8339999999999996,False,1,1,1.2,3.8339999999999996
1,276,Matip,14,2,59,21,3.59,False,1,1,0.9,3.59
2,302,Stones,43,2,54,21,3.562,False,1,1,2.4,3.562
3,457,Cresswell,21,2,48,21,3.78,False,1,1,1.6,3.78
4,116,Mac Allister,36,3,54,21,4.066,False,1,1,3.2,4.066
5,303,Mahrez,43,3,75,21,4.24,False,1,1,4.1,4.24
6,465,Bowen,21,3,80,21,4.323,False,1,1,2.3,4.323
7,680,Gakpo,14,3,80,21,4.625,True,2,1,1.1,9.25
8,11,Nketiah,3,4,66,21,4.269,False,1,1,3.4,4.269
9,62,Moore,91,4,53,21,4.235,False,1,1,1.2,4.235
10,394,Johnson,17,4,56,21,4.2989999999999995,False,1,1,1.1,4.2989999999999995
11,31,Martínez,7,1,49,21,3.647,False,0,0,4.2,0.0
12,290,Konaté,14,2,48,21,3.3139999999999996,False,0,0,0.5,0.0
13,358,Burn,4,2,45,21,3.45,False,0,0,2.6,0.0
14,45,Bailey,7,3,45,21,3.9560000000000004,False,0,0,4.1,0.0
