,player_id,web_name,team_code,element_type,now_cost,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,327,De Gea,1,1,51,3.71,False,1,1,15.5,3.71
1,16,Gabriel,3,2,52,4.178,False,1,1,13.2,4.178
2,188,Mina,11,2,43,3.991,False,1,1,0.3,3.991
3,733,Pedro Porro,6,2,48,3.9360000000000004,False,1,1,1.1,3.9360000000000004
4,7,Ødegaard,3,3,69,5.276,False,1,1,32.6,5.276
5,169,Eze,31,3,57,5.654,True,2,1,11.1,11.308
6,283,Salah,14,3,131,4.62,False,1,1,36.7,4.62
7,335,Rashford,1,3,72,5.312,False,1,1,37.0,5.312
8,28,Jesus,3,4,81,4.817,False,1,1,28.1,4.817
9,40,Watkins,7,4,73,4.687,False,1,1,12.7,4.687
10,427,Kane,6,4,115,4.796,False,1,1,30.4,4.796
11,182,Pickford,11,1,44,3.668,False,0,0,6.1,0.0
12,165,Andersen,31,2,45,3.4810000000000003,False,0,0,1.6,0.0
13,199,Tarkowski,11,2,41,3.752,False,0,0,4.1,0.0
14,680,Gakpo,14,3,76,4.498,False,0,0,5.3,0.0
