,player_id,web_name,team_code,element_type,now_cost,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,307,Ederson,43,1,54,4.648200000000001,False,1,1,13.9,4.648200000000001
1,16,Gabriel,3,2,52,4.9442,False,1,1,13.6,4.9442
2,106,Dunk,36,2,47,3.5492,False,1,1,4.9,3.5492
3,285,Alexander-Arnold,14,2,73,4.8452,False,1,1,17.0,4.8452
4,13,Saka,3,3,82,6.4348,False,1,1,23.1,6.4348
5,124,Mitoma,36,3,51,3.9994,False,1,1,4.8,3.9994
6,283,Salah,14,3,128,6.725,False,1,1,26.3,6.725
7,335,Rashford,1,3,72,4.5994,False,1,1,48.5,4.5994
8,11,Nketiah,3,4,67,5.6234,False,1,1,5.2,5.6234
9,297,Darwin,14,4,88,5.030200000000001,False,1,1,8.3,5.030200000000001
10,318,Haaland,43,4,122,7.015400000000001,True,2,1,85.3,14.030800000000003
11,254,Ward,13,1,41,3.0838,False,0,0,29.8,0.0
12,558,Bueno,39,2,39,2.2258,False,0,0,6.4,0.0
13,573,Lewis,43,2,39,2.8368,False,0,0,1.1,0.0
14,45,Bailey,7,3,45,3.3600000000000003,False,0,0,4.1,0.0
