,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1109.0,1150.51,1156.52,1155.09,-58.17,418656,29700,3297,316,13.4%
1,FplSimpson,1101.0,1165.51,1185.69,1171.38,-86.67,496809,13546,2,5,4.7%
2,FplStatsdan,1043.0,1087.7,1138.38,1124.73,-88.81,1302111,306435,14666,11127,4.3%
3,FF_Trout,1143.0,1166.68,1179.56,1174.32,-43.87,178583,12592,37,2,19.7%
4,dilksybab,1119.0,1185.57,1178.9,1154.81,-66.14,332897,3862,224,334,10.6%
5,theFPLkiwi,994.0,1073.28,1136.44,1120.5,-131.46,2227451,441029,17500,15802,0.5%
6,jameso_12,1048.0,1043.82,1102.14,1076.89,-41.24,1217129,848169,135027,202690,21.2%
7,api_kakayou,1157.0,1101.65,1101.63,1094.14,45.14,118437,206919,137132,87902,82.3%
8,usafpl,1047.0,1071.3,1106.7,1088.65,-55.97,1233766,462655,111749,117183,14.3%
9,CazzaFPL,1131.0,1140.9,1181.54,1153.02,-41.57,250630,46654,12,543,20.9%
10,PlanetosFPL,1078.0,1129.44,1151.03,1132.84,-73.23,768205,76577,5132,5250,7.9%
11,analytic_fpl,1099.0,1121.13,1157.62,1142.79,-55.72,519191,105580,2622,1797,14.4%
12,rogue_wee,1059.0,1104.42,1117.32,1099.58,-61.18,1041000,187166,66133,66974,12.1%
13,mtthwmn,1120.0,1144.76,1154.81,1146.1,-41.7,326519,38747,3621,1353,20.8%
14,cmusson32,1130.0,1145.03,1148.68,1154.91,-32.74,254424,38492,6102,331,25.9%
15,FPLstudent2,1120.0,1173.34,1149.76,1164.3,-54.62,327179,8202,5700,186,14.8%
16,peterhandleson,1029.0,1052.42,1091.54,1078.93,-59.67,1550921,711327,210169,186451,12.8%
17,chrishp,1126.0,1152.32,1132.94,1125.34,-22.71,282619,27477,22111,10624,32.9%
18,plfantasy,1145.0,1115.72,1098.56,1080.45,35.05,171815,127801,154919,175591,76.3%
19,FPLmeta,1163.0,1147.21,1152.84,1150.42,-0.25,96067,34853,4276,874,49.7%
20,FplAuto,1052.0,1120.26,1122.73,1101.14,-75.22,1153893,108471,46304,61535,7.4%
21,NourEldin_z3r0,1195.0,1165.18,1144.64,1128.57,37.27,29802,14021,9482,7917,77.6%
22,UkendtPerson45,1060.0,1168.85,1163.77,1151.06,-113.6,1026975,11141,1257,694,1.3%
23,MikkelTokvam,1155.0,1198.17,1167.03,1149.55,-27.67,124136,1440,932,892,29.5%
24,Klaudioz,1113.0,1055.79,1032.92,1019.45,65.4,389088,672442,993211,964956,91.5%
25,FantasianPL,1011.0,1099.9,1104.98,1093.87,-101.45,1882949,216442,119383,89303,2.3%
26,rama96ab,1113.0,1161.35,1130.07,1125.03,-37.18,386038,16501,27200,10742,23.4%
27,FPL_LFE,1128.0,1114.74,1076.99,1056.28,34.61,270877,132907,351352,405230,76%
28,_jtreble,1170.0,1178.28,1160.19,1137.99,-0.39,77206,6336,2070,2932,49.5%
29,DanielSaetre,1193.0,1161.29,1170.44,1157.84,16.79,32234,16559,614,255,63.5%
30,Sriniva43849177,895.0,955.33,981.43,973.05,-88.82,4179712,2620174,2205516,2065081,4.3%
31,FBinary01,1197.0,1099.7,1100.36,1089.03,87.98,27076,218159,143601,113187,96.5%
32,FPL_Data,1101.0,1121.34,1144.39,1142.31,-48.9,499881,104854,9554,1884,17.2%
33,FPL_ElStatto,1102.0,1059.98,1086.81,1074.63,14.36,489856,608280,263007,223503,61.7%
34,FplSigurd,1139.0,1193.99,1157.46,1150.41,-39.36,200877,2143,2667,874,22.2%
35,JoeBopara,1044.0,1103.79,1124.04,1101.03,-78.9,1286573,191015,43027,61703,6.5%
36,dLincolnlawyer,1175.0,1183.84,1133.12,1135.52,13.52,64888,4228,21766,3944,61%
37,FPL_Statoholic,1159.0,1111.1,1160.97,1158.06,0.54,110172,151769,1941,255,50.2%
38,FplAmateur,1177.0,1131.15,1108.58,1096.04,53.49,58869,72024,105046,79906,86.7%
39,wolacola,1148.0,1173.56,1170.55,1163.09,-33.65,155686,7829,596,205,25.5%
40,Hashtag_MEGA,1153.0,1157.7,1160.19,1155.81,-17.8,132760,20624,2070,285,36.1%
41,dav_fifa,1171.0,1048.0,1049.84,1039.14,112.61,74916,785178,700834,631435,98.9%
42,MaulanaRiandi,1190.0,1197.68,1169.07,1149.94,6.61,35927,1549,659,886,55.5%
43,Rak464,1114.0,1098.79,1116.33,1101.51,-4.89,379227,223546,70052,60795,45.8%
44,ArneBarsnes,1178.0,1143.22,1123.63,1117.99,37.84,57126,41957,43870,19428,78.1%
45,FPL_PapaSmurf,1161.0,1100.74,1085.84,1073.57,62.34,104899,211828,269794,232944,90.5%
46,gezza96,1179.0,1172.29,1118.69,1111.98,34.37,56079,8774,60587,31820,75.9%
47,Raghy78d,1244.0,1165.29,1168.44,1143.51,72.45,2465,13807,686,1685,93.6%
48,pdhFPL,1126.0,1198.5,1178.21,1175.6,-70.01,281975,1389,227,2,9.1%
49,NeilRankinZA,1055.0,1036.3,1013.3,1016.06,21.2,1100227,962806,1415560,1052226,67.1%
50,EuanThompson,1158.0,1177.82,1174.17,1164.95,-26.83,113724,6503,336,183,29.9%
51,FPLrookie1,1146.0,1159.36,1143.83,1125.04,-8.51,166390,18621,9827,10742,43%
52,FplBudget,1178.0,1098.59,1114.24,1104.94,58.69,57978,224830,77588,48414,89.1%
