,player_id,web_name,team_code,element_type,now_cost,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,307,Ederson,43,1,54,5.4886,False,1,1,13.9,5.4886
1,16,Gabriel,3,2,52,4.3184,False,1,1,13.8,4.3184
2,285,Alexander-Arnold,14,2,73,4.5294,False,1,1,17.8,4.5294
3,332,Shaw,1,2,51,4.2250000000000005,False,1,1,17.4,4.2250000000000005
4,13,Saka,3,3,81,5.646200000000001,False,1,1,20.6,5.646200000000001
5,19,Martinelli,3,3,68,5.3222000000000005,False,1,1,47.7,5.3222000000000005
6,160,Zaha,31,3,73,4.9424,False,1,1,12.2,4.9424
7,301,De Bruyne,43,3,125,6.621799999999999,False,1,1,38.3,6.621799999999999
8,335,Rashford,1,3,70,4.985600000000001,False,1,1,42.1,4.985600000000001
9,318,Haaland,43,4,122,8.402800000000001,True,2,1,85.1,16.805600000000002
10,345,Martial,1,4,66,4.454600000000001,False,1,1,5.3,4.454600000000001
11,254,Ward,13,1,41,3.2076000000000002,False,0,0,30.8,0.0
12,39,Mings,7,2,43,2.359,False,0,0,3.8,0.0
13,558,Bueno,39,2,39,1.9309999999999998,False,0,0,6.1,0.0
14,237,Greenwood,2,4,42,0.9246000000000001,False,0,0,13.0,0.0
