,player_id,web_name,team_code,element_type,now_cost,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,257,Ederson,43,1,60,4.07588888888889,False,1,1,9.1,4.07588888888889
1,142,James,8,2,59,4.653,False,1,1,22.6,4.653
2,237,Alexander-Arnold,14,2,77,5.056111111111111,False,1,1,30.1,5.056111111111111
3,275,Shaw,1,2,52,3.6726666666666663,False,1,1,19.2,3.6726666666666663
4,233,Salah,14,3,130,6.355222222222223,True,2,1,71.6,12.710444444444446
5,240,Jota,14,3,75,4.836000000000001,False,1,1,13.0,4.836000000000001
6,265,Foden,43,3,83,4.552111111111111,False,1,1,15.2,4.552111111111111
7,359,Son,6,3,103,4.791444444444445,False,1,1,20.0,4.791444444444445
8,78,Toney,94,4,67,3.8985555555555553,False,1,1,21.9,3.8985555555555553
9,109,Wood,90,4,67,3.7036666666666664,False,1,1,1.2,3.7036666666666664
10,315,Pukki,45,4,58,3.5646666666666667,False,1,1,4.1,3.5646666666666667
11,376,Foster,57,1,41,3.0580000000000007,False,0,0,22.9,0.0
12,67,White,3,2,44,2.8461111111111115,False,0,0,12.0,0.0
13,302,Manquillo,4,2,40,2.278111111111111,False,0,0,9.0,0.0
14,115,Brownhill,90,3,44,2.2724444444444445,False,0,0,4.0,0.0
