,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,gw_points
0,431,Fabianski,21,1,50,9,3.78,False,1,1,3.78
1,139,van Aanholt,31,2,54,9,4.105,False,1,1,4.105
2,298,Maguire,1,2,54,9,4.602,False,1,1,4.602
3,313,Wan-Bissaka,1,2,54,9,4.496,False,1,1,4.496
4,37,Grealish,7,3,74,9,4.533,False,1,1,4.533
5,251,Mané,14,3,120,9,5.674,False,1,1,5.674
6,254,Salah,14,3,124,9,6.622000000000001,True,2,1,13.244000000000002
7,302,Fernandes,1,3,105,9,6.105,False,1,1,6.105
8,508,Rodríguez,11,3,79,9,4.72,False,1,1,4.72
9,68,Maupay,36,4,65,9,4.359,False,1,1,4.359
10,514,Watkins,7,4,60,9,4.493,False,1,1,4.493
11,595,Trafford,43,1,40,9,0.0,False,0,0,0.0
12,215,Casey,2,2,39,9,0.028,False,0,0,0.0
13,264,Neco Williams,14,2,39,9,0.039,False,0,0,0.0
14,50,Davis,7,4,43,9,0.429,False,0,0,0.0
