,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1311.0,1366.28,1375.38,1373.2,-74.46,424054,29702,1564,245,8.8%
1,FplSimpson,1315.0,1363.72,1393.85,1376.3,-77.27,393484,34089,163,166,8.2%
2,FplStatsdan,1252.0,1314.92,1354.62,1340.16,-99.27,1055593,172426,10038,7944,3.2%
3,FF_Trout,1358.0,1395.52,1401.91,1396.87,-53.79,147879,7191,23,2,16.4%
4,dilksybab,1345.0,1416.36,1409.82,1386.04,-71.97,204818,2113,4,58,9.8%
5,theFPLkiwi,1251.0,1301.23,1347.16,1328.36,-89.43,1068066,241504,15648,18295,5%
6,jameso_12,1288.0,1299.46,1329.73,1302.39,-36.67,635575,249978,43959,69741,25.2%
7,api_kakayou,1411.0,1340.12,1332.07,1322.32,66.41,28422,81859,38679,25370,89.8%
8,usafpl,1233.0,1265.9,1302.21,1284.93,-65.88,1318362,519836,138376,138384,11.9%
9,CazzaFPL,1370.0,1370.37,1404.09,1375.68,-27.63,107745,24864,20,177,30.5%
10,PlanetosFPL,1308.0,1357.28,1374.98,1352.97,-67.53,449073,44226,1757,2521,11.3%
11,analytic_fpl,1341.0,1324.57,1357.99,1344.7,1341.0,226114,132267,7911,5726,95.9%
12,rogue_wee,1314.0,1348.79,1343.43,1321.35,-36.82,401639,61098,20599,26421,25.2%
13,mtthwmn,1341.0,1354.93,1373.11,1363.4,-36.84,225708,48139,2174,1085,25.2%
14,cmusson32,1334.0,1360.91,1358.54,1365.71,-41.31,264312,37040,7652,803,22.3%
15,FPLstudent2,1336.0,1419.25,1376.66,1393.52,-72.81,253518,1779,1474,5,9.4%
16,peterhandleson,1258.0,1278.53,1281.87,1266.92,-31.17,979125,409863,279466,260394,28.4%
17,chrishp,1354.0,1382.5,1352.62,1346.13,-18.78,164760,13844,11638,5029,36.4%
18,plfantasy,1385.0,1335.72,1313.65,1293.39,58.35,69835,94542,93962,98664,86.7%
19,FPLmeta,1388.0,1374.76,1372.79,1367.12,3.06,61952,20361,2251,575,52.4%
20,FplAuto,1315.0,1365.58,1345.16,1322.14,-41.7,395550,31118,18818,25422,22.2%
21,NourEldin_z3r0,1420.0,1404.42,1372.08,1356.53,30.21,20463,4434,2338,1818,71.1%
22,UkendtPerson45,1306.0,1407.73,1386.25,1372.08,-95.22,467420,3661,455,308,3.9%
23,MikkelTokvam,1382.0,1432.03,1406.75,1386.4,-38.68,74588,744,5,58,24.1%
24,Klaudioz,1336.0,1284.04,1252.95,1239.49,64.97,256346,367999,599039,543925,89.4%
25,FantasianPL,1247.0,1323.81,1323.94,1309.57,-85.4,1117379,135482,56903,48167,6%
26,rama96ab,1335.0,1379.27,1342.17,1336.75,-29.86,260667,15958,22350,10035,29.1%
27,FPL_LFE,1364.0,1337.77,1298.11,1275.4,48.51,127643,89352,161572,197419,81.6%
28,_jtreble,1363.0,1378.9,1357.35,1334.4,-6.25,130885,16195,8496,11909,45.5%
29,DanielSaetre,1403.0,1377.32,1386.59,1371.22,11.02,38019,17621,446,349,58.4%
30,FBinary01,1440.0,1332.18,1330.76,1317.17,100.04,8788,105106,40657,33046,97.2%
31,FPL_Data,1282.0,1330.98,1333.04,1332.08,-63.64,698719,108414,36993,13643,12.7%
32,FPL_ElStatto,1299.0,1259.18,1274.24,1258.08,21.37,529506,598960,341423,345411,65.2%
33,FplSigurd,1349.0,1423.67,1388.87,1380.49,-60.83,186392,1354,339,106,13.7%
34,JoeBopara,1277.0,1316.34,1337.49,1313.73,-59.4,752884,165169,28873,39065,14.3%
35,dLincolnlawyer,1404.0,1422.44,1366.9,1369.16,6.23,36638,1416,3552,458,54.9%
36,FPL_Statoholic,1377.0,1317.68,1367.09,1365.13,11.76,86863,159616,3547,897,59%
37,FplAmateur,1390.0,1332.12,1308.56,1293.26,66.25,57851,105307,111527,98985,89.8%
38,wolacola,1398.0,1412.88,1395.5,1387.12,-13.28,45248,2635,96,43,40.3%
39,Hashtag_MEGA,1379.0,1398.85,1390.18,1386.79,-26.12,81682,6035,250,58,31.5%
40,dav_fifa,1374.0,1248.06,1237.18,1225.64,124.08,96625,723098,828367,741612,99%
41,MaulanaRiandi,1415.0,1415.79,1370.5,1348.47,25.2,24123,2195,2546,4265,68.2%
42,Rak464,1339.0,1331.44,1347.61,1333.37,-12.35,239235,106713,15291,12773,40.9%
43,ArneBarsnes,1410.0,1384.3,1366.82,1360.65,26.59,29021,12666,3553,1260,69%
44,FPL_PapaSmurf,1369.0,1313.16,1296.72,1289.23,56.47,111324,179640,169959,117650,85.9%
45,gezza96,1409.0,1391.23,1341.18,1332.14,42.54,30824,8777,24214,13568,78.6%
46,Raghy78d,1483.0,1421.86,1409.41,1382.92,65.63,996,1490,4,79,89.6%
47,pdhFPL,1352.0,1431.79,1404.92,1400.48,-72.91,172595,744,20,1,9.4%
48,NeilRankinZA,1283.0,1267.57,1228.5,1232.28,27.99,684825,504701,969655,643356,70%
49,EuanThompson,1425.0,1443.88,1419.71,1410.12,-12.09,16380,311,1,1,41.1%
50,FPLrookie1,1362.0,1385.87,1357.45,1338.77,-10.9,134479,11647,8412,8576,41.9%
51,FplBudget,1366.0,1308.43,1327.23,1317.1,34.37,120261,202761,49189,33107,73.4%
52,FF_Vader,1367.0,1355.94,1362.64,1341.81,0.12,117402,46368,5256,6691,50.1%
53,alasdairtweets,1433.0,1390.93,1380.99,1364.48,41.3,12079,8874,945,972,77.7%
54,fpl_analytic,1268.0,1232.07,1281.13,1270.09,-8.2,855674,928900,283966,235614,43.9%
55,FPL_Gents,1326.0,1343.68,1351.06,1338.93,-32.15,318331,72418,12525,8502,27.8%
56,stephendeyoung,1287.0,1272.61,1283.42,1260.97,1.13,645817,459980,266363,315055,50.9%
57,James_Ingram15,1359.0,1384.54,1385.75,1374.84,-36.11,144324,12552,471,204,25.5%
58,FPL_Kid,1348.0,1330.29,1310.32,1305.71,19.81,193279,111176,106402,58908,64.2%
59,fpl_jan,1465.0,1443.68,1374.88,1349.39,65.04,2740,313,1760,3779,89.4%
60,plfantasy,1385.0,1335.72,1313.65,1293.39,58.35,69835,94542,93962,98664,86.7%
61,FPL_Mezzala,1390.0,1442.47,1396.06,1382.37,-28.62,59034,352,93,81,29.9%
62,morstats,1376.0,1364.45,1308.33,1291.71,43.25,89248,32892,112420,104517,79%
63,FplOpinion,1348.0,1340.51,1350.05,1349.25,-12.48,192181,81064,13160,3799,40.8%
64,_NeilFPL,1362.0,1387.92,1369.2,1357.92,-22.36,133685,10469,2720,1631,34.3%
65,UnderstandingF8,1337.0,1273.68,1252.82,1233.43,71.23,250702,449074,600419,627874,91.2%
66,EejRoberts,1308.0,1379.94,1372.34,1362.33,-76.64,447817,15439,2292,1111,8.3%
67,FPL_Gents,1326.0,1343.68,1351.06,1338.93,-32.15,318331,72418,12525,8502,27.8%
68,FPLHaggis,1359.0,1361.78,1346.5,1331.57,-0.36,146020,35912,16844,14381,49.7%
69,Jumpthewave,1370.0,1396.0,1362.0,1344.94,-9.68,108390,6983,5583,5507,42.8%
