,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,128,Guaita,31,1,50,9,3.727,False,1,1,4.0,3.727
1,155,Digne,11,2,61,9,3.977,False,1,1,12.7,3.977
2,313,Wan-Bissaka,1,2,54,9,4.53,False,1,1,9.1,4.53
3,443,Balbuena,21,2,44,9,3.309,False,1,1,1.4,3.309
4,568,Telles,1,2,55,9,4.782,False,1,1,1.0,4.782
5,37,Grealish,7,3,75,9,4.8260000000000005,False,1,1,38.3,4.8260000000000005
6,302,Fernandes,1,3,106,9,6.247000000000001,True,2,1,30.3,12.494000000000002
7,468,Jota,14,3,65,9,4.828,False,1,1,10.5,4.828
8,508,Rodríguez,11,3,79,9,4.825,False,1,1,29.3,4.825
9,117,Werner,8,4,94,9,5.238,False,1,1,24.7,5.238
10,514,Watkins,7,4,61,9,4.69,False,1,1,8.3,4.69
11,431,Fabianski,21,1,50,9,3.796,False,0,0,2.8,0.0
12,232,Chilwell,8,2,60,9,3.965,False,0,0,29.1,0.0
13,114,Ziyech,8,3,82,9,4.559,False,0,0,16.3,0.0
14,68,Maupay,36,4,64,9,4.352,False,0,0,4.1,0.0
