,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,gw_points
0,516,Areola,54,1,45,7,3.727,False,1,1,3.727
1,156,Keane,11,2,51,7,3.65,False,1,1,3.65
2,232,Chilwell,8,2,58,7,4.186,False,1,1,4.186
3,458,Boly,39,2,55,7,4.063,False,1,1,4.063
4,37,Grealish,7,3,73,7,4.828,False,1,1,4.828
5,254,Salah,14,3,124,7,7.454,True,2,1,14.908
6,284,Foden,43,3,66,7,4.0680000000000005,False,1,1,4.0680000000000005
7,390,Son,6,3,95,7,5.34,False,1,1,5.34
8,469,Podence,39,3,55,7,3.611,False,1,1,3.611
9,184,Mitrović,54,4,58,7,4.588,False,1,1,4.588
10,514,Watkins,7,4,60,7,4.365,False,1,1,4.365
11,455,Patrício,39,1,55,7,4.136,False,0,0,0.0
12,255,Robertson,14,2,71,7,4.896,False,0,0,0.0
13,259,Alexander-Arnold,14,2,74,7,4.841,False,0,0,0.0
14,202,Bamford,2,4,59,7,4.141,False,0,0,0.0
