,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,gw_points
0,455,Patrício,39,1,55,9,3.807,False,1,1,3.807
1,255,Robertson,14,2,71,9,4.357,False,1,1,4.357
2,298,Maguire,1,2,54,9,4.463,False,1,1,4.463
3,313,Wan-Bissaka,1,2,54,9,4.394,False,1,1,4.394
4,37,Grealish,7,3,74,9,4.553,False,1,1,4.553
5,254,Salah,14,3,124,9,6.488,True,2,1,12.976
6,306,Rashford,1,3,96,9,5.925,False,1,1,5.925
7,508,Rodríguez,11,3,79,9,4.6960000000000015,False,1,1,4.6960000000000015
8,117,Werner,8,4,94,9,5.274,False,1,1,5.274
9,164,Calvert-Lewin,11,4,77,9,4.464,False,1,1,4.464
10,514,Watkins,7,4,60,9,4.457,False,1,1,4.457
11,523,Forster,20,1,40,9,0.04,False,0,0,0.0
12,196,Douglas,2,2,39,9,0.0,False,0,0,0.0
13,215,Casey,2,2,39,9,0.058,False,0,0,0.0
14,222,James,13,3,43,9,0.0,False,0,0,0.0
