,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,gw_points
0,157,Pickford,11,1,50,9,3.728,False,1,1,3.728
1,155,Digne,11,2,61,9,4.057,False,1,1,4.057
2,232,Chilwell,8,2,59,9,3.964,False,1,1,3.964
3,298,Maguire,1,2,54,9,4.463,False,1,1,4.463
4,313,Wan-Bissaka,1,2,54,9,4.394,False,1,1,4.394
5,37,Grealish,7,3,74,9,4.553,False,1,1,4.553
6,254,Salah,14,3,124,9,6.488,True,2,1,12.976
7,306,Rashford,1,3,96,9,5.925,False,1,1,5.925
8,508,Rodríguez,11,3,79,9,4.6960000000000015,False,1,1,4.6960000000000015
9,91,Wood,90,4,63,9,4.033,False,1,1,4.033
10,514,Watkins,7,4,60,9,4.457,False,1,1,4.457
11,363,McCarthy,20,1,45,9,3.509,False,0,0,0.0
12,255,Robertson,14,2,71,9,4.357,False,0,0,0.0
13,355,Lundstram,49,3,52,9,3.304,False,0,0,0.0
14,184,Mitrović,54,4,58,9,3.931,False,0,0,0.0
