,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1490.0,1522.14,1566.89,1565.38,-89.78,606649,60243,1495,70,7.9%
1,FplSimpson,1477.0,1528.51,1592.07,1575.6,-118.35,730094,48758,35,32,2.9%
2,FplStatsdan,1466.0,1507.26,1561.6,1547.86,-101.31,844608,94226,2542,1799,5.3%
3,FF_Trout,1589.0,1601.75,1604.52,1602.17,-40.96,75505,1333,7,1,25%
4,dilksybab,1570.0,1607.91,1606.21,1581.46,-55.25,125665,758,4,8,18.6%
5,theFPLkiwi,1415.0,1478.65,1542.03,1524.24,-128.57,1456930,203129,10779,9953,1.7%
6,jameso_12,1483.0,1470.06,1521.15,1494.6,-40.41,673500,250876,36430,48853,25.1%
7,api_kakayou,1600.0,1510.01,1509.55,1497.36,67.43,55086,86908,57849,42498,87.1%
8,usafpl,1456.0,1454.56,1489.71,1469.74,-43.13,954571,345065,124967,130622,24%
9,CazzaFPL,1603.0,1551.66,1600.96,1568.1,1.42,50439,18198,13,51,49.9%
10,PlanetosFPL,1474.0,1522.96,1575.22,1553.15,-104.68,759939,58714,608,705,4.6%
11,analytic_fpl,1559.0,1518.73,1552.94,1538.79,-5.67,165492,66364,4973,3777,45.2%
12,rogue_wee,-20.0,-20.0,-20.0,-20.0,-27.11,581717,8047833,8047833,8047833,31.8%
13,mtthwmn,1536.0,1526.02,1564.55,1553.8,-40.14,272567,52827,1838,519,25.2%
14,cmusson32,1508.0,1520.89,1552.96,1562.53,-66.92,456429,62456,4973,150,15.3%
15,FPLstudent2,1553.0,1622.66,1578.41,1600.05,-73.57,189796,263,358,1,12.8%
16,peterhandleson,1398.0,1432.83,1460.99,1450.8,-77.95,1688142,512947,296365,240318,NAN%
17,chrishp,1562.0,1547.68,1535.92,1527.27,-1.62,154237,21463,16202,7717,NAN%
18,plfantasy,1611.0,1530.07,1518.44,1500.58,68.09,39476,45817,40320,36692,87.3%
19,FPLmeta,1561.0,1541.3,1570.81,1564.52,-25.71,156906,28657,1104,76,32.6%
20,FplAuto,1530.0,1542.16,1540.01,1512.14,-28.11,309290,27624,12587,22601,31%
21,NourEldin_z3r0,1634.0,1593.18,1562.97,1545.4,40.77,17309,2135,1942,2361,74.1%
22,UkendtPerson45,1519.0,1573.38,1559.36,1543.87,-66.39,379651,6641,2975,2609,15.1%
23,MikkelTokvam,1568.0,1607.65,1594.68,1574.7,-50.82,132436,764,17,33,20.5%
24,Klaudioz,1550.0,1458.59,1431.87,1415.96,88.37,205611,320351,575950,566424,93.6%
25,FantasianPL,1449.0,1512.29,1522.49,1509.66,-94.37,1030203,81746,34197,25296,7.1%
26,rama96ab,1541.0,1566.5,1543.26,1537.45,-34.47,247342,9730,9897,3907,27.7%
27,FPL_LFE,1595.0,1533.24,1492.88,1470.55,70.41,64270,40118,110892,126722,88.2%
28,_jtreble,1589.0,1577.88,1553.83,1529.12,9.27,76663,5544,4316,6726,54.6%
29,DanielSaetre,1577.0,1539.04,1571.73,1552.64,-5.21,105973,31536,926,742,45.5%
30,FBinary01,1625.0,1498.38,1522.36,1502.74,88.34,23985,122696,34320,33427,93.9%
31,FPL_Data,1488.0,1521.25,1515.16,1514.65,-55.96,628247,61987,46149,19095,18.3%
32,FPL_ElStatto,1465.0,1424.19,1470.86,1454.94,-13.16,856239,594283,227900,215683,40.3%
33,FplSigurd,1551.0,1591.21,1575.76,1565.19,-52.93,198181,2399,593,70,19.6%
34,JoeBopara,1494.0,1503.48,1532.1,1504.78,-48.31,573970,105008,20428,31565,22.2%
35,dLincolnlawyer,1597.0,1592.94,1554.98,1553.64,2.42,60630,2170,4038,678,51.5%
36,FPL_Statoholic,1597.0,1488.01,1556.35,1555.1,34.89,59899,159552,3590,420,70.5%
37,FplAmateur,1613.0,1518.13,1500.76,1484.62,85.42,35808,67921,83237,73393,92.8%
38,wolacola,1597.0,1599.08,1597.74,1592.33,-27.72,60630,1555,17,4,32.4%
39,Hashtag_MEGA,1565.0,1572.79,1592.04,1592.69,-49.83,142436,6808,35,4,21.5%
40,dav_fifa,1575.0,1440.02,1423.86,1406.84,124.99,112839,452462,674358,679092,98.4%
41,MaulanaRiandi,1606.0,1573.52,1548.61,1522.27,30.46,45559,6630,6817,11766,68.8%
42,Rak464,1538.0,1490.43,1528.15,1513.23,-0.54,265005,150184,25965,21146,48.4%
43,ArneBarsnes,1630.0,1572.05,1555.9,1547.22,45.06,19589,7073,3847,1893,76.2%
44,FPL_PapaSmurf,1575.0,1482.67,1475.19,1470.43,72.06,112839,182390,201710,127286,88.7%
