,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,314,Krul,45,1,45,5,3.593,False,1,1,1.4,3.593
1,142,James,8,2,56,5,3.866,False,1,1,7.1,3.866
2,237,Alexander-Arnold,14,2,75,5,5.765,False,1,1,33.5,5.765
3,256,Cancelo,43,2,60,5,4.52,False,1,1,7.6,4.52
4,437,Semedo,39,2,49,5,3.78,False,1,1,2.5,3.78
5,33,Grealish,43,3,80,5,4.954,False,1,1,21.1,4.954
6,233,Salah,14,3,125,5,6.943,True,2,1,53.8,13.886
7,240,Jota,14,3,77,5,5.559,False,1,1,20.8,5.559
8,268,Torres,43,3,72,5,6.574,False,1,1,16.2,6.574
9,78,Toney,94,4,64,5,4.328,False,1,1,16.5,4.328
10,315,Pukki,45,4,59,5,4.646,False,1,1,5.3,4.646
11,475,Sá,39,1,50,5,3.683,False,0,0,1.7,0.0
12,432,Marçal,39,2,45,5,3.464,False,0,0,2.5,0.0
13,399,Sarr,57,3,60,5,4.048,False,0,0,5.3,0.0
14,189,Bamford,2,4,79,5,4.718,False,0,0,11.8,0.0
